[0] 0:00	[Music] foreign [Music]
[1354] 2:43:00	separation between nature and God
[1355] 2:43:06	it's it's more along the lines that God could use nature
[1356] 2:43:14	um but wasn't the direct cause of it you know all you have to do is look at
[1357] 2:43:20	the Book of Job to see this you know
[1358] 2:43:26	God in his uh in his in his poem you know questioning joke goes through all
[1359] 2:43:32	sorts of natural phenomena and yet seems to be separate from it all
[1360] 2:43:40	you know you know job raise yourself up like a man and answer me now like you
[1361] 2:43:47	if you can you know what's the way of the home of the light
[1362] 2:43:54	can you understand the eagle fly can you put on glory and Splendor it's
[1363] 2:44:00	it's like there is this this dichotomy in job between what are these natural
[1364] 2:44:07	wonders versus what is a God you know Transcendent away from that
[1365] 2:44:16	kind of wonder and I think this is really really important to to emphasize that the god
[1366] 2:44:24	of the biblical narrative is not the god of the gaps not the god of the gaps
[1367] 2:44:31	the god of the gaps is paganism it's ball standing on a bull throwing a
[1368] 2:44:38	lightning rod that's not Yahweh
[1369] 2:44:44	Yahweh has never been portrayed in the Bible as God of the gaps
[1370] 2:44:50	so it never did portray lightning as being say
[1371] 2:44:58	um you know a you know Direct
[1372] 2:45:03	cause you know directly caused by God but it was more of a a secondary uh
[1373] 2:45:11	natural event An Occurrence so
[1374] 2:45:17	it's a different it's a very different portrayal of God in fact the whole one of the interesting things about this and
[1375] 2:45:24	I think one of the reasons why I say God in the Old Testament is sort of portrayed more transcendently and
[1376] 2:45:31	maintains that sort of portrayal as Transcendent deity is because the canine myth wasn't
[1377] 2:45:40	you know the whole storm cycle the whole ball cycle is very intrinsic to God to the gods
[1378] 2:45:48	being directly involved in natural phenomena
[1379] 2:45:54	you know you had bald the storm God and he's creating chaos
[1380] 2:46:00	and he's fighting the moat the the the uh the moo the sea and mut the death
[1381] 2:46:08	and the cycle begins all over again after he defeats the sea and death
[1382] 2:46:15	so those are deities in the Canaan Pantheon that directly
[1383] 2:46:22	are responsible for nature the god of the Old Testament is
[1384] 2:46:27	indirectly responsible he's made the world and sort of let it lets it you know operate
[1385] 2:46:34	only tweaking it and moving things around as he needs it but is not directly responsible for
[1386] 2:46:41	generating electricity so
[1387] 2:46:46	I think I think that's I think that's the difference here is that
[1388] 2:46:53	God uses nature but he's not part of nature he's above nature
[1389] 2:47:01	he's Transcendent from it and that's the very very important consideration when we look at say
[1390] 2:47:08	the Israelite understanding a natural phenomena versus say the canine understanding
[1391] 2:47:18	[Music] excuse me that's sneezing a lot tonight so anyway
[1392] 2:47:24	thank you very much for the Super Chat very much appreciate it
[1393] 2:47:37	okay
[1394] 2:47:42	our next one here
[1395] 2:47:47	is from
[1396] 2:47:55	here for 4.99 thank you much for the Super Chat have you heard that Answers in Genesis
[1397] 2:48:01	is now going after their fellow young earthers specifically those they call Young Earth evolutionists
[1398] 2:48:08	um no I haven't I don't keep a lot of tracks on Answers in Genesis
[1399] 2:48:14	occasionally I hear Snippets here and there but um it does not surprise me that they
[1400] 2:48:21	would go after young Earth evolutionists uh I I can see that as being uh
[1401] 2:48:27	antithetical to what they believe because they do believe in um in um excellent healer Creations so yeah
[1402] 2:48:36	that wouldn't surprise me one bit but very interesting though
[1403] 2:48:41	very interesting that that the defining line here is that not the Line in the
[1404] 2:48:48	Sand is not necessarily the young Earth it's more the creationist evolutionist bit so
[1405] 2:48:55	um very very interesting very very interesting indeed so anyway thank you very much for the Super Chat and very much appreciate it
[1406] 2:49:02	okay
[1407] 2:49:17	uh see here BC for five dollars Australian thank you
[1408] 2:49:23	very much the Super Chat and he says it seems the gospels are collated from prior written sources such
[1409] 2:49:29	as the fame Q what do you think happened to these why don't we have any
[1410] 2:49:35	um well my opinion of you is
[1411] 2:49:42	could it exist and possibly doesn't matter if it exists not really
[1412] 2:49:49	um I think a lot is made of Q
[1413] 2:50:00	uh a lot is made of q that I think uh is really hyped in both directions
[1414] 2:50:08	now a lot of a lot of people have especially
[1415] 2:50:13	liberal Scholars have thought that Q is just a collection of pithy statements that just Jesus did
[1416] 2:50:21	similar to what uh what we uh the Gnostic Gospel of Thomas a very late
[1417] 2:50:26	document at least for gospel there's nothing but a collection of
[1418] 2:50:32	pithy statements essentially the the gnostics uh rewrote rewrote these
[1419] 2:50:37	gospels and stripping out any of the theological narrative bits and just left the sayings of Christ so so
[1420] 2:50:46	and from that they've sort of inferred the existence of a q document that was that predated say Matthew Mark
[1421] 2:50:53	and Luke I also don't think Q document is
[1422] 2:51:00	necessary I think it's perfectly explainable to to do either Matthew or Mark and
[1423] 2:51:08	priority here and still come up with a reasonable outcome for all three Gospels
[1424] 2:51:13	so I'm gonna sort of at this point say yeah
[1425] 2:51:20	it doesn't matter Q here doesn't matter we don't have any evidence for Q
[1426] 2:51:26	uh at least not being an early document uh well we have evidence of is the
[1427] 2:51:32	Gospels that's what we have evidence of you know and we don't even have say
[1428] 2:51:38	Proto gospels which is very strange too you know we don't like for example
[1429] 2:51:45	you know if if the gospels did sort of come to us over time from say a q
[1430] 2:51:52	document also expect to find some Proto gospels too and we don't find any of that
[1431] 2:52:00	so what we're dealing with ultimately with the famed Q is a hypothetical document
[1432] 2:52:06	a document that doesn't really exist at least we don't have evidence that it exists
[1433] 2:52:12	maybe it does exist but we don't have any evidence for it so you know we don't have it
[1434] 2:52:20	and right now what we have is the gospels that's what that's the evidence we have
[1435] 2:52:26	so anyway I'm going to leave it at that thank you very much for the Super Chat very much appreciated
[1436] 2:52:35	okay the next Super Chat here is from
[1437] 2:52:43	Travis Garrett for five dollars thank you very much for the Super Chat
[1438] 2:52:48	do you have any recommendations for how to pronounce biblical names places Old and New Testament for English speakers
[1439] 2:52:54	who know no Hebrew or Greek well if there was I'd probably buy it
[1440] 2:53:00	myself because my pronunciation for just about everything is atrocious so you know
[1441] 2:53:07	uh there is no I don't know if there's any pronunciation guides other than what you
[1442] 2:53:15	would find at say in say beginning a Hebrew and Greek grammars
[1443] 2:53:20	so that's probably the only place you'd find pronunciation guides but it's very very difficult to pick up pronunciation
[1444] 2:53:28	and you can develop reading competency in a language and never learn to actually speak it correctly
[1445] 2:53:34	you know I've been doing this now for oh gee
[1446] 2:53:40	um 18 years and I still can't get the pronunciations
[1447] 2:53:46	right you know I can read it fine I can't pronounce it pronounce it to save my
[1448] 2:53:53	life I mean I could barely do English correctly so you know
[1449] 2:54:00	this is just one of those things that I I don't think there's a really good resource here to help you
[1450] 2:54:05	that could be but I don't happen to know any so um sorry I don't have a better
[1451] 2:54:11	recommendation for you on this other than let's say Hebrew and Greek grammars but that's probably the best I can offer
[1452] 2:54:17	you here so and I thank you very much for the Super Chat very very much appreciated
[1453] 2:54:32	37. okay our next one here is from slim 2K
[1454] 2:54:43	for ten dollars thank you very much for the Super Chat hi Dr Phil well hi slim 2K
[1455] 2:54:50	how should we understand acts 16 31 is it saying if I believe me and my
[1456] 2:54:57	household will be saved or is it commanding the whole household to believe oh interesting question let's
[1457] 2:55:03	find out
[1458] 2:55:08	tonight standard here
[1459] 2:55:17	and it's ax
[1460] 2:55:23	16 31.
[1461] 2:55:30	and all right and let's pull that up
[1462] 2:55:39	and they said believe in the Lord Jesus and you shall be saved you and your household
[1463] 2:55:47	okay so
[1464] 2:55:56	let me go take a look at the Greek here quickly
[1465] 2:56:07	okay
[1466] 2:56:14	let's do one [Music]
[1467] 2:56:20	don't carry on Eason Kai
[1468] 2:56:28	you blue
[1469] 2:56:37	okay
[1470] 2:56:43	so I'm gonna parse this my head here
[1471] 2:57:04	okay there is that second person in pistuo to have belief upon the Lord Jesus
[1472] 2:57:15	and you will be saved you and your household okay
[1473] 2:57:24	now I think the danger here is to think that the belief one person's belief can get a
[1474] 2:57:31	entire household saved okay I don't think it's the former
[1475] 2:57:38	I don't think it is the former that if one person believes that that belief is
[1476] 2:57:44	sufficient to cover the faith of the rest of the household I don't think that's what this is driving at
[1477] 2:57:50	I think it is more a command that the latter is a command that the whole
[1478] 2:57:55	household believe so it is basically you
[1479] 2:58:04	you know the house or whoever you believe on the Lord Jesus Christ and
[1480] 2:58:10	you'll be saved but not just you you and your household I think it's more along those lines
[1481] 2:58:18	because nowhere in the New Testament does it teach that the faith of one person can cover the faith of anyone
[1482] 2:58:23	else so I think that's the guiding principle here is that that faith is not say
[1483] 2:58:30	communicable my faith is not a is not strong enough to cover basically save my
[1484] 2:58:37	child should my child choose not to believe
[1485] 2:58:43	every person has to come to Faith on their own
[1486] 2:58:49	yeah as as much as parents would wish that their faith did cover their children it doesn't it doesn't
[1487] 2:58:56	so I think this is this is really more along the lines of that that it's a
[1488] 2:59:01	command to come to Faith in order to be saved but not just you
[1489] 2:59:09	not just you you and the rest of your household as well so I think between the the options you
[1490] 2:59:15	present here it's the latter more than the former so anyway thank you very much the Super Chat very much appreciate it
[1491] 2:59:26	okay and 37.
[1492] 2:59:32	simply eight okay slim 2K again for five dollars thank you very much the Super Chat can
[1493] 2:59:39	you explain acts 13 1 is it referring to skin color the skin up in a discussion I
[1494] 2:59:44	had with the Hebrew Israelite Bible again here
[1495] 2:59:57	13 1.
[1496] 3:00:08	now there were Antioch in the church that was there prophets and teachers
[1497] 3:00:14	Barnabas and Simeon who is called Niger and Lucian of serene and Manan who had
[1498] 3:00:20	been brought up with Herod the tetrarch and Saul okay
[1499] 3:00:25	I think what you're referring to here is to um Niger
[1500] 3:00:31	um which in the Greek does mean black it does
[1501] 3:00:36	now we don't know it doesn't say in what way he was black
[1502] 3:00:43	that's going to be an issue here um
[1503] 3:00:49	Simeon is an Israelite name it is it's an Israelite name and the Israelites were Semitic people
[1504] 3:00:58	okay so these are in Antioch these are diaspora Jews
[1505] 3:01:05	essentially so I don't think it's necessarily
[1506] 3:01:11	referring to skin color it could be other things it could be hair color it could be eye color
[1507] 3:01:17	you know you might have a huge big black beard you know I have a few of them might have a mono
[1508] 3:01:24	brow big black hair mono brow black beard and
[1509] 3:01:30	still be a white dude it's possible uh these are these are these are what's
[1510] 3:01:37	called um epithets these are what called epithets
[1511] 3:01:43	um they are not they're in Greek culture you have a birth name
[1512] 3:01:49	and you have an epithet okay uh and in some ways it's the the epithet
[1513] 3:01:56	is the name you're given when you grow up you get this is this epithet
[1514] 3:02:02	so you know this is this is pretty common in great culture you know um
[1515] 3:02:10	um you know Socrates that wasn't his birth name it was the name he grew up with he he
[1516] 3:02:16	had when he when he became an adult and it means Broad particularly brought a face meaning he's
[1517] 3:02:24	ugly so
[1518] 3:02:30	you know there's there's these epithets that do you know
[1519] 3:02:35	that were done in Greek culture and this is one of those epithets we don't know why he was called that
[1520] 3:02:42	could it be skin color maybe but it doesn't even necessarily mean he was say
[1521] 3:02:49	um of African descent it could even mean just that you know he had dark skinned dark eyes you know more
[1522] 3:02:57	more tan skin so you know I don't think I don't think this necessarily implies race in in any
[1523] 3:03:04	way I think the Hebrew Israelites here are using a tech uh the text for their
[1524] 3:03:11	specific ideological ends so anyway thank you very much for the Super Chat very much appreciate it
[1525] 3:03:31	39
[1526] 3:03:37	okay uh from linguist ammo for five dollars thank you very much let's Super Chat hi Dr Phil hi linguists
[1527] 3:03:44	no question but only cheers from one scotch Enthusiast for the other
[1528] 3:03:50	well thank you of uh this week I haven't had any Scotch so I'm kind of missing my
[1529] 3:03:57	Scotch uh he says I'm starting my THM with a focus on the Book of Joshua been
[1530] 3:04:03	a while oh great book to do THM on uh I'd love to read it once you're done
[1531] 3:04:08	please send me a copy so um yeah this is wonderful well good luck
[1532] 3:04:14	and uh go for it you know put all your Zeal into your studies because it'll pay
[1533] 3:04:20	off it'll really really pay off so uh uh
[1534] 3:04:26	Bill and uh and I'll drink one with you when you're done so thank you very much for the Super Chat very much appreciated
[1535] 3:04:32	and uh best of luck
[1536] 3:04:46	okay I have to okay uh PC for five dollars Australian
[1537] 3:04:52	thank you very much the Super Chat very much appreciate it and he says this is an anti-question use
[1538] 3:04:59	it to neutralize one of Addison's proceed to bed do not collect more
[1539] 3:05:05	questions thank you and good night
[1540] 3:05:11	I'd love to go to bed right now hey I mean we've been going for three hours you know but I'm ready for bed
[1541] 3:05:19	[Laughter] but no uh we're gonna we're gonna finish
[1542] 3:05:25	off the super chats tonight at least so uh we don't have that many more to go but we do still have some uh so you know
[1543] 3:05:33	we're gonna we're gonna do we're gonna try our best all right so uh thank you very much the Super Chat
[1544] 3:05:39	very much appreciated yeah I gotta go back here and I gotta
[1545] 3:05:45	make sure I didn't miss any because
[1546] 3:05:50	hold it where
[1547] 3:05:58	I see okay yes we did miss some and
[1548] 3:06:11	okay
[1549] 3:06:34	okay
[1550] 3:06:45	our next one here is from BC for five dollars Australian thank you very much for the Super Chat
[1551] 3:06:51	you are marooned on a desert island you can take three items with you plot twist
[1552] 3:06:57	they're all ancient Egyptian items what would you choose
[1553] 3:07:05	oh dang
[1554] 3:07:10	okay no it wouldn't be a knife be an ax
[1555] 3:07:16	I take an ax over a knife I'd take an ax in a in a pinch I can use an ax Like a
[1556] 3:07:24	Knife but you can't use a knife like an ax
[1557] 3:07:29	so I take an ax okay one of those hicksauce ones you know something with a good some good
[1558] 3:07:36	chopping ability what else would I bring hmm three ends all Egyptian
[1559] 3:07:50	I would also bring
[1560] 3:07:55	a spindle to make thread
[1561] 3:08:02	then I'll make thread and I would bring
[1562] 3:08:08	us a set of Flint blades
[1563] 3:08:16	these are all Egyptian items at least with the Flint blades I can
[1564] 3:08:21	start fires with them if I have to as well as make cutting instruments
[1565] 3:08:29	yeah I can build everything else from there so
[1566] 3:08:35	there you go it's an interesting questions it's it's a good one it's a good one to make you think
[1567] 3:08:42	because once you got sort of those items you can sort of make the rest you if you've got the ability to make string
[1568] 3:08:47	you've got the ability then to halft you can make more tools
[1569] 3:08:52	you got the ability to make fire you know you can still make other things
[1570] 3:08:59	so yeah and then just you know an ax for basic shelter through to build basic
[1571] 3:09:05	shelters so so yeah Egyptian tools don't last
[1572] 3:09:10	forever so you're gonna have to have the ability to make more so anyway great question interesting
[1573] 3:09:16	question now you can watch that Super Chat and that question is a very thought-provoking question
[1574] 3:09:24	okay next one so I want to make sure
[1575] 3:09:34	we're gonna make sure I've got that one next might have missed a few here so I'm just
[1576] 3:09:39	going to make sure I get it
[1577] 3:09:56	okay I did admit I did miss that one so capture that one
[1578] 3:10:27	okay
[1579] 3:10:35	okay our next Super Chat here is from gizbo sbol for five dollars thank you much to Super Chat
[1580] 3:10:42	is annihilationism strictly a Protestant phenomena or have you come across it uh
[1581] 3:10:48	come across Orthodox and Catholics who hold to this position
[1582] 3:10:53	um yes I have actually um I've I've come across both Orthodox and Catholics that do hold to
[1583] 3:11:01	annihilationism it does it does seem to be something that's sort of become very very popular in recent years
[1584] 3:11:06	as globalism is sort of seeped into the church now I'm not saying globalism is
[1585] 3:11:12	necessarily a bad thing but it is this is a this is a side effect of the church coming into contact with foreign
[1586] 3:11:20	unbelieving cultures so it has become a lot more popular across all the nominations in recent
[1587] 3:11:27	years so I have encountered Orthodox and Catholics who also believe this so it's
[1588] 3:11:34	not just protestantism okay so yeah I'm seeing it everywhere I'm
[1589] 3:11:41	seeing it absolutely everywhere uh
[1590] 3:11:48	so anyway thank you very much for the Super Chat very very much appreciate it
[1591] 3:11:54	make sure let's go to the next one here let's see what the next one is
[1592] 3:12:01	all right
[1593] 3:12:08	okay actually we might even just be able to at this point go to
[1594] 3:12:13	all right Addison's so we actually are we are now
[1595] 3:12:18	we are now on to the uh the software finally all right uh 499 Super Chat from Addison
[1596] 3:12:26	thank you very much for the Super Chat an anti-anti question
[1597] 3:12:33	neutralize BC's last Super Chat and any more requests of his
[1598] 3:12:40	[Laughter] love it
[1599] 3:12:46	doodling super chats at 50 yards [Laughter]
[1600] 3:12:52	[Music] thank you very much for the Super Chat very very much appreciated
[1601] 3:13:00	okay our next Super Chat here is from gizpo svol
[1602] 3:13:05	how is there enough time between Teru fleeing your cash and the events of Genesis 14 taking place if the elamite
[1603] 3:13:13	occupation of Mesopotamia only asked lasted a couple years per the Mari text
[1604] 3:13:19	okay um the thing with the elamite occupation we
[1605] 3:13:27	have to really understand that when Tara was fleeing erkash he was fleeing the
[1606] 3:13:33	elamites he was fleeing his own people
[1607] 3:13:38	okay his own people wanted him dead
[1608] 3:13:43	that's because our own people didn't want to side with Mari now we have to understand too that
[1609] 3:13:52	that Tara was in contact with zimri Lim
[1610] 3:14:00	okay that Reign did not last terribly long it's the last reign of of the ma of of
[1611] 3:14:08	Mari before it too gets conquered by um Hammurabi
[1612] 3:14:16	so what's happening is the sequence of events is that
[1613] 3:14:23	uh erkesh is sort of trading hands between Mari and ilam
[1614] 3:14:31	and what happens is Tara has basically thrown his basically thrown his uh lot
[1615] 3:14:39	in with the king of Mari Zimmerman so at that point
[1616] 3:14:45	you know he's fully aligned with the kings of Mari and his people don't want to be aligned
[1617] 3:14:53	with Mari his people really want to be more aligned with with ilam
[1618] 3:14:59	now the which in some ways this sort of makes sense because
[1619] 3:15:07	Mar uh or Kesh is actually a lot closer culturally and geographically to the
[1620] 3:15:13	elamites so it's it's understandable as people wouldn't want to side with Mari
[1621] 3:15:23	but they basically have enough of him they basically say okay you know we don't want you as a ruler we don't
[1622] 3:15:30	want Mari we're going to start and this but violence breaks out violence breaks
[1623] 3:15:36	out and it actually results in the death of juanitaro's sons
[1624] 3:15:42	and we also know that you know uh uh when a terrorist Sons is also dies we're
[1625] 3:15:48	not we don't hear about how he dies in The Bible but in say the Mari letters we
[1626] 3:15:54	learned that he dies as a result of the uprising at uh at erkash
[1627] 3:16:00	so he's got to get out of town so he's got to get out of town so he leaves and he heads to haran
[1628] 3:16:08	and what happens though is
[1629] 3:16:14	uh Elam is basically you know subjugated by Babylon as is Mari they both end up
[1630] 3:16:20	being subjugated ultimately by Babylon but there's enough time
[1631] 3:16:26	that say Babylon first conquers Mari
[1632] 3:16:33	so so there isn't a whole lot of there's
[1633] 3:16:40	not a lot of time say between say Tara Leafly and the conquest of Mari
[1634] 3:16:45	but there's still enough time there to
[1635] 3:16:52	to I mean it's still uh um Orchestra is going to trade hands a few more a couple more times but
[1636] 3:16:59	ultimately it's Mario's gonna fall before the elamites too
[1637] 3:17:05	and the elamites are going to be sort of the last people that hang on to to
[1638] 3:17:10	um erkash so after Mari Falls the elamites are going to have that
[1639] 3:17:16	coalition with the Babylonians to precipitate the events of Genesis 14.
[1640] 3:17:25	so it's not so much that Terra fleas
[1641] 3:17:31	the elamites are driven out by the king of Mari and that's the end of story
[1642] 3:17:37	no it trades hands yet again when Mari gets gets you know beat up by
[1643] 3:17:45	by Babylon and Babylon allies with the elamites at that point
[1644] 3:17:52	and then that point the elamites are free to you know Annex again or cash
[1645] 3:18:00	until the Babylonians ultimately turn on them so that's sort of the timeline here so
[1646] 3:18:07	anyway I hope that helped answer the question thank you very much the Super Chat very very much appreciate it
[1647] 3:18:17	okay uh another Super Chat here five dollar Super Chat here from uh giz uh
[1648] 3:18:22	gizgo sbol and he asks what script and writing material would
[1649] 3:18:28	David and Solomon have used well thank you very much for the Super Chat it's a great question
[1650] 3:18:34	David and Solomon would have used a script that's called paleo Hebrew essentially it's a Canaanite type script
[1651] 3:18:41	it's an early alphabetic script it's it's um it's
[1652] 3:18:47	it's um very similar to say
[1653] 3:18:52	the uh Canaanite scripts that you've you find with the in the Levant so it's very
[1654] 3:18:59	looks very similar to say moabite it looks very similar to say Phoenician so
[1655] 3:19:06	it's it's in that sort of family of scripts those early alphabetic scripts that you find all through the Levant so
[1656] 3:19:12	that's what he would have written on and that's what we find in say writings uh austrika that are contemporary with the
[1657] 3:19:19	davidic kingdom now what writing material would they have written on now this is this is this
[1658] 3:19:26	is an interesting question because it's going to depend on what they're
[1659] 3:19:31	writing okay for small notes they will use pot charts basically pieces of broken pot
[1660] 3:19:39	and everyone use these you know from your king all the way down to your
[1661] 3:19:44	common peasant because it was cheap economical writing material
[1662] 3:19:50	and everyone broke pots all the time pots are fragile you know they're fragile
[1663] 3:19:55	so people broke pots all the time oops broke a pot got into more more Notepads for you
[1664] 3:20:04	another posted yeah another post essentially so short notes would have been written on austrika
[1665] 3:20:11	larger compositions would have been written on parchment now parchment being the stretched
[1666] 3:20:19	um skins of sheep essentially canned scratched skins of sheep and they were
[1667] 3:20:26	that was expensive you got about four pieces of parchment per sheep
[1668] 3:20:32	so it was very expensive to write a parchment so
[1669] 3:20:40	you did that's what they would have generally used for most of their writing material during
[1670] 3:20:45	say the the United monarchy for Monumental inscriptions they would
[1671] 3:20:51	have probably have done it on Stone now there's two ways they could have written on Stone
[1672] 3:20:57	uh which is one we do find these plastered matsei boat at like for
[1673] 3:21:02	example at shechem where you basically have sort of a pillar that you cover in
[1674] 3:21:07	plaster and you write on that plaster with ink uh four more permanent inscriptions they
[1675] 3:21:14	would polish the surface of a stone and then inscribe the letters in that just like they find it say for example the
[1676] 3:21:21	moabite stone or say the till then uh Stila okay so those would be the writing
[1677] 3:21:27	options that would have been available to David and Solomon during their period
[1678] 3:21:32	of time there's even some evidence potentially of say bronze plaques being incised with
[1679] 3:21:41	letters as well so there was a range of writing materials that they could have
[1680] 3:21:46	used and probably did use and they used uh as I said paleo Hebrew
[1681] 3:21:53	as as their scripted uh choice so when I I hope that answered your question thank
[1682] 3:21:59	you very much for the Super Chat very very much appreciate and I hope that helped
[1683] 3:22:09	okay our next one here is from Amir eshafra for five dollars thank you very much sir Super Chat
[1684] 3:22:16	and he goes I heard someone claim that Genesis 1 27 teaches we're made
[1685] 3:22:21	masculine and feminine simultaneously what are your thoughts on this
[1686] 3:22:28	I think that's not a very good idea but let's just bring that up let's bring
[1687] 3:22:33	up that that text
[1688] 3:22:45	Genesis 1 27.
[1689] 3:22:55	okay now here's why this doesn't work and we'll get into exactly why in just a second
[1690] 3:23:01	we'll read the text and God created man in his own image in
[1691] 3:23:07	the likeness of God he created him male and female he created them
[1692] 3:23:16	okay so it starts off with that creation of the man
[1693] 3:23:23	and God created man or amen in his own image in the likeness of God
[1694] 3:23:31	he created him singular and then the pronoun shifts
[1695] 3:23:40	male and female he created them is the plural pronoun
[1696] 3:23:50	so what he's saying here and you can see here there's an encapsulation in this
[1697] 3:23:56	one verse of Genesis chapter 2. where Genesis chapter 2 amplifies on
[1698] 3:24:03	this so we have here in verse 27 that God's
[1699] 3:24:09	Gonna create the man in his own image you know like this God he created him singular singular
[1700] 3:24:16	masculine male and female he created the two of them
[1701] 3:24:22	plural so uh it's not in no way teaching that
[1702] 3:24:31	um that man was created as both masculine and famous simultaneously
[1703] 3:24:38	so a that's that's the quick answer it's a very very simple exegetical problem
[1704] 3:24:43	thank you very much for the Super Chat very very much appreciate it
[1705] 3:24:53	BC for two dollars Australian thank you very much for that Super Chat
[1706] 3:24:58	I heard matzos means suffering is that true well it is certainly suffering to
[1707] 3:25:04	eat it
[1708] 3:25:09	[Laughter] wow is it suffered eat matzah
[1709] 3:25:16	I know there are some people out there that like matzah but
[1710] 3:25:22	woof oh I'm just going to take a look for
[1711] 3:25:28	something very quickly yikes
[1712] 3:25:39	um
[1713] 3:25:47	now uh the quick I'm gonna just take a quick
[1714] 3:25:52	look at how lot here because I am pretty sure it does not mean suffering
[1715] 3:25:58	but you never know with some of these extended as far as I know matzah just means bread
[1716] 3:26:06	but particularly the unleavened kind of
[1717] 3:26:12	bread but I'm gonna say fire up my um Naz here and we will just take a
[1718] 3:26:19	quick look just to make sure
[1719] 3:26:25	it takes a couple seconds here for my Nas to spin up
[1720] 3:26:32	someday it'll come back
[1721] 3:26:40	all right here we go
[1722] 3:26:53	look at this open halot
[1723] 3:26:59	and
[1724] 3:28:19	um yeah let's see here let's uh
[1725] 3:28:24	[Music] okay
[1726] 3:28:31	it's kind of funky um truncate
[1727] 3:28:37	hold on
[1728] 3:29:07	okay getting closer here
[1729] 3:29:18	foreign
[1730] 3:29:47	okay matzah uh flatbread now we already know that
[1731] 3:29:52	already um there is an Arabic cognate that means to
[1732] 3:30:00	be tasteless
[1733] 3:30:10	um neither sweet nor bitter tart tasteless [Laughter]
[1734] 3:30:17	uh [Laughter] uh let's see here
[1735] 3:30:26	oh there is a uh matzah secondary meaning of matzah which means Strife or
[1736] 3:30:33	to brawl so um
[1737] 3:30:38	uh so I haven't seen suffering yet but I
[1738] 3:30:44	don't think the etymology of The Strife in Brawl is the same as to as the unleavened bread and the
[1739] 3:30:52	tastelessness of it laughs
[1740] 3:30:57	uh no that seems to be the limit of that word's etymological range
[1741] 3:31:03	so you basically have um basically the flatbread that's that's
[1742] 3:31:10	the unleavened bread brawl and do they taste less
[1743] 3:31:17	[Laughter] a lot
[1744] 3:31:24	so anyway I don't think I don't think there's much to the suffering on this um I think I think the the whole idea of
[1745] 3:31:31	suffering from matzah is having modern people try to eat it I mean just really it is it is suffering some people love
[1746] 3:31:39	it I mean some people really love it I myself don't care for it
[1747] 3:31:45	um I used to I actually I used to think it wasn't so bad and then I kind of grew up
[1748] 3:31:50	and you know it's just like no not that's the not not fun of it not
[1749] 3:31:57	fond of it um um but with the with that I'll have to
[1750] 3:32:04	admit though matzah with the um with the horseradish or with the
[1751] 3:32:12	um um comets the uh uh what's it called now the uh Apple
[1752] 3:32:19	honey wine Walnut mixture oh that's good stuff yeah that's good stuff
[1753] 3:32:26	yeah all tennis shoes yeah I would taste ain't good with that stuff so anyway thank you very much for the
[1754] 3:32:32	Super Chat very very much appreciate it and I have to make sure now I didn't
[1755] 3:32:37	lose some because I saw some just drop off here
[1756] 3:32:48	okay we didn't lose any all right so our next Super Chat here is from Algood
[1757] 3:32:53	Robertson uh from uh with uh 20 Swedish kroners uh thank
[1758] 3:33:00	you very much for the Super Chat it's good here to see you here tonight hate mug idea absence of evidence is not
[1759] 3:33:07	evidence okay where the hate text is
[1760] 3:33:15	I get what you're saying I love I actually you know that would be actually a really great idea
[1761] 3:33:21	I wonder if I can convince our merch dealer to to do that
[1762] 3:33:31	that write the right ink yeah that is that is actually a really great idea I
[1763] 3:33:36	like that idea thank you for that idea that would be fun
[1764] 3:33:43	yep that is actually a really great idea and we could probably come up with some
[1765] 3:33:48	really cool art for that too so yeah that would be absolutely that'd be interesting um I think I think I'll
[1766] 3:33:55	propose that uh to Spring and see what they say so when we thank you very much for the
[1767] 3:34:01	Super Chat very very much appreciated and it's a wonderful idea I like it like
[1768] 3:34:06	it a lot okay
[1769] 3:34:13	our next one here is from uh I'll get Robertson again for 20 School inch
[1770] 3:34:19	Kroner thank you very much for the Super Chat when does Martin become indirect or
[1771] 3:34:25	direct suicide oh this was really an issue in the early
[1772] 3:34:32	Christian Church okay uh one of the things that was taught in the early Christian Church
[1773] 3:34:39	was that if you weren't baptized you weren't saved
[1774] 3:34:46	and if you weren't saved the only way you could be saved was if you were
[1775] 3:34:51	martyred you know if you lost your life through persecution
[1776] 3:34:58	this led to a problem in the early Christian Church where Christians were more or less throwing themselves at the
[1777] 3:35:06	authorities to be martyred
[1778] 3:35:12	and in some and they basically the Christian leaders had to put a stop to this
[1779] 3:35:18	because they died miserably and and frankly
[1780] 3:35:24	the the Romans at that point this is this is
[1781] 3:35:30	actually many many this is like several Generations after say the persecutions
[1782] 3:35:35	of say the first first and mid second century
[1783] 3:35:40	so what they did was basically said okay uh not baptized
[1784] 3:35:46	not a problem we will you've you've you've you've got the red baptism baptism blood
[1785] 3:35:54	but there's also going to be a white baptism whereas you could become a monk
[1786] 3:36:00	so in many ways this martyrdom led to the development of the monastic movement
[1787] 3:36:07	because it provided an alternative to martyrdom instead
[1788] 3:36:14	and basically they the the church had to say if you basically surrender to the
[1789] 3:36:22	authorities as a Christian hoping to be martyred that's suicide and that's a sin
[1790] 3:36:28	so they really had to put a stop to that we also asked
[1791] 3:36:36	yes why does it I'm gonna have to open that up a bit
[1792] 3:36:44	right okay and he goes when you
[1793] 3:36:50	um okay when you can act to save your life but you accept death why does it become
[1794] 3:36:56	smarter and not suicide also do you like a special Saint if you want to share
