[0] 2:51	Heat. Heat.
[4339] 3:52:28	This is patroposianism.
[4340] 3:52:30	It is confusing the son for the father.
[4341] 3:52:33	Now let's talk about
[4342] 3:52:37	9 because it's not quite everlasting
[4343] 3:52:41	father.
[4344] 3:52:43	Okay.
[4345] 3:52:45	Okay. Now
[4346] 3:52:48	uh Isaiah 9 verse 6. Uh and his name
[4347] 3:52:52	shall will be called wonderful
[4348] 3:52:54	counselor, mighty God.
[4349] 3:52:58	Um a father of eternity,
[4350] 3:53:03	not everlasting father, not eternal
[4351] 3:53:06	father, father of eternity
[4352] 3:53:11	or a father of eternity. Prince of
[4353] 3:53:14	peace. Okay. So he's not our father.
[4354] 3:53:20	He's a father of eternity.
[4355] 3:53:24	That's different.
[4356] 3:53:26	Um, and if you look at if you look at
[4357] 3:53:28	say the the footnotes in most a lot of
[4358] 3:53:30	translations, it will say give you the
[4359] 3:53:32	literal translation of this. So,
[4360] 3:53:35	everlasting father is not the same as a
[4361] 3:53:37	father of eternity.
[4362] 3:53:40	Very very different in meaning.
[4363] 3:53:44	So,
[4364] 3:53:45	uh he's he's not the father. we
[4365] 3:53:48	shouldn't confuse him with the father.
[4366] 3:53:51	Uh it's this would be a patroposian u um
[4367] 3:53:55	heresy. So just be careful not to draw
[4368] 3:53:58	the wrong inference from this. All
[4369] 3:53:59	right. So I hope that helps.
[4370] 3:54:10	Ah legal lab asks the question when do
[4371] 3:54:13	you think we can be confident that
[4372] 3:54:14	something is a scribal gloss? It seems
[4373] 3:54:17	on the surface that something an
[4374] 3:54:19	explanation that could be easily abused
[4375] 3:54:21	to dismiss things one doesn't like.
[4376] 3:54:23	Okay. Uh there are things that do
[4377] 3:54:26	characterize a scribal gloss.
[4378] 3:54:29	Uh one is it tends to be an additional
[4379] 3:54:34	piece of of explanatory text that does
[4380] 3:54:40	not fit
[4381] 3:54:42	neatly with the narrative. Okay? Like
[4382] 3:54:44	for example, it could be a out of place
[4383] 3:54:48	in the wrong place in the text. Like it
[4384] 3:54:51	refers to the wrong person. That would
[4385] 3:54:53	be a scribal gloss.
[4386] 3:54:56	It could have a historical um um piece
[4387] 3:54:59	of data that is incorrect.
[4388] 3:55:03	It usually begins with some sort of
[4389] 3:55:06	introduction that sort of identifies it
[4390] 3:55:09	as a
[4391] 3:55:11	um as a scrabble grass like um like
[4392] 3:55:15	let's let's take um
[4393] 3:55:18	let's take that one here. Um what's it
[4394] 3:55:22	called now? Um Hebron
[4395] 3:55:38	I will. Let's This is a This is a
[4396] 3:55:41	scribble cloth. Let me find this for
[4397] 3:55:43	you.
[4398] 3:55:46	Where to see it?
[4399] 3:56:00	Now this one here in numbers 13:22 this
[4400] 3:56:03	is your classic
[4401] 3:56:05	um this is your classic scribal gloss.
[4402] 3:56:08	Now Hebrron was built 7 years before
[4403] 3:56:11	Zoan which is Tannis in Egypt. Now why
[4404] 3:56:15	do we identify this as a scribal gloss?
[4405] 3:56:18	Okay, you've got the marker here
[4406] 3:56:21	that sort of indicates that this was a
[4407] 3:56:24	scribal gloss like now or or it was or
[4408] 3:56:29	something like that. There's some
[4409] 3:56:31	usually some tiny little introductory
[4410] 3:56:33	piece here that sort of identifies it as
[4411] 3:56:38	a scrial gloss.
[4412] 3:56:41	Um
[4413] 3:56:47	look at something here for here.
[4414] 3:57:10	Yeah. Hebrron. Okay. So that is there.
[4415] 3:57:15	So you you get so you have this thing
[4416] 3:57:18	when they had gone up into the negv.
[4417] 3:57:20	They came to Hebron where Ai Shashi and
[4418] 3:57:23	Talmi the descendants of Anakur. Now
[4419] 3:57:27	again that now and Hebrron was built
[4420] 3:57:31	seven years before Zoan in Egypt. Okay.
[4421] 3:57:34	Now we would identify this as a scribal
[4422] 3:57:36	gloss again because it doesn't fit with
[4423] 3:57:39	the flow of the text. It does look like
[4424] 3:57:42	an assertion. Second of all, there is
[4425] 3:57:46	that it is used to explain something
[4426] 3:57:48	else within the text. So you've got
[4427] 3:57:51	first of all that introduction that sort
[4428] 3:57:53	of that that marker of insertion. You've
[4429] 3:57:56	got the um the fact that it's
[4430] 3:57:59	explanatory. It's explan is trying to
[4431] 3:58:03	explain Hebrron.
[4432] 3:58:05	Okay,
[4433] 3:58:07	there's a piece that here that's just
[4434] 3:58:09	wrong, which is that Hebron was built
[4435] 3:58:11	seven years before Tannis in Egypt.
[4436] 3:58:14	Okay, now Hebrron is a lot older than
[4437] 3:58:18	Tannis. Not just seven years, a thousand
[4438] 3:58:21	years.
[4439] 3:58:23	So,
[4440] 3:58:27	so, um,
[4441] 3:58:32	Lego, uh, he says, "I think they I've
[4442] 3:58:35	been confusing scribbal gloss and
[4443] 3:58:36	copying error." Okay. Uh, that's okay
[4444] 3:58:38	then. um if you've confused them, that's
[4445] 3:58:41	fine, but we'll just finish off the
[4446] 3:58:43	comment anyway because I think it's a
[4447] 3:58:44	good thing to to to go over um
[4448] 3:58:49	that um
[4449] 3:58:53	that a scribal gloss is essentially a
[4450] 3:58:56	piece of of of text that's been put in
[4451] 3:58:58	and inserted into the text. Now, a
[4452] 3:59:01	copying error is different. A copying
[4453] 3:59:04	error is when a mistake's been made by a
[4454] 3:59:06	scribe when between
[4455] 3:59:09	um the text he's copying and the copy he
[4456] 3:59:12	made. And that can happen. There's a lot
[4457] 3:59:15	of ways that can happen.
[4458] 3:59:17	Um archo uh tutin is one way where you
[4459] 3:59:22	know they match ends that it looks
[4460] 3:59:23	similar and you lose a piece of text.
[4461] 3:59:26	That can happen often.
[4462] 3:59:28	Um, but those are also errors that are
[4463] 3:59:31	easy um to to detect too. And
[4464] 3:59:36	but ascribe gloss is a piece of text
[4465] 3:59:38	that's been inserted to explain.
[4466] 3:59:42	And as I said, normally there's a little
[4467] 3:59:44	marker there to show that it's been
[4468] 3:59:46	inserted. There's also again oftent
[4469] 3:59:49	times a some sort of error that's
[4470] 3:59:52	involved as well. So
[4471] 3:59:56	So anyway, I hope that helped. Thank you
[4472] 3:59:58	very much for the question.
[4473] 4:00:07	Uh Andrew Graham asks a member question.
[4474] 4:00:09	Do you consider Christianity to be under
[4475] 4:00:11	threat from other religions? No.
[4476] 4:00:15	I consider the biggest enemies uh enemy
[4477] 4:00:19	to Christianity to be within the church,
[4478] 4:00:21	not outside.
[4479] 4:00:24	Um I think
[4480] 4:00:26	um things such as
[4481] 4:00:30	um liberalism in the church, subjective
[4482] 4:00:34	ethics,
[4483] 4:00:36	um
[4484] 4:00:39	a pandering to the zeitgeist, to the
[4485] 4:00:40	culture. I think those are things that
[4486] 4:00:42	are much more deadly and toxic to the
[4487] 4:00:46	church than anything on the outside.
[4488] 4:00:49	Um,
[4489] 4:00:51	so
[4490] 4:00:53	I do think there's a lot of things that
[4491] 4:00:55	are a threat to the church, but most of
[4492] 4:00:57	them are um internal. Biblical
[4493] 4:01:00	ignorance, huge threat to the church.
[4494] 4:01:04	Huge threat. There's nothing that that
[4495] 4:01:06	threatens the uh Christian faith more
[4496] 4:01:10	than not understanding the Christian
[4497] 4:01:12	faith.
[4498] 4:01:16	So
[4499] 4:01:19	I don't see other religions as a as as a
[4500] 4:01:21	threat.
[4501] 4:01:23	Um I think I think other religions can
[4502] 4:01:26	cherrypick like basically for example um
[4503] 4:01:30	you know it's kind of like flies on an
[4504] 4:01:32	open wound. You know maggots don't eat
[4505] 4:01:35	living flesh. you know, let's say a a
[4506] 4:01:38	wound gets infected and you know, flies
[4507] 4:01:40	come in and maggots start eating it.
[4508] 4:01:44	Well, the maggots aren't eating the
[4509] 4:01:47	living flesh. They're eating the dead
[4510] 4:01:48	flesh.
[4511] 4:01:51	That's what's happening to the church.
[4512] 4:01:54	Religions are coming in and they're
[4513] 4:01:56	eating the dead Christians that are
[4514] 4:02:00	basically already lost in the church.
[4515] 4:02:04	So,
[4516] 4:02:07	um,
[4517] 4:02:09	so that's, um, that's really what's kind
[4518] 4:02:12	of been going on with the church is it's
[4519] 4:02:14	it's it's dying from within
[4520] 4:02:18	and basically the maggots are coming and
[4521] 4:02:21	eating the dead bits already. So,
[4522] 4:02:27	huh,
[4523] 4:02:28	cheerful thoughts. Yeah.
[4524] 4:02:31	Uh, mama asks, "Have you been enjoying
[4525] 4:02:35	have you been able to enjoy playing your
[4526] 4:02:37	guitar recently?" No, I haven't. Um,
[4527] 4:02:39	I've been doing a lot of of of fiction
[4528] 4:02:41	writing recently. Um,
[4529] 4:02:44	uh, last write last night I or this
[4530] 4:02:47	today I wrote 5,000 words on book four.
[4531] 4:02:51	So, um, I'm actually kind of anxious to
[4532] 4:02:54	get book four done so I can continue
[4533] 4:02:57	working on book five.
[4534] 4:02:59	Uh because I've got this story in my
[4535] 4:03:01	head and uh book four
[4536] 4:03:09	uh uh is almost done. Uh at least the
[4537] 4:03:12	rough draft. I've got right now it's up
[4538] 4:03:15	to 68,000 words. So I'm getting close to
[4539] 4:03:18	my 80,000 threshold.
[4540] 4:03:20	So
[4541] 4:03:22	um where the most high goes and I wrote
[4542] 4:03:24	500. Awesome.
[4543] 4:03:28	Uh, mama goes, "Dang, how many folks is
[4544] 4:03:30	that?" 15.
[4545] 4:03:32	15. Yeah, I wrote 15 folks today.
[4546] 4:03:42	Yeah. The uh the the count came to the
[4547] 4:03:46	total number of words I wrote today was
[4548] 4:03:48	fif 5,774,
[4549] 4:03:52	which is 15.04
[4550] 4:03:54	folks.
[4551] 4:04:00	So, um,
[4552] 4:04:03	so yeah, uh, I had an unusually
[4553] 4:04:05	productive day. Uh, I got some some
[4554] 4:04:08	characters in book four that I really
[4555] 4:04:09	liked. So, it was just like they kind of
[4556] 4:04:11	wrote themselves. Um, I'm looking
[4557] 4:04:13	forward to doing the rewrite on that
[4558] 4:04:15	book. uh because it's going to need a
[4559] 4:04:17	little more uh it's going to need a
[4560] 4:04:19	little more polish than I normally put
[4561] 4:04:21	into a book because of of um of the
[4562] 4:04:25	subject matter involved, but I'm looking
[4563] 4:04:28	forward to getting it done because I'm
[4564] 4:04:30	also already um 34,000 words into book
[4565] 4:04:35	five.
[4566] 4:04:38	So,
[4567] 4:04:40	so as I say, I've already got 68,000 for
[4568] 4:04:43	book four, 34,000 for book five. I'm
[4569] 4:04:47	already
[4570] 4:04:49	I'm I'm just chomping at the bit to get
[4571] 4:04:51	that done. So,
[4572] 4:04:55	um,
[4573] 4:04:57	so I want I want to still I want to
[4574] 4:04:59	strike while the iron's hot.
[4575] 4:05:01	Essentially, I've got the characters in
[4576] 4:05:02	my head. I've got them doing interesting
[4577] 4:05:04	things. I want to keep it going.
[4578] 4:05:08	Mama says, "This beta stands ready."
[4579] 4:05:11	Well, thank you. Uh, as soon as as soon
[4580] 4:05:13	as we um as soon as I get a good um a
[4581] 4:05:17	good draft past the alpha reader, uh
[4582] 4:05:20	I'll let you let you and the Discord
[4583] 4:05:22	know. Um so, u thank you very much.
[4584] 4:05:28	She goes, "Excited." Ooh. Ooh. I haven't
[4585] 4:05:31	come up even with a cover for that one
[4586] 4:05:33	yet.
[4587] 4:05:35	So, that should be interesting.
[4588] 4:05:40	Mama asks, "Could you put some aquarium
[4589] 4:05:42	pics of h of the happy shrimp on
[4590] 4:05:44	Discord?" Yeah, I think we can.
[4591] 4:05:48	>> Yeah, we just haven't gotten around to
[4592] 4:05:50	it.
[4593] 4:05:52	But yeah, they're they're nice happy
[4594] 4:05:54	shrimp.
[4595] 4:05:56	Oh, hell alpha reader.
[4596] 4:06:00	Yes, definitely. I will.
[4597] 4:06:03	>> You couldn't get a t-shirt made out of
[4598] 4:06:05	that?
[4599] 4:06:08	Okay, let's move on here.
[4600] 4:06:14	Uh, Rich Adam asks, "What's your opinion
[4601] 4:06:16	of liberation theology? I am noticing
[4602] 4:06:19	this teaching creeping into
[4603] 4:06:21	AfricanAmerican
[4604] 4:06:22	churches." Um,
[4605] 4:06:26	I think it is from the pits of hell.
[4606] 4:06:29	Here's the problem with liberation. uh
[4607] 4:06:31	theology it creates as its highest
[4608] 4:06:33	imperative liberation
[4609] 4:06:37	and mostly liberation from capitalism
[4610] 4:06:39	essentially. So it's basically a
[4611] 4:06:42	theologized version of of of Marxism.
[4612] 4:06:47	And the problem with it is it always
[4613] 4:06:49	results in smuggling guns,
[4614] 4:06:53	lots and lots of guns.
[4615] 4:06:57	So you're basically being you're you're
[4616] 4:07:00	basically setting countries free from
[4617] 4:07:03	the liberation of oppressive capitalist
[4618] 4:07:05	governments so they can explore the
[4619] 4:07:08	communist utopia. And to do that they
[4620] 4:07:11	need lots of guns because liberation is
[4621] 4:07:14	the highest ideal of the Christian
[4622] 4:07:16	faith.
[4623] 4:07:18	Christ.
[4624] 4:07:20	>> Whoa.
[4625] 4:07:21	>> The Israelites wanted him to liberate
[4626] 4:07:24	them from Romans. And
[4627] 4:07:27	>> yeah, liberation theology always results
[4628] 4:07:30	in guns.
[4629] 4:07:33	You know, I I I talked to this uh woman
[4630] 4:07:37	who was working with the Palestinians.
[4631] 4:07:39	Okay. She was working with the
[4632] 4:07:41	Palestinians in the um
[4633] 4:07:44	in the occupied territories. Um
[4634] 4:07:47	and
[4635] 4:07:49	you know representing the Midnight
[4636] 4:07:51	Church of all things
[4637] 4:07:54	and it's like you know she was she was
[4638] 4:07:56	kind of schleing for donations
[4639] 4:07:59	and you know it's like you know she
[4640] 4:08:01	started talking liberation theology and
[4641] 4:08:03	I was like okay I know where this is
[4642] 4:08:05	going. So you know what I asked her okay
[4643] 4:08:09	what do you use that money for you all
[4644] 4:08:11	that that what are you using it for?
[4645] 4:08:14	And she came out right out and said it
[4646] 4:08:17	like it was like it was plain as day.
[4647] 4:08:19	Oh, we provide them a means to defend
[4648] 4:08:22	themselves.
[4649] 4:08:27	What?
[4650] 4:08:29	Huh?
[4651] 4:08:33	You're buying them guns? You're
[4652] 4:08:36	smuggling guns into uh
[4653] 4:08:40	into into um
[4654] 4:08:43	East Jerusalem. Really?
[4655] 4:08:50	Wow.
[4656] 4:08:55	Oh, she had no problem with this.
[4657] 4:08:58	Said like it was it like like she was
[4658] 4:09:00	talking about the weather.
[4659] 4:09:03	Crazy.
[4660] 4:09:07	Absolutely crazy.
[4661] 4:09:13	Uh Harris Stark asks, "Uh, will David
[4662] 4:09:16	any of David's books be translated into
[4663] 4:09:18	other languages?" I doubt it. Um, the
[4664] 4:09:22	problem is that, um, doing a proper
[4665] 4:09:25	translation is expensive and, uh, we
[4666] 4:09:28	don't really sell enough to justify a
[4667] 4:09:30	translation. So, I don't think we'll be
[4668] 4:09:32	probably doing it in in any languages,
[4669] 4:09:35	but um also with translation
[4670] 4:09:38	technologies these days, it's sort of
[4671] 4:09:41	becoming less necessary, too. So,
[4672] 4:09:46	I don't know. I'd have to look at um I
[4673] 4:09:48	mean, I know that there's um uh certain
[4674] 4:09:51	forms of Google Translate that will
[4675] 4:09:52	actually just scan a document and just
[4676] 4:09:54	translate it on the fly. So,
[4677] 4:10:13	translated into binary. Translated into
[4678] 4:10:16	Nako 32.
[4679] 4:10:21	Translate it all into Nako 32. That'd be
[4680] 4:10:24	the great that'd be wonderful. Uh, in
[4681] 4:10:27	case you guys don't know, Nako 32 is now
[4682] 4:10:29	a fully fleshed conlang. So um
[4683] 4:10:35	hieroglyphic uh or glyphic um it's
[4684] 4:10:38	actually biliteral um naku 32.
[4685] 4:10:42	Fantastic.
[4686] 4:10:44	Oh, by the way, we do have Naku 32 in
[4687] 4:10:47	the uh
[4688] 4:10:51	in this book. We actually do have
[4689] 4:10:52	sections of it. See if I can show you
[4690] 4:10:55	portion of Naku 32.
[4691] 4:10:59	Oo.
[4692] 4:11:01	Nackco 32 right here
[4693] 4:11:06	up there. Real close.
[4694] 4:11:11	And if you're eagle-eyed enough, you
[4695] 4:11:12	probably saw a little bit of chapter
[4696] 4:11:14	nine there, too.
[4697] 4:11:18	Okay, moving on here.
[4698] 4:11:23	Harry Stark, how does David deal with
[4699] 4:11:24	mockers? He ignores them. He's got
[4700] 4:11:27	better things to do.
[4701] 4:11:29	Next question.
[4702] 4:11:35	Okay, next one here.
[4703] 4:11:39	Where is the Most High? Says interesting
[4704] 4:11:40	looking script. Well, thank you,
[4705] 4:11:44	Jack Ray. Ooh,
[4706] 4:11:46	secret knowledge.
[4707] 4:11:51	Well, we do have a gloss. We do have a a
[4708] 4:11:55	um in the back of the book there is a
[4709] 4:11:57	language guide to NACO 32. So if you
[4710] 4:12:01	want to take the time to actually go
[4711] 4:12:03	through that and and translate it,
[4712] 4:12:04	that's that's your Easter eggs. You
[4713] 4:12:06	know, um anything in those Nako 32
[4714] 4:12:09	languages are are not essential for
[4715] 4:12:12	reading the story, but if you just want
[4716] 4:12:14	that little extra, it's there.
[4717] 4:12:37	Uh, Harry Stark asks, "Has David ever
[4718] 4:12:39	done 2D animation?"
[4719] 4:12:41	Uh, no. I've never done 2D animation.
[4720] 4:12:44	Um, I have worked at an animation
[4721] 4:12:46	studio.
[4722] 4:12:49	Actually worked at several animation
[4723] 4:12:50	studios.
[4724] 4:12:59	Well, I guess I mean it's that's I don't
[4725] 4:13:01	Is that 2D animation in the game stuff?
[4726] 4:13:04	I mean it is there is some animation in
[4727] 4:13:06	there.
[4728] 4:13:07	>> Yeah
[4729] 4:13:09	animated.
[4730] 4:13:10	>> The eggs are 3D animated.
[4731] 4:13:14	Um
[4732] 4:13:14	>> like
[4733] 4:13:17	>> Yeah, the butterflies are 2D animation.
[4734] 4:13:19	Yeah, the dragons are 2D animated. Yeah,
[4735] 4:13:21	the bees.
[4736] 4:13:22	>> Bees.
[4737] 4:13:22	>> The bees are are 2D animated. Yeah.
[4738] 4:13:25	>> Yeah. little bits.
[4739] 4:13:27	>> A little I've done Yeah, I guess I guess
[4740] 4:13:28	I've done little bits of 2D animation.
[4741] 4:13:31	Um but um
[4742] 4:13:33	I haven't did a lot of them,
[4743] 4:13:34	>> but not like a no hour and a half.
[4744] 4:13:38	>> Yeah, I mean the closest I ever got to
[4745] 4:13:40	work I mean I worked for Disney so for a
[4746] 4:13:42	while. Um I also worked for um other
[4747] 4:13:46	animation studios too. So,
[4748] 4:13:52	okay. Next one here.
[4749] 4:13:58	Common work. Uh, common worker says,
[4750] 4:14:00	"You need a me make a memoir with all
[4751] 4:14:01	the trades you've been." Yeah. Again,
[4752] 4:14:03	nobody nobody would believe it. Nobody
[4753] 4:14:06	would believe it.
[4754] 4:14:09	So, that's why I don't do a memoir.
[4755] 4:14:15	I mean,
[4756] 4:14:17	the problem with a with a memoir is if
[4757] 4:14:20	you you almost have to dumb it down for
[4758] 4:14:23	people to believe it,
[4759] 4:14:27	you know.
[4760] 4:14:36	>> Yeah.
[4761] 4:14:40	Nintendo
[4762] 4:14:46	Gandalf the base here for $10. Thank you
[4763] 4:14:48	very much for the super chat. He says,
[4764] 4:14:50	"Decided to get my teacher
[4765] 4:14:51	certification." Oh, lovely. Awesome.
[4766] 4:14:55	Youth ministry isn't what I thought it
[4767] 4:14:57	was going to be. Uh, youth ministry can
[4768] 4:14:59	be hard. It could be really, really
[4769] 4:15:02	hard. Um, he says, "I'm 28 and changing
[4770] 4:15:05	my career again. hard not to feel like a
[4771] 4:15:08	failure, but I'm uh finally on the right
[4772] 4:15:10	path. I'm glad to hear you're on the
[4773] 4:15:12	right path. Um I'll say this, youth
[4774] 4:15:16	ministry
[4775] 4:15:18	is exceptionally difficult. Um only a
[4776] 4:15:21	handful of people can make it a lifetime
[4777] 4:15:23	career. I have known a few youth pastors
[4778] 4:15:27	that that was their call. That was the
[4779] 4:15:29	call to ministry and they've done it
[4780] 4:15:32	they did it into their 50s and 60s.
[4781] 4:15:34	Okay. I' I've known a few of them, but
[4782] 4:15:37	it's ex it's rare it's rare that you
[4783] 4:15:42	find certain denominations treat youth
[4784] 4:15:46	ministers better than others, too. Um, I
[4785] 4:15:49	did notice like for example, the
[4786] 4:15:51	covenant denomination
[4787] 4:15:53	has
[4788] 4:15:55	uh full youth ministers that are
[4789] 4:15:58	ordained and properly compensated.
[4790] 4:16:02	Okay,
[4791] 4:16:02	>> that's a big
[4792] 4:16:03	>> that's a big one. the proper
[4793] 4:16:05	compensation,
[4794] 4:16:06	you know, and when I talk about proper
[4795] 4:16:08	compensation, I mean you can raise a
[4796] 4:16:10	family on it. You can pay for a home,
[4797] 4:16:13	you can raise a family, etc. So, yeah.
[4798] 4:16:19	So, youth ministry is exceptionally
[4799] 4:16:21	difficult and it does not get a lot of
[4800] 4:16:25	support at the denominational level. So,
[4801] 4:16:27	>> yeah, that's right. People are making
[4802] 4:16:32	their adult
[4803] 4:16:35	Yeah,
[4804] 4:16:36	>> it's one of the most
[4805] 4:16:38	>> it's a very very important ministry.
[4806] 4:16:41	Really really important.
[4807] 4:16:44	And it's it's often left to some gloomba
[4808] 4:16:47	that that that really is no better than
[4809] 4:16:50	a youth himself.
[4810] 4:16:51	>> It is
[4811] 4:16:52	>> irresponsible.
[4812] 4:16:53	>> His sole qualification.
[4813] 4:16:56	>> Yeah. His sole qualification is he plays
[4814] 4:16:58	the guitar.
[4815] 4:17:01	Gandalf the base says the Southern
[4816] 4:17:03	Baptist Convention destroys youth
[4817] 4:17:05	ministry. Yeah, they they do. A
[4818] 4:17:08	full-time jobs for 30K a year. Yeah.
[4819] 4:17:10	Yeah, that's not that's not good.
[4820] 4:17:23	Mama says, "Do we need to be prepared
[4821] 4:17:25	for your lore disclosures?"
[4822] 4:17:30	probably.
[4823] 4:17:34	>> Chad Lennox says, "You worked for
[4824] 4:17:35	Disney?" Yeah, I did.
[4825] 4:17:38	I worked for a lot of places.
[4826] 4:17:45	>> Yeah.
[4827] 4:17:48	Use guitar
[4828] 4:17:53	use guitar salesman requisite
[4829] 4:17:56	probably.
[4830] 4:17:59	Yeah, probably.
[4831] 4:18:04	Mama says, "We have several parents in
[4832] 4:18:06	our church that do it together for our
[4833] 4:18:08	little church and they are passionate
[4834] 4:18:10	and dedicated." And that's that's
[4835] 4:18:12	fantastic. That's fantastic. Um, but if
[4836] 4:18:15	one if you do go for a youth actual
[4837] 4:18:17	youth minister, first of all, make sure
[4838] 4:18:20	they hire a minister. Like don't just
[4839] 4:18:22	pick some gloomba that that sort of got
[4840] 4:18:26	too old to stay in grade 12. Um
[4841] 4:18:31	>> don't choose someone who
[4842] 4:18:34	>> Yeah. Yeah.
[4843] 4:18:36	>> extend his childhood. Yeah. We don't you
[4844] 4:18:38	don't want somebody who who wants to
[4845] 4:18:40	extend his teenage years by by being uh
[4846] 4:18:44	>> a perpetual teenager. You know, that's
[4847] 4:18:46	not a good good role model for a youth
[4848] 4:18:49	minister. Um, you do want somebody who
[4849] 4:18:52	actually is an adult,
[4850] 4:18:55	mature adult.
[4851] 4:18:58	Now, it doesn't have to be old
[4852] 4:18:59	necessarily, but mature,
[4853] 4:19:03	spiritually mature, emotionally mature.
[4854] 4:19:10	You know, you don't want some guy, you
[4855] 4:19:12	don't want some some 19year-old
[4856] 4:19:17	who's flirt going to flirt with the the
[4857] 4:19:19	13-year-old girls. Come on.
[4858] 4:19:24	That's
[4859] 4:19:27	yikes.
[4860] 4:19:29	And and and and you know, make sure
[4861] 4:19:33	they're they're ordained
[4862] 4:19:35	and
[4863] 4:19:37	make sure that they they haven't been
[4864] 4:19:38	just
[4865] 4:19:40	throwing out the last church,
[4866] 4:19:46	you know, um because you know there's
[4867] 4:19:48	there's there they're there they're
[4868] 4:19:49	there's some youth pastors that have
[4869] 4:19:52	been going from church to church to
[4870] 4:19:53	church.
[4871] 4:19:57	>> Yeah. Yeah. There's a reason. Yeah.
[4872] 4:20:02	You know that guy that I write about in
[4873] 4:20:05	All the Stars as Angels
[4874] 4:20:08	that was based on a on a youth minister.
[4875] 4:20:14	Um
[4876] 4:20:16	you know that youth minister managed to
[4877] 4:20:18	um
[4878] 4:20:21	get it on with 50 out of the 150 women
[4879] 4:20:27	in the congregation.
[4880] 4:20:31	Old women, young women, didn't matter.
[4881] 4:20:33	>> Mothers,
[4882] 4:20:34	>> mothers and daughters.
[4883] 4:20:39	Yeah.
[4884] 4:20:42	Yeah. They destroyed He just that he he
[4885] 4:20:44	destroyed that church.
[4886] 4:20:47	He destroyed that church.
[4887] 4:20:51	And the worst part was the senior pastor
[4888] 4:20:54	had no idea what was happening in his
[4889] 4:20:56	congregation.
[4890] 4:20:58	No idea.
[4891] 4:21:01	He was just as surprised as the men.
[4892] 4:21:05	But at the same time too, that senior
[4893] 4:21:08	pastor made it possible.
[4894] 4:21:11	He made it possible by um telling people
[4895] 4:21:14	in his church not to interact with
[4896] 4:21:17	people outside the church.
[4897] 4:21:20	So he made it possible for that to
[4898] 4:21:22	happen.
[4899] 4:21:33	Uh, mama says, "I wonder kept wondering
[4900] 4:21:36	why an old church of mine couldn't keep
[4901] 4:21:38	an associate pastor. Turns out the head
[4902] 4:21:40	pastor had anger management issues he
[4903] 4:21:42	refused to correct. I've seen that, too.
[4904] 4:21:46	There's a certain Bible seminary where
[4905] 4:21:49	that's a problem.
[4906] 4:21:53	Um, I believe it's somewhere near Katy,
[4907] 4:21:56	Texas.
[4908] 4:22:06	>> Because
[4909] 4:22:12	the base says youth ministers also have
[4910] 4:22:13	a high turnover rate due to their plates
[4911] 4:22:15	being overfilled. They become the IT
[4912] 4:22:17	guy, the janitor, etc. and no support.
[4913] 4:22:19	Yeah. Yeah. Yeah, they become they
[4914] 4:22:21	become the the
[4915] 4:22:24	um
[4916] 4:22:26	uh the shabas They become the
[4917] 4:22:28	shabas for the for the church.
[4918] 4:22:31	So
[4919] 4:22:43	>> yeah. Uh Gandal the base says you also
[4920] 4:22:45	have jealous pastors where the church
[4921] 4:22:47	isn't growing but the youth ministry is.
[4922] 4:22:49	Yeah. Yeah, you get you get youth
[4923] 4:22:51	ministry is fraught with with problems.
[4924] 4:22:54	It's fraught with um difficulties. It's
[4925] 4:22:57	a hard gig and I applaud anyone who does
[4926] 4:23:00	it um well.
[4927] 4:23:04	Okay.
[4928] 4:23:07	So, uh let's move on here.
[4929] 4:23:14	Jack Ray goes, "Katie, Texas literally
[4930] 4:23:16	has the Bible city." Ah, that's a name.
[4931] 4:23:29	Next one here.
[4932] 4:23:33	>> Big shout out all you
[4933] 4:23:52	Warrior of the Most High says, "How many
[4934] 4:23:53	books should someone publish in order to
[4935] 4:23:55	make a living off of it?" I'll let you
[4936] 4:23:57	know when I find out.
[4937] 4:24:03	Uh, it's getting harder. It's getting
[4938] 4:24:06	harder to earn a living off of books. Um
[4939] 4:24:10	the Amazon the Amazon um and Amazon's
[4940] 4:24:13	not making this easier really.
[4941] 4:24:16	Uh
[4942] 4:24:18	how do I say this? Um I mean first of
[4943] 4:24:20	all with their taking their bigger cut
[4944] 4:24:23	of the um
[4945] 4:24:27	of the pie
[4946] 4:24:29	um
[4947] 4:24:32	like um
[4948] 4:24:35	well I mean we're we're planning on um
[4949] 4:24:38	you know Mrs. Producer and I are
[4950] 4:24:40	planning on doing a local science
[4951] 4:24:42	fiction event in July. We're going to be
[4952] 4:24:45	selling our books. We're going to get a
[4953] 4:24:47	lot more out of it
[4954] 4:24:50	than if we sold them off of Amazon.
[4955] 4:24:54	Like, this is the difference.
[4956] 4:24:56	If we sell them on Amazon, we get about
[4957] 4:24:59	two bucks per book.
[4958] 4:25:03	um
[4959] 4:25:05	selling them myself, having them shipped
[4960] 4:25:07	to Canada,
[4961] 4:25:09	shipping them in Canada, even with the
[4962] 4:25:12	cost of shipping, shipping them in
[4963] 4:25:13	Canada,
[4964] 4:25:15	selling them at a 23% discount,
[4965] 4:25:20	I still make $9,
[4966] 4:25:24	$7 more than I would make off of Amazon.
[4967] 4:25:31	Uh
[4968] 4:25:35	yeah. So
[4969] 4:25:38	um
[4970] 4:25:41	really hard to make money off of of of
[4971] 4:25:43	publishing right now.
[4972] 4:25:47	>> Yeah. So to make 50,000 a year, you
