[0] 0:00	e
[1859] 3:36:43	when they talk about the Exodus you know they're going into Herodotus for for their their their
[1860] 3:36:50	knowledge of Egypt okay that's kind of that's hinky okay if you got to go to
[1861] 3:36:56	Herodotus for for your concept of of all things Egypt um yeah you got some issues
[1862] 3:37:04	okay you need to sort of update your scholarship just a little here so
[1863] 3:37:11	um my favorite my go-to my go-to commentary on the book of Exodus and I
[1864] 3:37:16	don't have any specific recommendations uh for a old General Old Testament commentary I don't like General Old
[1865] 3:37:22	Testament commentaries I do like however I mean I tend to go on a caseby casee
[1866] 3:37:29	basis for my commentaries so I don't even recommend a single
[1867] 3:37:35	series but I go on book based commentaries um Sara is is who I is my
[1868] 3:37:43	go-to my my first go-to so if there's something that I'm going to need to look up in the book of Exodus
[1869] 3:37:49	I will go to Sara first and then I'll go to other commentaries
[1870] 3:37:55	after um if you did have to pick a a a series of
[1871] 3:38:01	commentaries um the night cot series isn't bad I like the hermana one too but
[1872] 3:38:07	it's it tends to be more liberal um but but son is my go-to S is
[1873] 3:38:14	my go-to I think that's the JPS Taurus uh Commentary series
[1874] 3:38:21	so so that's who that's that's who I recommend
[1875] 3:38:28	okay uh followers of the shipper for $2 thank you very much uh for the Super Chat looking into
[1876] 3:38:36	buying a new computer any advice yeah uh build it yourself don't get a don't buy one off
[1877] 3:38:43	the shelf okay go to someplace like new egg and buy the
[1878] 3:38:49	parts building a computer isn't hard it's like Lego blocks it's really easy to build a
[1879] 3:38:57	computer um I do like AMD components a big fan of AMD
[1880] 3:39:03	components uh the computer I'm running on right now is an a ryzen
[1881] 3:39:08	7 okay so um uh so I like I like uh AMD
[1882] 3:39:15	if I was to upgrade this I'd probably go with a thread Ripper so um because those things are
[1883] 3:39:21	those things are sweet those things are really sweet um I also say too buy as much RAM
[1884] 3:39:28	as you can afford um you know you can probably go a
[1885] 3:39:33	little excessive on the ram but uh even today I think you need if you're going
[1886] 3:39:39	to do a depends on what you want to use it for too okay um
[1887] 3:39:48	if if you want to have a real Powerful Beast then um yeah go max out your
[1888] 3:39:55	board you know um my the one I'm running here I got 64 gigs it's not it meets all
[1889] 3:40:02	my needs it meets all my needs
[1890] 3:40:07	um I would spend um there there's a couple things you really I think want to spend on the
[1891] 3:40:14	motherboard not so much is not I wouldn't put I wouldn't put a lot of money into the case or the motherboard I
[1892] 3:40:20	would get a case that works atate um even the power supply as long as the
[1893] 3:40:27	power supply is is is a good power supply uh you should be able it should be fairly
[1894] 3:40:32	affordable the graphics card um they're getting some very affordable graphics
[1895] 3:40:39	cards these days uh with um um say uh
[1896] 3:40:45	the uh crypto mining uh craze over for the most
[1897] 3:40:51	part um dosman GPU CPU memory and and SSD
[1898] 3:41:00	um that's SSD yeah okay um for the boot device yes I'd get an
[1899] 3:41:07	SSD as a dedicated boot device that's that's ask uh for storage longer term
[1900] 3:41:14	storage I still go with um with uh platter drives okay mechanical
[1901] 3:41:22	drives um I have on my system here I have an SSD for the boot
[1902] 3:41:28	device and then I've got two um two
[1903] 3:41:34	platter drives for the um um for for the storage for the on
[1904] 3:41:43	onboard storage uh and uh I have them in um a raid
[1905] 3:41:51	configuration so I like having that raid
[1906] 3:42:00	configuration so and I think I've got two terabytes of of local storage here
[1907] 3:42:06	anything really big for storage I'm going to put on on the um on my RAID
[1908] 3:42:11	device anyway on my uh um called now uh network of race towards my Nas okay so
[1909] 3:42:18	anything if I if I have really a lot of stuff I put that on the Nas and I like having the nas so having the nas has has
[1910] 3:42:27	in some ways um lessened my need for storage on the
[1911] 3:42:33	computer uh because I if I if I offload the big stuff onto the nas that's
[1912] 3:42:38	fantastic it's redundant it's well um it's safer
[1913] 3:42:49	uh bubble machine as an artist and a gamer I need a lot of storage no clue how much
[1914] 3:42:54	though um well as as an artist in a gamer
[1915] 3:43:00	what's really going to matter to you is going to be CPU the graphics card and
[1916] 3:43:05	the ram that's what you're going to really need you're not going to need so much storage um as you might think
[1917] 3:43:12	unless you're doing a lot of photography it photographers go through crazy amount of
[1918] 3:43:19	storage uh so you got to keep that in mind too uh photographers go through just an incredible amount of storage uh
[1919] 3:43:26	this is one of the reasons why um nases are so commonly used by
[1920] 3:43:33	photographers because you need large amounts of cheap
[1921] 3:43:39	storage um developers don't need so much and it even computer artists don't
[1922] 3:43:46	usually need so much um you know for for most of your needs a
[1923] 3:43:52	a good 8 10 Terra Drive will probably suffice for a
[1924] 3:44:05	developer uh bubble machine says I take a lot of screenshots in games and to report bugs and make memories uh and
[1925] 3:44:11	such yeah but again um it's it's
[1926] 3:44:17	it's um maybe you might need it I don't
[1927] 3:44:28	know okay so that's my recommendation for a
[1928] 3:44:35	computer um get a good graphics card though good graphics cards are are are a
[1929] 3:44:42	godsend are critical yeah they're critical um an AMD or an Nvidia would be
[1930] 3:44:51	fine for that too
[1931] 3:44:56	though uh by the way I do use an Nvidia card on my desktop so I have an Nvidia
[1932] 3:45:02	card I don't I have an old one though I mean I I think I'm using a TI
[1933] 3:45:08	960 I think I think that's my yes on the old side now it's it's getting long in
[1934] 3:45:13	the tooth it's getting very long in the tooth I should probably upgrade it at some
[1935] 3:45:18	point all I want to thank Jack Ray for 10 uh Egypt in the Bible memberships thank you so very much we really
[1936] 3:45:24	appreciate
[1937] 3:45:36	it okay next one here's from Jack Ray for $5 thank you for the Super Chat uh
[1938] 3:45:41	sponsoring a question from uh uh uh runi Phoenix are the ages in Genesis 1 to1 to
[1939] 3:45:50	be understood literally or symbolically did they really live that long neither I'll go this uh neither
[1940] 3:45:57	it's neither literal nor symbolic um they represent the lifespans
[1941] 3:46:03	of Clans and I hold to the clan interpretation on this one so I don't
[1942] 3:46:09	think they're symbolic cuz any attempt to show them as symbol has just been a complete object
[1943] 3:46:16	failure I mean there's no way of you can you can get a symbolic interpretation out of those ages as much as people have
[1944] 3:46:23	tried and people have tried oh boy they've tried uh Kenton Sparks tried and it was
[1945] 3:46:29	a disaster
[1946] 3:46:35	um um and to understand them literally also comes with huge problems
[1947] 3:46:42	such as we don't find here's the thing those ages are taking
[1948] 3:46:49	place at a time that is recorded in the archaeological
[1949] 3:46:54	record okay so like for example uh Abraham is alive in the uh in the 18th
[1950] 3:47:03	century you know he's he's he's he's alive in the Bronze Age we got lots and
[1951] 3:47:10	lots of skeletal remains from the from the Bronze Age there's no evidence of of
[1952] 3:47:16	extended long life now people sometimes will argue
[1953] 3:47:21	well that's because just Abraham lived that long okay well then you're starting
[1954] 3:47:28	to get into special pleading and if you have to special plead an
[1955] 3:47:34	argument you're you don't have a good basis for an argument so I wouldn't take those
[1956] 3:47:41	literally either so they're not symbolic they're not literal they're based upon the
[1957] 3:47:48	longevity of a clan and you know it's not uncommon for Clans to hang around
[1958] 3:47:55	for a thousand years very very typical
[1959] 3:48:02	so oh yeah yeah Clan McDonald sent us a thank you when our did when we did our
[1960] 3:48:07	video on Clans uh because uh we mentioned Clan McDonald having been around for over 900
[1961] 3:48:13	years
[1962] 3:48:21	so no no um BC says Abraham was only 130 though no he was older than that older
[1963] 3:48:27	than that U let's I think it was 1070 was was what was corrected earlier in
[1964] 3:48:33	the Stream let's see how let's see what the text says um
[1965] 3:48:57	see uh all the years of Abraham's life was 175 okay so there you
[1966] 3:49:04	go so he lived to 175
[1967] 3:49:11	so no not he's not going to make it to you know it we don't find people of that
[1968] 3:49:17	you know period that lived to 175
[1969] 3:49:27	so yeah they're making it to 120 now but um we have a little bit of an advantage
[1970] 3:49:34	we have a lot of medicine so our lifespans are getting longer in that respect but we're still a
[1971] 3:49:42	long ways off from 900
[1972] 3:49:49	so I think it's more much more likely here that we're dealing with a clan interpretation um essentially basically
[1973] 3:49:56	you have a progenitor that basically carries on the family name you got a progenitor and then you got Clan Chiefs
[1974] 3:50:05	and the clan Chiefs are carrying on the family name as such so that's what I think is going on
[1975] 3:50:10	here it's it's it's it's not literal it's not symbolic but it's it's something
[1976] 3:50:17	else um it could be that long though it could be that long and a clan because as
[1977] 3:50:22	I say a clan can live an incredibly exists for incredibly long time so that could be the number itself could be
[1978] 3:50:29	literal okay but the understanding the literal understanding that it's one person living that life can't is is
[1979] 3:50:37	probably unlikely okay let's go to the next Super
[1980] 3:50:42	Chat here ass and Weir uh for $499 stirring up trouble
[1981] 3:50:50	here and I'm not going to read this one because I don't believe it
[1982] 3:50:56	okay I'm just gonna thank him for this for this this piece of trouble that
[1983] 3:51:01	keeps laying at my doorstep thank you
[1984] 3:51:12	Addison uh dosman I can't do the I still use my beige IBM model m keyboard still
[1985] 3:51:18	oh I love those keyboards oh I love the IBM modelm
[1986] 3:51:23	keyboard my producer won't let me have one she won't let me have a mechanical
[1987] 3:51:32	keyboard and I can understand I I I get it uh those things are loud okay they
[1988] 3:51:37	are the clacky Clack oh I love it oh oh the model M was just absolutely
[1989] 3:51:44	beautiful keyboard there's the the keystroke was just perfect um the other
[1990] 3:51:49	one I really liked was the personal system 2 keyboard 2 the personal system 2 keyboards were based upon the model M
[1991] 3:51:58	technology they were better they were better than the model M but uh yeah oh
[1992] 3:52:04	my gosh those were yeah I've got um right now I use a Corsair
[1993] 3:52:09	myself um that's uh that's not a mechanical
[1994] 3:52:15	um and it's it's a it's a it's a membrane keyboard but uh but it's uh
[1995] 3:52:21	it's silent it does the job it's got at least it's got the same um tactile feel as a mechanical but it's
[1996] 3:52:30	got the same tactile it doesn't have that that click that that trigger click that you get on the
[1997] 3:52:36	um um uh interesting okay Jack R says dude
[1998] 3:52:43	linear mechanic silent keys are great for arthritis in the fingers
[1999] 3:52:49	okay um I haven't seen many though that have those
[2000] 3:52:54	so but uh I'll be on the lookout for
[2001] 3:53:04	them but yeah I do like the mechanical keyboards but I would never use one at
[2002] 3:53:11	home okay let's see next Super chat here got to get through them quickly here cuz
[2003] 3:53:17	we are out of
[2004] 3:53:33	time next one here is
[2005] 3:53:43	936 okay Aaron Richard for $5 thank you for the Super Chat what is the outline
[2006] 3:53:48	you use to create a sermon the text yep that's my outline for the
[2007] 3:53:54	sermon I use the text I use the structure of the text to
[2008] 3:53:59	create the outline so basically what I do is I start with the text take the
[2009] 3:54:06	paropy and this is just a selection of the text find out what the key points of the text are make the outline out of
[2010] 3:54:13	those real simple and you're you're also then following the structure of the text
[2011] 3:54:18	to do this so that's all part and partiel to expository preaching okay
[2012] 3:54:27	so it's yeah don't have any specific outline other than what the text
[2013] 3:54:33	does all right so I hope that helps thank you for the Super
[2014] 3:54:40	Chat yeah oh yeah oh absolutely the better
[2015] 3:54:45	you the better you get at doing those those outlines of the structure of the
[2016] 3:54:51	text the better you get at expository uh preaching you really it really helps it
[2017] 3:54:57	really really helps okay so next Super Chat here is
[2018] 3:55:04	from Aaron Richard for $10 thank you for the Super Chat it it's often said modern medicine
[2019] 3:55:10	is not good for you okay
[2020] 3:55:16	some maybe isn't but modern medicine has saved a lot of
[2021] 3:55:21	lives how would you compare how modern medicine kept people
[2022] 3:55:26	alive versus how the ancient near East and also could you sign my copy of your
[2023] 3:55:33	book at ETS absolutely more than happy to sign your book at ETS uh and I'll even doodle in
[2024] 3:55:42	it i' I've started doing that too where I not just sign it I actually doodle in [Laughter]
[2025] 3:55:54	it um how did modern medicine keep people alive versus how ancient e East
[2026] 3:56:01	uh ancient e East Medicine Bronze Age medicine was not good dude not good man not
[2027] 3:56:09	good it got some things right okay it did get some things right
[2028] 3:56:14	but it also got a lot wrong and a lot of people still died uh from their medicine uh yeah not
[2029] 3:56:23	not great not great I'll take modern medicine any day of the week over the ancient near
[2030] 3:56:34	East so uh hope that answers your question thank you very much uh for the Super Chat very much
[2031] 3:56:41	appreciate at Ministries can't wait for Dr f ser and building for
[2032] 3:56:51	dummies yeah well
[2033] 3:57:00	maybe all right uh next one here is from Mr warlight for $5 thank you for the Super Chat what are your thoughts on
[2034] 3:57:07	Jesus of the talmood well they weren't exactly friendly to Jesus so I wouldn't Place much much stock in it do you think
[2035] 3:57:16	yeshu Ben panta was closer to the original Jesus than uh Ben Joseph Jesus
[2036] 3:57:23	Ben Joseph the Nazarene no no definitely
[2037] 3:57:29	not uh that's that's a that's a complete myth you know that that whole Ben panta
[2038] 3:57:34	thing is just a myth that was circulated a hundred years 100 200 years after the
[2039] 3:57:41	uh crucifixion of Christ to slander them essentially so yeah it's um you're not going to get
[2040] 3:57:47	much out of the talmud uh regarding the life of Jesus other than a bit of slander that's that's basically
[2041] 3:57:53	it so yeah propaganda yeah that's uh Emily says
[2042] 3:58:01	that so yeah it's essentially it's essentially um Rabbi propaganda so yeah
[2043] 3:58:08	you can't take it for and you really can't take the talmud for much to be honest uh it'll give you a few legal
[2044] 3:58:15	practices here and there that are worth you know you know reading but a lot of the I mean you get uh contradiction in
[2045] 3:58:22	the talmood you get myth you get a lot of hearsay it's not a great source it's
[2046] 3:58:29	just not a great
[2047] 3:58:34	source okay next one here is from Jonathan Walker for $10 thank you for
[2048] 3:58:40	the Super Chat uh sponsoring Christian Mau question
[2049] 3:58:46	awesome the biblical authors are given dubious Origins to rival ethnic
[2050] 3:58:53	groups uh shouldn't that put the story's historicity in question regarding the moabites and ammonites earlier yes
[2051] 3:59:01	absolutely uh uh we do we we shouldn't take it at
[2052] 3:59:06	face value we shouldn't take it at face value but there could be something to it as well we just don't know we don't have
[2053] 3:59:13	the evidence one way or the other so because we don't have the evidence one way or the other um you know we at that
[2054] 3:59:21	point got to be more dependent on um
[2055] 3:59:28	on on what's likely and are we having are we you
[2056] 3:59:35	resorting to just one interpretive meaning here or are there other interpretations that are
[2057] 3:59:40	possible so uh
[2058] 3:59:46	Bas yeah and you mostely yeah you base this on as much evidence as you have
[2059] 3:59:54	available so uh sometimes you're going to get a lot of evidence for something some
[2060] 4:00:00	historicity question sometimes you're not as far as the origin of the mount bites and the anit we don't have a lot
[2061] 4:00:07	of historicity we don't have their origin stories we don't have the origin stories
[2062] 4:00:13	for the moobit the um ammonites the um the um you know any of
[2063] 4:00:22	those guys so we're we're we're dealing in those particular cases I mean we kind of
[2064] 4:00:29	figure that the came from the shasu but we don't know what their
[2065] 4:00:35	origin story is we have no idea what their origin story is it might be something like this but until we get
[2066] 4:00:42	that text to say we're running on an absence of
[2067] 4:00:47	evidence so that doesn't necessarily put the the the the narrative in
[2068] 4:00:53	doubt but it doesn't support the narrative either absence of evidence is just that
[2069] 4:00:59	absence of evidence we don't have the evidence you don't have the evidence for it or against
[2070] 4:01:05	it so so it's one of those things where you know again just because of and again it
[2071] 4:01:13	comes back to the ethnography question it comes back to the ethnography question why are they they making this
[2072] 4:01:21	assignment okay it's could be perfectly valid as an ethnographic
[2073] 4:01:28	question even if it isn't according well we would we would here's the thing we in
[2074] 4:01:33	the west tend to view these things in sort of black and white terms we're we're crippled by our
[2075] 4:01:41	Western understanding of these things okay we we want to say we want to say it's either true or
[2076] 4:01:49	false well that's a false dichotomy when you
[2077] 4:01:54	deal with historical questions it could be true in one way that's not true in another
[2078] 4:02:00	way because there's various ways of looking at this so in the case of say the dubious
[2079] 4:02:08	origin stories um they can be true in one way and not true in another
[2080] 4:02:14	you know they they may not be exact lines of descent but there may also
[2081] 4:02:21	be um ethnographically true it might be their way of receiving history and
[2082] 4:02:29	understanding in this wider context so uh I want to be very careful here not
[2083] 4:02:37	to go too far and say oh it's all true or it's all false you know that's that's
[2084] 4:02:42	not a good way of reading the text so anyway I hope that helps thank
[2085] 4:02:50	you very much for the Super Chat very much appreciate oh dosman an Apple 2 with
[2086] 4:02:56	Ultima 4 a is a heck of a first gaming experience my first gaming experience
[2087] 4:03:03	was with ultimate 3 Ultimate 3 ironically Exodus um is
[2088] 4:03:09	that uh ironic my first gaming experience is Ultimate 3 Exodus [Laughter]
[2089] 4:03:21	that can't be a [Laughter]
[2090] 4:03:32	coincidence I had a friend who had a pong machine but I mean I didn't play it
[2091] 4:03:38	much Jonathan Walker your future was set in stone that day yeah
[2092] 4:03:54	probably dosman Exodus I don't think I beat that one it was good I liked Exodus
[2093] 4:03:59	um uh ultimate 3 yeah was really
[2094] 4:04:06	good uh 180 mines and things have never been the same since Dr Fulk
[2095] 4:04:12	[Laughter]
[2096] 4:04:19	yeah um uh I did I did love I did love Exodus
[2097] 4:04:27	ultimate 3
[2098] 4:04:32	okay um I I played I think I played um I played Ultima 3 two Ultima 9 and the two
[2099] 4:04:40	Ultima underworlds so I was a big Ultima fan when I was uh when I was in um High
[2100] 4:04:46	School big timate
[2101] 4:04:51	fan and I played it on a PC all right uh next Super Chat here is
[2102] 4:04:58	from Paul from 1999 thank you for the Super Chat which group of Asian aliens do you
[2103] 4:05:04	think built the pyramids just kidding answer one of the
[2104] 4:05:10	regular questions okay do we have a uh non Super
[2105] 4:05:29	Chat what's
[2106] 4:05:39	this uh 8 what or 9:15 98
[2107] 4:05:46	9918 okay
[2108] 4:05:53	918 okay I see it all right here we go did the Ancients have fish tanks like
[2109] 4:05:58	for pet keeping the answer is no they didn't uh the invention of the fish tank
[2110] 4:06:04	is not going to happen until essentially glass Pains of glass become
[2111] 4:06:11	common now you start getting glass panes in um the
[2112] 4:06:18	Renaissance period so that's when glass making technology gets to that
[2113] 4:06:23	point um the Romans technically had some glass so did the Egyptians but it wasn't
[2114] 4:06:29	suitable for fish tanks they didn't make it in large enough sizes for fish tanks and they
[2115] 4:06:36	also didn't have a lot of small breeds of fish either uh they did have
[2116] 4:06:41	pawns which like uh they would like Egyptians would keep like Nile tilapia
[2117] 4:06:47	in but um they didn't have they didn't have a lot of um they didn't have pets
[2118] 4:06:55	not that kind of pet um so ancients you're going to get
[2119] 4:07:01	the first fish tanks around the 17th century that's when you're starting to see the first fish tanks actually been
[2120] 4:07:07	made and they were made with um using um glass um glass panes with uh brass
[2121] 4:07:18	um um brass and and and cement to hold it all
[2122] 4:07:25	together so that's where you're going to get the first fish
[2123] 4:07:31	tanks um so
[2124] 4:07:37	um yeah the fish keeping wasn't a thing not not until very recently
[2125] 4:07:44	now it's awesome yeah yeah it's awesome although saltwater fish keeping can be a real
[2126] 4:07:51	pain if you don't have the right equipment and so it's
[2127] 4:07:58	expensive oh yeah oh yeah you you can't you you cannot contain a you cannot make
[2128] 4:08:03	a self-contained ecologically perfect system in a saltwater ttin it's a oh
[2129] 4:08:09	it's a pain in the butt yeah yeah anyone who thinks that you can make a
[2130] 4:08:15	self-contained uh ecologically balanced uh yeah you know oh yeah Mr 5000 oh yeah
[2131] 4:08:25	that was that was was it 5,000 or 4,000 I can't remember yeah uh this is a guy
[2132] 4:08:31	who built a massive a massive fish tank in his basement on 5,000 gallon fish
[2133] 4:08:39	tank in his basement and
[2134] 4:08:45	uh he used to have to get into scuba gear to clean it well what happened was
[2135] 4:08:51	the humidity of the fish tank caused the um caused the foundation
[2136] 4:08:58	of his house to be destroyed one very expensive fish
[2137] 4:09:06	tank o o yeah I'm I'm not not sure his marriage
[2138] 4:09:14	survived that um it it did not survive that
[2139] 4:09:21	actually so he lost his is his wife he lost his house uh yeah over over a fish
[2140] 4:09:29	tank um the people who seem to be happiest with fish tanks are those who turn them
[2141] 4:09:34	into terrariums really um and you could make some wonderful terrariums with a large fish
[2142] 4:09:41	tank but those are the people who seem to be Happ are the ones that that turn them into to
[2143] 4:09:46	terrariums um cuz you can you can do all sorts of cool stuff with terrariums that
[2144] 4:09:52	you really can't do with a fish tank and they're lower maintenance they're easier
[2145] 4:09:57	to to keep clean um I had I had a reef tank I had a
[2146] 4:10:02	50-gallon reef tank and it was just a pain in the butt it was constant maintenance constant restarting the
[2147] 4:10:10	siphons it was just awful awful as soon as I turned it into a terrarium
[2148] 4:10:15	a lot happier and I had at one point in that
[2149] 4:10:21	terrarium 50 species of carnivorous plants that was so cool that was cooler
[2150] 4:10:27	than the fish tank they have all these species of carnivorous plants in it yeah
[2151] 4:10:32	that was so awesome I'd love to do that again that I would do it again in a heartbeat because
[2152] 4:10:38	that was just it was awesome it looked beautiful except this time what I would do differently is I would actually make
[2153] 4:10:46	it a full like um terrarium you know with with moss and all that and the fake
[2154] 4:10:53	um stone walls and all that yeah have a little stream dribble down into it it
[2155] 4:10:58	was still awesome oh
[2156] 4:11:05	yeah yeah those those those large
[2157] 4:11:11	[Laughter] yeah the we had we had some really really
[2158] 4:11:18	spectacular uh carnivorous plants uh really spectacular
[2159] 4:11:26	so uh 18 Ministries what's the difference between a terrarium and a fish tank how you use it
[2160] 4:11:33	essentially um they're both you're both using for a terrarium and a fish tank a fish tank okay but in a fish tank you
[2161] 4:11:42	keep fish you keep fish
[2162] 4:11:47	generally um or aquatic animals of some kind in a terarium a terrarium you don't
[2163] 4:11:53	have to have uh don't necessarily keep fishing it you know there there are people who keep like poison dart frogs
[2164] 4:11:59	in them uh they're generally for plants so you use it for raising
[2165] 4:12:05	plants um yeah uh dark Blade the only carnivorous
[2166] 4:12:11	plants I'm AA aware of are uh Venus fly traps and pitcher plets oh there's lots
[2167] 4:12:16	more than that tons of them uh if you want to know
[2168] 4:12:22	a really good book on this it was um uh Savage Garden The Savage Garden
[2169] 4:12:30	great book a great introduction to carnivorous plants a beautiful book it's a beautiful book
[2170] 4:12:36	it's one of those that's well worth buying in hard cover or not hard cover soft cover it's a soft cover book um
[2171] 4:12:44	it's published by 10speed press beautiful beautiful I mean it'll just you'll fall in love with carav
[2172] 4:12:51	plants because the photography in that is just so excellent uh but um there there's the
[2173] 4:12:58	fenus fly traps of course but there's sundus um sundus I loved uh sundus are
[2174] 4:13:04	great um utricularia utricular areia are
[2175] 4:13:10	fantastic uh those are the bladder warts um the the they they produce these
[2176] 4:13:17	flowers that look like little orchids um people used to come by our
[2177] 4:13:22	place and think we had an orchid collection we didn't it was all utricular areia
[2178] 4:13:30	um yes it [Laughter] is
[2179] 4:13:36	um Emily tadesco says uh Savage Garden was the name of a Cheesy Australian band
[2180] 4:13:41	Yes it was they both got it from the same Source okay uh Savage Garden is
[2181] 4:13:48	actually a quote from an an rice novel so it's a quote from an an rice
[2182] 4:13:56	novel so the book is is named after that quote and so is the
[2183] 4:14:02	band so um uh butter warts really nice great
[2184] 4:14:09	great plants great Caris plants [Laughter]
[2185] 4:14:23	18 [Laughter] Ministries average person with a
[2186] 4:14:29	terrarium I'm going to put some lizards Dr folk I'm going to remake Little Shop of
[2187] 4:14:37	Horrors yep
[2188] 4:14:43	and that's exactly what we did it was awesome
[2189] 4:14:53	awesome oh no no it's really difficult yeah our Arc is having some
[2190] 4:14:58	difficulties it it doesn't get enough light in
[2191] 4:15:04	here okay uh next uh one here I think this actually is the last uh Super Chat
[2192] 4:15:11	looks like all right so that's good cuz it's after midnight now Mr warlight for
[2193] 4:15:17	$2 where is the Ark of the covenant's possible location uh I think it's
[2194] 4:15:22	destroyed honestly that's people hate that answer but I don't think it survived I think it was taken by the
[2195] 4:15:28	Babylonians who baked it for
[2196] 4:15:33	scrap um cuz the Babylonians paid their soldiers in in gold and they needed that gold to
[2197] 4:15:43	keep keep the world machine going yeah um sorry about that
[2198] 4:15:53	um there's been a lot of theories on it I think most of those theories are complete um garbage uh we we did a um Mr
[2199] 4:16:02	EC show on the possible locations for the Ark of the Covenant so we did a
[2200] 4:16:07	whole video on this so
[2201] 4:16:15	so it's very disappointing to most people most people want to be in like um um in places where it can't possibly be
[2202] 4:16:22	like like it's not in Ethiopia sorry and it's not hiding under the Temple Mount
[2203] 4:16:30	also so um 18
[2204] 4:16:36	Ministries now I now want my comment made Dr Fulk laugh shirt in addition to my Dr Fulk said my question was
[2205] 4:16:42	interesting shirt well if you guys bought more shirts you'd get more designs that's
[2206] 4:16:48	what I'm going to tell you okay but we got it on the list okay we got we
[2207] 4:16:56	got the shirt things on the list okay but but if you guys don't buy this stuff
[2208] 4:17:03	you know it's it's not really worth our time to design it
[2209] 4:17:10	so it's also not on Pirate Treasure Island in North America yeah I would say that
[2210] 4:17:15	too and the Templars are not holding it in in the church in in Paris so you can
[2211] 4:17:22	forget that one too it's not a
[2212] 4:17:29	really romantic answer well I
[2213] 4:17:35	mean the book of Jeremiah says that the Ark of the Covenant will not be remembered and not and will not be you
[2214] 4:17:45	know seen again so you
[2215] 4:17:52	know I mean I even heard one crazy thought that P person say it was in J
[2216] 4:18:01	Japan well Japan yeah it's also not in theong yeah it's not in
[2217] 4:18:10	Japan okay uh that's last Super Chat let's take a couple of nons Super
[2218] 4:18:19	Chat all right 850 all right let's go there oh
[2219] 4:18:26	Legion
[2220] 4:18:36	850 850
[2221] 4:18:48	okay take this one from bubble machine
[2222] 4:18:54	and um bu machine asks in Mark 59 to2 the demon says my
[2223] 4:19:01	name is Legion for we are many does that mean multiple demons can possess up one
[2224] 4:19:06	person all at once or is the specific type of demon formed into one okay pull
[2225] 4:19:12	up the text go to
[2226] 4:19:22	Mark Mark
[2227] 4:19:27	5 9 to2 and he was asking him this is Jesus
[2228] 4:19:33	asking the demon what is your name and he said to him my name is Legion for we
[2229] 4:19:39	are many and he began to intrig him earnestly not to send him out um send
[2230] 4:19:45	them out of the country now there was a big herd of swine feeding there on the
[2231] 4:19:52	mountain and the demons entreated him saying send us to into the swine that we
[2232] 4:19:58	may enter them okay
[2233] 4:20:04	um it's probably this is probably one of those cases where it's
[2234] 4:20:09	multiple okay not that it's combined so it's not a composite Spirit
[2235] 4:20:16	Critter okay it's more along the lines of of this is this is one demon inhab or
[2236] 4:20:25	sorry many demons habiting one person we see another text where this is uh talked
[2237] 4:20:30	about too see if I can find it here
[2238] 4:20:46	yeah here in Luke 11 Luke
[2239] 4:20:51	11:26 and start verse 24 here
[2240] 4:21:01	um I should start a little earlier uh when a strong man first 21
[2241] 4:21:08	when a strong man fully armed guards his H home Homestead his possessions are undisturbed but when someone stronger
[2242] 4:21:16	than him attacks him and overpowers him he takes away from him all his armor on which he had relied and distributes his
[2243] 4:21:24	plunder he is who is not with me is against me and he who does not gather with me scatters when the unclean Spirit
[2244] 4:21:31	goes out of a man it passes through the waterless places seeking rest not
[2245] 4:21:37	finding any it says I will return to my house from which I came and when it
[2246] 4:21:42	comes it finds it swept and put into order then it goes and takes along seven
[2247] 4:21:49	other Spirits more evil than itself and they go in and live there and the last
[2248] 4:21:55	state of that man becomes worse than F the first
[2249] 4:22:00	okay so this is one of those times where people can be
[2250] 4:22:06	possessed and they get their house in order they get their life straight and then what happens
[2251] 4:22:15	is you know the demon is is is expelled but he comes and brings his
[2252] 4:22:21	buddies in Luke 11 that's seven more so there's eight of
[2253] 4:22:27	them okay demons love to hunt in packs they they're they're kind of
[2254] 4:22:35	cowards they hunt in packs uh so This Is How They sort of uh
[2255] 4:22:40	trick people in into um thinking they're uh all knowing too is they will they
[2256] 4:22:46	will be you'll have one demon in one location and another and another and they will communicate with each
[2257] 4:22:53	other so this is this is how they hunt they hunt like wolves they hunt like
[2258] 4:22:58	wolves and this is what's happened to this this uh poor doniac in in Mark 5 is
[2259] 4:23:04	he's been basically um uh dog
[2260] 4:23:10	piled by these demons not just one with many Legion and they they overpower him they
[2261] 4:23:18	overpower him and inhabit him at the same time so I hope that helps thank you for
[2262] 4:23:26	the uh question really appreciate it uh we got a couple more Super chats
[2263] 4:23:33	that just came in um
[2264] 4:23:46	okay uh Jack race sponsored uh for $10 thank you for the Super Chat he sponsors
[2265] 4:23:51	a question from Christian Mau a lot of scholars believe there is a connection between myology and yahwism
[2266] 4:24:00	thoughts um this isn't this is a
[2267] 4:24:05	uh a corollary to the kenite hypothesis uh avner has is holds this
[2268] 4:24:11	View where um he's basically saying that
[2269] 4:24:19	uh that there's a lot of people in that region of Midian who were into
[2270] 4:24:25	myology so basically it's the idea that Yahweh is a god of the or the
[2271] 4:24:34	kenites or the midianites you know one of those Regional um peoples and that
[2272] 4:24:42	because those Regional peoples were also into metal Argy that there's this
[2273] 4:24:47	connection here okay so
[2274] 4:24:54	um so that's that's I I don't think I don't know if it's a if it's a good
[2275] 4:24:59	connection it's hard to say uh we're kind of operating here at an absence of evidence
