[0] 0:00	a
[1345] 2:36:56	okay so that's all will to address on that um
[1346] 2:37:01	again thank you very much for the for the question and the followup but um but
[1347] 2:37:06	yeah it's a to the camel leopard uh camard uh yeah
[1348] 2:37:12	the whole idea of theosis in Christianity is going to be very very different from say
[1349] 2:37:17	Mormonism and even though they're both kinds of theosis and even within Christianity there's going to be a lot
[1350] 2:37:24	of debate as to what exactly what attributes of godhood people take on in the
[1351] 2:37:32	afterlife yeah if you ask L people you'll just get confusion
[1352] 2:37:37	okay so anyway thank you very much for the Super Chat very much appreciated hope it
[1353] 2:37:43	helps uh BC for $2 Australian thank you for the Super Chat did Egyptians do body
[1354] 2:37:49	counts taking ears or hands hands they took the right
[1355] 2:37:57	hand yeah the sword hand is basically what they took so uh you only have one
[1356] 2:38:03	right hand and they took lots and lots of hands we actually see piles of these
[1357] 2:38:08	Illustrated at like Medina Habu where and you go inside the first Courtyard of
[1358] 2:38:13	a Medina Habu and you come into the in inner par style um Court and you can see
[1359] 2:38:20	scribes there you know they're they're doing their tabulations and there's a pile of
[1360] 2:38:27	hands in front of
[1361] 2:38:32	them they don't deal with the bodies just the hands and this seems to be a
[1362] 2:38:39	long-standing tradition in Egypt uh there's uh there was a pit uh
[1363] 2:38:47	excavated at avarus that contained
[1364] 2:38:53	hands so this was a literal practice this
[1365] 2:38:59	was oh bad pun Jack bad
[1366] 2:39:08	pun uh Jack says can you give me a hand with this counting oo
[1367] 2:39:16	ouch ouch
[1368] 2:39:28	bubble machine guess you could say they had their body count well handled
[1369] 2:39:37	ooh Alexa said sounds like a nightmare but then again collecting four skins was wild too yeah um the thing with Force
[1370] 2:39:45	skins is not everyone has one
[1371] 2:39:51	so anyone who's fighting may or may not have a four skin uh either by genetics or by
[1372] 2:40:00	circumcision they might not have a forkin okay which is why the Egyptians didn't collect for skins Israelites
[1373] 2:40:06	collected for skins like David had collected the force skins of of
[1374] 2:40:13	Philistines um not something I would collect
[1375] 2:40:19	um but Egyptians did Egyptians collected
[1376] 2:40:25	hands because even even in in Egyptian culture if you were fighting say um you
[1377] 2:40:32	might be fighting people who were circumcised in that case you wanted hands not forkins to do the body
[1378] 2:40:41	count
[1379] 2:40:46	so h
[1380] 2:40:52	okay so the next Super Chat here is from and we're getting close to the end of the super chats we don't
[1381] 2:40:57	actually have a lot of super chats tonight
[1382] 2:41:02	so and yet it's quarter to 11 yeah so that tells you yeah we haven't gone past
[1383] 2:41:08	11 we got two left so that tells you that we're kind of low down on the uh on
[1384] 2:41:14	super chats tonight so M uh
[1385] 2:41:20	you ask CU you can count on them oh ouch
[1386] 2:41:32	okay oh oh oh that's
[1387] 2:41:41	bad oh I'm not going to even read that one that one is okay that was bad okay
[1388] 2:41:47	one I it's this is actually the last Super Super Chat of the night because we've already done the one by Mr uh
[1389] 2:41:53	warlight here so this is the last Super Chat here um he asks does monarchial uh
[1390] 2:42:00	monotheism imply Divinity besides God uh of a Kind now we have to understand
[1391] 2:42:09	that um we have to understand that um in
[1392] 2:42:15	the case of say monarchial monotheism there's always that idea of one big God
[1393] 2:42:21	one Divine most powerful all powerful all good all knowing god okay and
[1394] 2:42:30	there's only one of those only one of those but Underneath Him in hierarchy
[1395] 2:42:39	power Etc are limited Divine Powers um I think the best way to
[1396] 2:42:46	discuss this is to use again Egypt Egypt is a great way to understand how this
[1397] 2:42:54	works in Egypt every every spirit is called a
[1398] 2:43:01	natur a plural naturo a god it doesn't
[1399] 2:43:07	matter if you're talking about the big God Aman Reay who's the king of the Gods
[1400] 2:43:15	the king of uh of of all Divine beings King of the pantheon king of this world
[1401] 2:43:22	the high Mucky muck of divinity or whether you're talking about a little
[1402] 2:43:30	obnoxious shade that hides in your grain bin and just sort of rattles things
[1403] 2:43:36	around okay they're both called nature they're both called a God whether
[1404] 2:43:44	you're talking about the the highest of of the Gods in the heavens or whether some obnoxious
[1405] 2:43:53	imp okay and you get gods in between those
[1406] 2:43:59	two extremes okay of the one that's kind of just like
[1407] 2:44:05	a ghost versus the and really has no power and no Authority or no can do not
[1408] 2:44:13	not much of anything to the to the guy who can make all things happen as it
[1409] 2:44:22	were so we have so that's a kind of
[1410] 2:44:31	say uh monarchy as a monarchial system where you have everything called a God
[1411] 2:44:38	but not everything is the same type of God so with Mario monotheism you've got
[1412] 2:44:44	one God who's the most powerful all knowing all good all
[1413] 2:44:51	holy all powerful and then you got the ones that are underneath him who are limited who
[1414] 2:45:00	are constrained who are dependent like your
[1415] 2:45:05	angels angels would fit in that that classification of being
[1416] 2:45:11	Elohim and Elohim is kind of the Hebrew equivalent of nature an L can apply to
[1417] 2:45:21	Spirits it can apply to a large variety of spirit
[1418] 2:45:27	Critters cheram seraphim um
[1419] 2:45:32	Watchers um ancient god primordial Gods
[1420] 2:45:38	small G small G primordial Gods um chaos
[1421] 2:45:45	Monsters uh principalities and powers and Dark Places you know these these
[1422] 2:45:52	these limited uh spirits of of um that
[1423] 2:45:58	have Circles of influence but don't have
[1424] 2:46:03	Supremacy but there's one high powerful God above all others
[1425] 2:46:12	okay so monarchial monotheism does imply a kind of divinity
[1426] 2:46:21	besides God but it is not the same Divinity not the same kind of
[1427] 2:46:28	divinity the kind of divinity God has is not dependent on anything it's
[1428] 2:46:38	self-sufficient that other the L's and Elohim that are below
[1429] 2:46:44	God are dependent upon the one God they were created by Him they came from his
[1430] 2:46:52	existence and out of his [Music] creation
[1431] 2:46:58	so so there isn't is an implication of a Kind Divinity besides God but it isn't the
[1432] 2:47:05	same Divinity I hope that helps thank you very much for the Super
[1433] 2:47:10	Chat very much appreciate and it's a great question it's an interesting question and I think uh I think we do
[1434] 2:47:16	need to look at that a little more and be a little more open to the idea that there
[1435] 2:47:22	is um a lot of lot of spirit Critters out
[1436] 2:47:36	[Laughter] there all righty the cam part my God be Irish L
[1437] 2:47:46	oim could be could
[1438] 2:47:52	be Spirit Critters yep Spirit Critters lots of spirit Critters out
[1439] 2:47:58	there um um I think this is one of those those
[1440] 2:48:03	areas of say biblical studies and theology that doesn't that we don't pay enough attention to that there's a huge
[1441] 2:48:12	diversity of fauna out there that are Spirit Critters know a lot of them you
[1442] 2:48:18	know so is Mr EC a spirit Critter or a chaos
[1443] 2:48:29	Monster ah I think he's more chaos Monster definitely more chaos
[1444] 2:48:41	Monster okay so anyway yes Spirit Critter Emoji yeah we
[1445] 2:48:48	needed Spirit crator
[1446] 2:48:54	Emoji Spirit M Spirit crator coffee [Laughter]
[1447] 2:49:04	mug um dark blade asked the question here uh would an ancient Greek nymph
[1448] 2:49:11	count as a Neer yeah sure oh yeah that would definitely fit
[1449] 2:49:17	in the whole idea of nure okay uh we got a couple more Super chats
[1450] 2:49:24	here thank you so much um
[1451] 2:49:29	here um okay Isaac Freeman here is the next one uh for 199 thank you very much
[1452] 2:49:35	for the Super Chat uh because we're leing low on super chats well we appreciate your support of the channel
[1453] 2:49:41	thank you so very much I thank you Mr EC thanks you now he's going to go away
[1454] 2:49:47	and uh very very much appreciate your support it helps keep food on the table
[1455] 2:49:52	and keeps these um these live streams going and allows us to answer allows me
[1456] 2:49:58	to take the time to answer questions and to do more videos so I really appreciate
[1457] 2:50:05	it thank you so very much for your
[1458] 2:50:10	support uh Jack Ray gifted another 20 ancient Egypt and the Bible memberships thank you again for your support we
[1459] 2:50:16	really appreciate it uh it does help we really really
[1460] 2:50:24	helps um Muhammad kuram for $5 thank you for the Super Chat by the Iron Age how
[1461] 2:50:30	many Israelites do you think were actual descendants of Jacob as opposed to
[1462] 2:50:36	assimilated PE uh people who took on Israelite identity uh that's almost going to be
[1463] 2:50:44	impossible to differentiate okay
[1464] 2:50:50	you are going to get some people who are assimilated and who take on Israelite
[1465] 2:50:56	identity we do know the Israelites once they got into the promised land started interm Maring with Canaanites and
[1466] 2:51:02	Philistines we just know this so it's going to be really really hard
[1467] 2:51:10	to say who belongs to who at that point uh it is a great question yeah
[1468] 2:51:17	this is a great question it's just it's just almost impossible to say though um
[1469] 2:51:23	the fact is by the time they reach the promised land they're already a not necessarily at that point pure
[1470] 2:51:31	blood Israelites anymore they weren't pure blood Israelites when they left
[1471] 2:51:37	Egypt okay they leave Egypt with a mixed
[1472] 2:51:45	multitude so you have leaving Egypt you have those who were descendants of of
[1473] 2:51:50	Jacob but you also have people who were descendants of the amoric
[1474] 2:51:55	hixus so you had amorites libyans
[1475] 2:52:02	Hans kushites Nubian because we know there was attachment of Nubians out of
[1476] 2:52:10	varus and Native Egyptians okay it was a huge Melting Pot of people even maybe
[1477] 2:52:17	even some Shu they might have even some shasu at in the list because we have records of some shasu who are moving
[1478] 2:52:25	stones at pamies
[1479] 2:52:30	so so just when they left Egypt you had this huge bulk of people that got
[1480] 2:52:36	assimilated into the 12 tribes well what's going to happen to them they're going to they're going to join certain
[1481] 2:52:42	Clans they're getting adopted into certain Clans they're going to interent Mary they're going to become part of the
[1482] 2:52:48	community so by the time that they're done wandering in the wilderness they are yeah they're still tribal and
[1483] 2:52:55	they're still clannish but still holding to Clan identity but now they have all these these foreign people that are part
[1484] 2:53:02	of that Clan identity
[1485] 2:53:08	so and then once they get into to Israel they start intermarrying with the
[1486] 2:53:17	Canaanites and the Philistines so there's no such thing as a pure
[1487] 2:53:22	blood Israelite At All by by the Iron Age okay it's just isn't
[1488] 2:53:31	happening it's a it's a mixed multitude it's a it's a Melting Pot of a huge
[1489] 2:53:37	variety of people so uh you could act so you really can't
[1490] 2:53:46	say who was descended from who at that point point they are going to maintain a clan identity they are going to maintain
[1491] 2:53:54	a a line of dissent a lot of those families will especially from certain
[1492] 2:54:00	lines like for example uh those who are descendant of the family of Aaron are
[1493] 2:54:06	going to uh try to maintain those records for to maintain eligibility to be included
[1494] 2:54:13	in the priesthood okay so some lines of people are going to maintain those
[1495] 2:54:20	records um those who go to Babylon some of them will maintain records of descent
[1496] 2:54:26	others won't those who maintain this uh those records will be allowed to return to
[1497] 2:54:32	Israel um so that if you can show that you have an ancestor that that you're a
[1498] 2:54:38	descent down the line of Israelites you're free to return to Israel
[1499] 2:54:43	otherwise you can't Okay so
[1500] 2:54:49	they do maintain those records it's just there's going to be other people
[1501] 2:54:54	who are going to enter marry into the lines okay so anyway I hope that helped
[1502] 2:55:01	thank you very much to the Super Chat very much
[1503] 2:55:10	appreciated Isaac Freeman for $499 thank you for the Super Chat can you tell us about it fourth
[1504] 2:55:19	watch someone was trying to tell me about this I'm not sure what you're talking about do you understand
[1505] 2:55:30	question H can you can you what do you mean about the Fourth Watch I I'm not
[1506] 2:55:36	sure what you mean by this camel rer the Fourth Watch of the
[1507] 2:55:45	night oh when oh um when Jesus came to
[1508] 2:55:50	the disciples on the water oh okay
[1509] 2:55:58	um oh dear um I would have to look that up in a
[1510] 2:56:04	commentary I believe that's um I think that's already after dark but I I don't
[1511] 2:56:11	know the exact um hour that is cuz that's going
[1512] 2:56:16	to depend upon which book that's in I think it's if if that's in John that's going to
[1513] 2:56:22	be uh late at night but I'd have to look up the specifics of that one okay um and
[1514] 2:56:29	I haven't I haven't looked that up so um I'm G to have to defer this question
[1515] 2:56:35	unfortunately but uh I want to thank you very much for the Super Chat I do really appreciate it but again I I don't know
[1516] 2:56:42	enough about Roman times and and how that was done to to comment
[1517] 2:56:49	intelligently on this all right so sorry about
[1518] 2:56:56	that uh Juan asks for $2 thank you for the Super Chat thoughts on Judaism
[1519] 2:57:02	originating from Canaanite Gods uh I don't think it came from kite
[1520] 2:57:08	Gods um that would be more in line with say
[1521] 2:57:15	the northern uh Yahweh hypothesis but don't I don't hold to that view um I don't think I I think I think Judaism
[1522] 2:57:23	had intertextuality with Canaanite literature but I don't think it got its ideas specifically from Canaanite
[1523] 2:57:31	literature I think there's more more traction with the kenite
[1524] 2:57:37	hypothesis that the um that you had a core abrahamic religion L
[1525] 2:57:47	El Shai Etc that was then that Moses you know brought another
[1526] 2:57:54	identity of that God to the Israelites when he brought them out of Egypt from
[1527] 2:57:59	Midian okay so I don't and I wouldn't see it a big
[1528] 2:58:05	problem if it if you could show a Smoking Gun that it came from canite gods that wouldn't be necessarily a um
[1529] 2:58:11	disqualifier right there but I just find that the the hypothesis lacks warrant
[1530] 2:58:19	so I don't like hypothesis that lack warrant I want evidence I'm a I'm a
[1531] 2:58:24	strong evidentialist so if I'm going to follow a hypothesis I'm going to follow the hypothesis that has the most
[1532] 2:58:30	evidence so I don't think I don't think that's a very good hypothesis overall so
[1533] 2:58:36	anyway I hope that helped thank you for the Super Chat very much
[1534] 2:58:43	appreciated okay um Gandalf the base for $10 thank you very much for the Super
[1535] 2:58:49	Chat uh do you have any books recommendations for dating of The Exodus
[1536] 2:58:54	I'm in seminary and my old testament professors greatly disagree with me on the dating I sit in your Camp uh
[1537] 2:59:01	scholarly Source recommendations I would recommend the works of Kenneth kitchen and James hoffm those are probably the
[1538] 2:59:08	seminal Works you're going to want to read uh you could also read my book on the Ark of the Covenant cuz I also go
[1539] 2:59:14	into this um that that my be very helpful as
[1540] 2:59:19	well so that's what I would recommend for those for particularly on this particular topic uh again I'm hoping to
[1541] 2:59:26	write a book on this that will um
[1542] 2:59:32	um basically go into this into much more detail than has been done previously and
[1543] 2:59:37	have the latest uh research on this as well so uh that's what I would recommend
[1544] 2:59:43	for this the other thing I would recommend is if you're in seminary you're Old Testament professors disagree
[1545] 2:59:49	with you don't fight them on this your chances of convincing them are
[1546] 2:59:55	about next to zero okay do your
[1547] 3:00:01	Seminary regurgitate what they say and get out
[1548] 3:00:07	okay um You Can't Win by taking them on
[1549] 3:00:14	okay uh they're they're sort of they're they're in a power position that you're not
[1550] 3:00:20	in so uh again regurgitate what they say the
[1551] 3:00:28	right answerers on your test is whatever they tell you okay so you may disagree with
[1552] 3:00:36	them but don't don't fight them okay uh
[1553] 3:00:42	whatever whatever they ask for the qu answer on the question you give them the question they want
[1554] 3:00:49	but for yourself don't let their let don't let your experience at Seminary be the end
[1555] 3:00:55	of your learning okay let this be the beginning of your
[1556] 3:01:01	learning read kitchen read um hoffmire for
[1557] 3:01:07	yourself and decide for yourself okay so
[1558] 3:01:13	equip yourself equip yourself with the evidence equip yourself with the
[1559] 3:01:19	arguments okay for your own edification for that time ultimately when you're
[1560] 3:01:25	going to teach because if you're going to Seminary there's going to come a point where you're going to be teaching somebody else that's where this is going
[1561] 3:01:32	to be useful but you can't fight this at a seminary uh it just isn't it isn't a
[1562] 3:01:39	it's it's a lose lose proposition for you okay but that's who I would
[1563] 3:01:44	recommend and you know even some of these guys that are going to really disagree with you on the
[1564] 3:01:51	dating they're going to use these um these sources in their own
[1565] 3:02:02	work and seminaries especially uh Old Testament professors can be very very
[1566] 3:02:08	parochial about this stuff so um you there's not much um you can
[1567] 3:02:16	say about that other than that okay yeah it's academic gatekeeping
[1568] 3:02:23	exactly yeah that's exactly what it
[1569] 3:02:30	is so yeah you can't fight that and don't fight that you
[1570] 3:02:36	know get your get your money worth out of them squeeze them for as much as you can okay squeeze them for as much as you
[1571] 3:02:43	can but what your library yeah squeeze your library for all it's worth squeeze
[1572] 3:02:51	squeeze whatever opportunities Seminary presents you with for all it's worth but understand that you don't have
[1573] 3:02:57	to share in their views but you can't fight their views either
[1574] 3:03:04	okay
[1575] 3:03:12	okay so anyway gandal thank you very much and best of luck at Seminary I hope you do very very very
[1576] 3:03:23	well he adds here uh I was actually surprised they
[1577] 3:03:29	presented the Divine Council view as a plausible view that impressed me well um the Divine Council view is not so
[1578] 3:03:36	threatening to an Old Testament Theologian um yeah so that doesn't
[1579] 3:03:41	surprise me too much I have seen people who are really
[1580] 3:03:47	died in the will early Exodus guys um quote Heiser again it's not that
[1581] 3:03:54	threatening uh to them they're they're more than happy to accept that because
[1582] 3:03:59	no no shth tests are violated by it when you start getting into early Exodus stuff oh yeah then the sh tests
[1583] 3:04:06	all come out and then it's kicking and screaming and then oh things get ugly at that
[1584] 3:04:13	point um so
[1585] 3:04:21	uh gal Bas says it's a hyper conservative Baptist seminary in the Bible build not yeah okay I get you
[1586] 3:04:30	where you're coming from okay I get where you're coming from
[1587] 3:04:35	I understand completely yeah yeah yeah their views
[1588] 3:04:40	are not going to shift very much um not in a way that I mean they'll take incremental
[1589] 3:04:47	steps little directions Heiser will not threaten them okay um Heiser himself was very uh
[1590] 3:04:57	conservative Baptist okay so he framed everything he said so that it was sort
[1591] 3:05:04	of compatible within a conservative Baptist framework
[1592] 3:05:11	so so that's why I'm um that's not surprising that he would have had traction there
[1593] 3:05:21	yeah yeah um my producer said add here um and um gandal says all right keep my
[1594] 3:05:29	head down just get the grade got it laugh out loud yeah um my producers added here get the grade stay in the
[1595] 3:05:37	community okay make sure you're in a community that expans your your horizon
[1596] 3:05:44	okay and that's really important because one one of the things we tend to do as
[1597] 3:05:49	seminarians is we tend to get into bubbles you've probably already heard
[1598] 3:05:54	people talk about the Christian Bubble at your Seminary I know at my Seminary we talked about the Christian bubble you
[1599] 3:06:00	know where you're inside the Christian world and you don't have much communication with things
[1600] 3:06:06	outside that really wasn't a problem for me honestly but
[1601] 3:06:19	yeah there was that it wasn't therein yeah when I was at Seminary and
[1602] 3:06:27	my producer here reminded me of that most of the people who I went to
[1603] 3:06:33	Seminary with not only had never been to another denomination they had only been
[1604] 3:06:40	to one denomination their entire life but within that denomination only one
[1605] 3:06:46	church that whole life
[1606] 3:06:54	okay um now I'm not a big I'm not a fan of denomination hopping or church hopping
[1607] 3:07:01	okay don't I'm not a fan of that but I also think there's value in
[1608] 3:07:08	understanding what's happening out in the world what's happening in other denominations what's happening
[1609] 3:07:15	out in in the global
[1610] 3:07:20	community so so I think
[1611] 3:07:27	there's take that non super chat in a moment at
[1612] 3:07:33	11:07 14 one okay so again Our advice to you is
[1613] 3:07:40	yeah keep your head down get your grade do as well as you can and stay in the community stay in
[1614] 3:07:47	like our community here where you can grow you can expand your thoughts join our Discord server you know we also have
[1615] 3:07:55	a Discord server where um where we you
[1616] 3:08:00	know iron sharpens iron where we try to help each other grow in
[1617] 3:08:06	faith so oh no no don't worry about that don't worry about that Gandalf that's
[1618] 3:08:12	fine that's totally fine um you know he says sorry to take over the chat guys didn't mean to don't worry about that
[1619] 3:08:17	that's okay we're that's what we're here for we're we're here for stuff like this
[1620] 3:08:24	okay look one of the things we're doing here is we're doing a couple things that I think is really important um one of
[1621] 3:08:31	the things we are doing the purpose of this channel okay one of the purposes of this channel is to create a
[1622] 3:08:39	community of of people who want to grow in faith who want to grow in their
[1623] 3:08:47	knowledge of the Bible and the ancient near East
[1624] 3:08:52	and we're we're creating here a community that cares for each other that
[1625] 3:08:59	grows with each other um and you know we're not we're not we're not we're not appealing here
[1626] 3:09:05	to the lowest common denominator you know people people often go well hey hey David you know you're
[1627] 3:09:11	kind of kind of blunt you know you should be nicer so you can appeal to the the Joel Olstein community
[1628] 3:09:18	well you that's not our community okay our community is highly intelligent
[1629] 3:09:25	it's well read it's well educated it's not limited to that and if
[1630] 3:09:33	you want to become a part of a community we are welcoming we're very welcoming of others
[1631] 3:09:40	okay so so we yeah we we don't even we don't
[1632] 3:09:46	even say discrimin based on religion you know we have atheists who are part of Comm our community we have Jews who are
[1633] 3:09:52	part of our community we even even come Muslims who are part of community we hav
[1634] 3:09:57	have one Mormon here okay yeah so but all what we all share
[1635] 3:10:04	in common is that we all want to know more about the ancient east and the Bible and we want to grow in our faith
[1636] 3:10:11	whatever that faith is so so yeah that's this is all part of
[1637] 3:10:20	you know raising up the Next Generation to be as good in their respective
[1638] 3:10:27	denomination and religion as they can be now we do teach from a distinctly
[1639] 3:10:35	Christian Perspective but others are are welcome
[1640] 3:10:41	to learn that perspective as we do this
[1641] 3:10:47	so I I think I think there are people that like for example he he goes on and says myself Baptist and Orthodox and
[1642] 3:10:55	Catholic challenge each other okay that's good we all support each other and it's in good taste then that's good
[1643] 3:11:00	I'm glad to hear that we challenge each other to support and examine different traditions and I
[1644] 3:11:06	think that's a good thing I think that's fine so you know we want to check we
[1645] 3:11:12	want to make sure that you're supported too okay and that's what we're here is
[1646] 3:11:18	we're here to provide a community that supports each other as we encounter
[1647] 3:11:24	these difficult situations as we encounter say ideas
[1648] 3:11:30	that are not so good we get them all the time here and we want to make sure that we support our
[1649] 3:11:37	community as we do this okay so anyway I want to thank you very much for the
[1650] 3:11:42	Super Chat I also want to thank you for the uh follow-ups it's been great talking to you again
[1651] 3:11:47	get your grades make sure you're you're doing well in your schooling keep your
[1652] 3:11:53	head down and make sure you're plugged into a good Community that's helping you
[1653] 3:11:59	grow and expand your horizons all right so thank you very much for the Super Chat we really appreciate
[1654] 3:12:11	it okay and finally we got one here from
[1655] 3:12:18	Isaac Freeman for 199 what's a good concordance uh is there such a
[1656] 3:12:28	thing okay here's what you want here is actually a
[1657] 3:12:34	lexicon um lexicons are much much better than concordances
[1658] 3:12:40	okay the the difference is that a concordance will give you a
[1659] 3:12:48	um we'll try to give you the same definition for every word and it's not
[1660] 3:12:54	things don't work that way okay so I would stay away from
[1661] 3:13:00	concordances most concordances are not very good okay now lexicons on the other hand are
[1662] 3:13:10	fantastic uh they're the essential tools for understanding ancient
[1663] 3:13:15	languages so what I would Rec recommend for um concordances or sorry from
[1664] 3:13:21	lexicons are hollot for the Old Testament um the Hebrew and Aramaic
[1665] 3:13:28	lexicon of the Old Testament it is very expensive however
[1666] 3:13:34	so but there's a cheap version called um uh called the concise lexicon of the Old
[1667] 3:13:42	Testament by uh by holiday okay it's only 35 bucks it's really affordable
[1668] 3:13:49	really cheap and it's good it's a it's a it's a a condensed version of
[1669] 3:13:55	hot so if you're if you're doing this on the cheap you can go with holiday if
[1670] 3:14:01	you've got the money buy hot how is is excellent okay so that's covers your Old
[1671] 3:14:09	Testament for the New Testament um you're basically only have
[1672] 3:14:15	one really good option I've got $35 well that covers
[1673] 3:14:24	you've got only one option and concise concise one okay that's that's your only
[1674] 3:14:30	one
[1675] 3:14:35	what still out there yeah you can go to use bookstores yeah use bookstores are U
[1676] 3:14:41	are godsend here um and mhm there's
[1677] 3:14:53	um don't have to
[1678] 3:14:58	books yeah yeah I mean use books but it won't
[1679] 3:15:04	give you a huge deduction on these okay these These are these are
[1680] 3:15:09	these are sort of um the problem is that these are
[1681] 3:15:18	um the other one for for Greek the the sort of the one that's the standard is
[1682] 3:15:24	is called a Greek English lexicon of the New Testament and other early Christian
[1683] 3:15:29	literature Third Edition it's abbreviated
[1684] 3:15:35	bag um uh based upon it's it's the
[1685] 3:15:41	um bag is the initials of the editors um bow Daner aren't and gun
[1686] 3:15:51	okay unfortunately this one is expensive too this one's like 150 bucks which is
[1687] 3:15:56	lot less than um hot okay halot is five volumes and it's like $300 really
[1688] 3:16:03	expensive um now you can get online versions that are a lot less
[1689] 3:16:09	so um oh yeah 150 just for for for that one yeah but it's it's it's unmatched
[1690] 3:16:17	it's unmatched at the moment so but this is a problem too anything
[1691] 3:16:26	that's good is expensive anything that's that's usually
[1692] 3:16:33	cheap is garbage um
[1693] 3:16:40	so um Alexis it's as big as the Bible oh yeah it's big I mean it's really
[1694] 3:16:51	big I just won't eat lunch for a month yeah oh been there done
[1695] 3:16:59	that you should have seen my book um how much I paid for books in my Seminary oh
[1696] 3:17:06	my gosh H my my my three years of Seminary
[1697] 3:17:11	were just so expensive okay they were CRA it was
[1698] 3:17:18	crazy especially my first two years third year wasn't so bad but the
[1699] 3:17:24	really big expenses were in the first two I it was
[1700] 3:17:29	crazy it was crazy how much I spent on
[1701] 3:17:34	books um uh Alexis says for academic work you
[1702] 3:17:40	pay for Quality oh
[1703] 3:17:45	yeah yeah yeah that that sucked uh I had to leave all my books when I went to
[1704] 3:17:51	England so I mean I lost them all so I'm only now getting back a lot of what is
[1705] 3:17:59	uh what I had
[1706] 3:18:04	um uh Isaac says I've been teaching Bible study and strongs is just not doing it for me yeah burn strongs burn
[1707] 3:18:12	it there's a reason it's cheap it's it's terrible it it was it was terrible when it was
[1708] 3:18:20	published yeah it's it's better to go online than to use strongs um when
[1709] 3:18:26	strongs came out it was already behind the the
[1710] 3:18:32	reviews of of when it came out um the reviews Savaged
[1711] 3:18:39	it because um it was already behind bow and Daner uh Lex
[1712] 3:18:48	um yeah they they Savaged like there there was a view that a review of it that came out six years after was
[1713] 3:18:54	published and it was just it was Savaged really Savaged but it was you know strong was
[1714] 3:19:02	such a voluminous writer and he was a very important
[1715] 3:19:08	writer so people just sort of gravitated to it um it
[1716] 3:19:15	also um it ALS Al he also did a what was it single work com uh single book
[1717] 3:19:22	commentaries too of the entire Bibles um bubble machine what's strongs strongs is
[1718] 3:19:28	a con how do I say this it is a it is a synchronic concordance of the
[1719] 3:19:36	Bible okay all done in King James
[1720] 3:19:42	English okay it's all the in King James in English it pays no attention mention
[1721] 3:19:47	to say time period so it doesn't it sort of reduces all the meaning of the words
[1722] 3:19:55	in Hebrew down to two or three words irrespective of
[1723] 3:20:01	History okay so it'll take like for example um the meanings of Something In
[1724] 3:20:07	classical Hebrew and equate it to what you find in Middle Hebrew or or late Hebrew um so
[1725] 3:20:15	it's like for example uh halot will will you you read hot and it'll tell you okay
[1726] 3:20:20	this is the definition in Middle Hebrew this is the definition in classical Hebrew Etc strong doesn't make that
[1727] 3:20:27	differentiation so you get the same reading for every word dependent doesn't
[1728] 3:20:33	matter if it's in the in the book of Exodus or in the Book of Revelation same
[1729] 3:20:38	meaning um so his methodology is really terrible so people use strongs
[1730] 3:20:46	concordance and it's awful it's awful um you know burn burn your strong
[1731] 3:20:54	concordance it it at least keep you warm for an evening and that's more than your more value than you're going to get out
[1732] 3:20:59	of actually reading it so yeah I don't care for strongest
[1733] 3:21:08	concordance but I understand too I I I really empathize
[1734] 3:21:15	with oh yeah we were all you know we were all in love with strongs when we first sort of when you know when we when
[1735] 3:21:23	we first encounter strongs we think oh wow this is a great resource you know and then you start maturing and using it
[1736] 3:21:31	and then you um you start getting some
[1737] 3:21:38	really weird results out of it
[1738] 3:21:49	yeah no um you you're going to want a modern lexicon for if you're going to do
[1739] 3:21:54	language work especially uh for interpretive stuff um so if you're
[1740] 3:22:00	teaching you're going to need need something more than
[1741] 3:22:06	that part I like that comment this is sounding like a sad
[1742] 3:22:12	Hallmark movie now strong concordance our first love
[1743] 3:22:24	[Laughter]
[1744] 3:22:29	collectively Isaac Freeman I feel like bad Doctrine come from strongs being used it does yeah yeah uh from bad from
[1745] 3:22:38	Bad exog Jesus comes bad Doctrine the two follow the two are joined at the hip so if you have bad a
[1746] 3:22:46	Jesus you're going to have bad Doctrine ouch
[1747] 3:22:53	yeah okay um that's the last Super Chat here so we are going
[1748] 3:23:04	to did it okay 10:49
[1749] 3:23:12	okay 10:49
[1750] 3:23:19	we're going to take some non super chats here okay James wit
[1751] 3:23:26	asks and we were looking for this today because we were spe suspecting someone was going to ask about
[1752] 3:23:32	this uh James Whit asks can you review the debate between denes duza and Alex
[1753] 3:23:37	oconor and point out where denesh went wrong because he really messed up when it came to his answers on the old test
[1754] 3:23:43	he messed up on everything it was a it it was a shambles it was an absolute
[1755] 3:23:51	shambles he was unprepared ah where do we even begin
[1756] 3:23:57	with this okay duza is not an
[1757] 3:24:05	apologist I don't know why he was pretending to be one he doesn't do this professionally
[1758] 3:24:12	he's not a professional apologist he's a professional political pundit
[1759] 3:24:17	he's maybe a cultural pundit but he's a pundit he's a political
[1760] 3:24:24	pundit he's got no business he's got no education in
[1761] 3:24:31	this I he's got no training in theology or
[1762] 3:24:36	apologetics or ancient new East he is the last person who should
[1763] 3:24:44	have been doing a debate with Alex oconor the last person I mean this is
[1764] 3:24:51	the guy who showed up at the Nea the national Evangelical association with his girlfriend in tow
[1765] 3:24:59	before he had finished his concluded his divorce
[1766] 3:25:05	okay this is a guy who should never have been anywhere near
[1767] 3:25:11	a Podium representing apologists
[1768] 3:25:18	it was and and it was embarrassing it was clear he had never thought through these questions he had never engaged any of
