[0] 0:00	all right
[1657] 3:07:24	we want to make sure that this information gets disseminated to as many people as possible
[1658] 3:07:31	this is why we primarily take questions now publicly so
[1659] 3:07:37	this is also why we charge uh money for private consultations too okay
[1660] 3:07:43	okay because we do yeah we do get people who do ask
[1661] 3:07:49	for private consultations for private questions okay but for particularly for projects later
[1662] 3:07:56	they're doing like video games and novels and that sort of thing but we generally charge for that
[1663] 3:08:04	and the reason why is because it's going for when I do those those private consultations it's denying the community
[1664] 3:08:12	a piece of my time that's time I'm not putting into videos
[1665] 3:08:18	writing scripts uh answering questions on the live stream
[1666] 3:08:23	so you know um
[1667] 3:08:32	so anyway that's that's why we do this that's why we do this very publicly so the questions are public answers are
[1668] 3:08:40	public and that's why we do it restricted to only this session uh or only the session
[1669] 3:08:46	of the live stream now if we don't take your question this week you're always free to repost it next week
[1670] 3:08:54	okay and we've as this happened that's happened there's like there's been questions that that you know some people
[1671] 3:08:59	have have asked like six times after it's like six live streams in a row I was like okay finally we'll take it
[1672] 3:09:05	we'll take it but um uh
[1673] 3:09:12	yeah that's true also BC uh if a man stops to answer every question he can
[1674] 3:09:18	never go full time that's true that's very true and that's why we started the
[1675] 3:09:23	live stream you know because it became a Time sink we couldn't manage it there were so many
[1676] 3:09:31	questions that we just doubted Slave full time full time
[1677] 3:09:36	laughs
[1678] 3:09:43	I would really like to get back to writing that's really where I liked it and that's where I think we can also
[1679] 3:09:49	this this can also be a benefit is that books are in in a sense kind of like the
[1680] 3:09:56	public questions they're published people can buy them people get great resource many people
[1681] 3:10:02	have access to it you know even if they just go to a library they can look it up there
[1682] 3:10:07	so uh yeah that's also true you know
[1683] 3:10:13	um you see no full-time means no new books yeah it does unfortunately that's sort
[1684] 3:10:19	of the effect so um we really do want to keep the questions
[1685] 3:10:26	public so we don't take we don't we don't take questions uh from from
[1686] 3:10:31	Facebook we don't take questions from the Discord um sometimes very rarely I'll answer one
[1687] 3:10:37	on on Discord but it's not the point of the Discord the point of the Discord is to have fun
[1688] 3:10:43	it's to socialize in a caring community okay that's what it's for is to bring
[1689] 3:10:50	this community in a place where we can sort of you know care for each other we have a prayer section
[1690] 3:10:56	we have a prayer section in our Discord server where we pray for each other
[1691] 3:11:02	I think that's incredible you know the fact we can do this
[1692] 3:11:07	is an incredible you know resource and it's a way to support our community
[1693] 3:11:12	through prayer and through um just you know being there for each other
[1694] 3:11:22	a triple full-time well um Warrior of the most high uh triple
[1695] 3:11:28	full time is that what I'm already doing um 60 people
[1696] 3:11:36	well you know what uh the uh Paul says you know uh a teacher who labors
[1697] 3:11:42	Faithfully is worth double honor yeah not that's ever done anymore but
[1698] 3:11:49	hey times change so anyway uh
[1699] 3:11:56	so anyway uh so that's why we we limit the questions to to that particular live stream okay
[1700] 3:12:05	so anyway uh thank you for that question uh I'm glad you asked that question because we
[1701] 3:12:10	want to make it clear that we're not we don't take questions on Discord
[1702] 3:12:21	okay 1106.
[1703] 3:12:28	uh Rochester beer Edition it was what does he think about trinitarian theology
[1704] 3:12:33	like modalism it's not trinitarian uh does he believe in the absolute
[1705] 3:12:39	Divine Simplicity or the filiocu um I do not support the philia queue
[1706] 3:12:48	um I do I'm a I'm a I'm an I'm gonna say this I'm an affirmation style trinitarian
[1707] 3:12:56	okay modalism isn't trinitarianism it's it's uh
[1708] 3:13:02	it's basically uh context switching um uh for the persons it's not three
[1709] 3:13:09	persons eternally existing okay so
[1710] 3:13:18	that's funny yeah an alcoholic that's modalism
[1711] 3:13:25	Patrick anyone who's seen Lutheran satire knows
[1712] 3:13:32	this this oh yeah Elizabeth
[1713] 3:13:38	tripolar s
[1714] 3:13:44	[Laughter] uh
[1715] 3:13:51	[Laughter] uh modalism it basically collapses God
[1716] 3:13:57	not trinitarian knowledge yeah it's not trinitarian at all uh buddhism's tripolar yeah that's funny
[1717] 3:14:09	yeah so uh
[1718] 3:14:14	like my general thoughts here is is I'm I'm not a supporter of the doctrine of
[1719] 3:14:19	Eternal generation okay so a lot of that way that Creed was
[1720] 3:14:27	originally written is like for example in the Nicene Creed
[1721] 3:14:33	it talks about the sun proceeding from the father that's code speak for the doctrine of
[1722] 3:14:41	Eternal generation now for for those of you who don't know what the doctrine of internal
[1723] 3:14:46	Generations it was a form of uh trinitarian theology that you find in
[1724] 3:14:52	the early church particular it still holds to some extent in like Eastern Orthodoxy
[1725] 3:14:59	and the doctrine of Eternal generation is the idea that before the world was
[1726] 3:15:05	created Before Time itself
[1727] 3:15:10	God was one substance in one person and that he spun out the substance of
[1728] 3:15:17	the Sun okay and then the father spun out the substance of the Holy Spirit to have
[1729] 3:15:24	like three persons prior to the creation that's the doctrine of Eternal
[1730] 3:15:30	generation and it was a way for the early church to try to explain how God is both one in
[1731] 3:15:37	the Old Testament and Trinity in the New Testament
[1732] 3:15:45	there and there's there's problems with that view I mean it's still CL it's still a kind of trinitarianism but the
[1733] 3:15:52	problem is it's quite frankly unnecessary uh because what what athanasius
[1734] 3:16:00	essentially said was you don't need that you don't need that explanation
[1735] 3:16:06	you can just basically God was Triune always
[1736] 3:16:11	before even the foundation of the world and it solves certain problems in philosophy that I think are are much
[1737] 3:16:18	better it's a much better explanation such as how can be how can God be good
[1738] 3:16:26	if there was only God before creation well in a full affirmation Unitarian
[1739] 3:16:33	rubric you have the persons of the Trinity being good to each other so that's how you can get a good God
[1740] 3:16:41	out of a trinitarian point uh athenation trinitarian point of view
[1741] 3:16:48	oh yeah I'll agree with that uh wrestler athanasius was epic he was totally epic
[1742] 3:16:53	he was he he's a he was a fire brand he was a real Firebrand
[1743] 3:16:58	um I like that guy a lot I like him a lot and he was right he was right
[1744] 3:17:05	so um I do say for example I will I I reject the uh uh
[1745] 3:17:13	um the filial because I I reject it because I don't accept the
[1746] 3:17:20	underlying premise of Eternal generation that goal was into that so that's
[1747] 3:17:27	that's why I that's why I tend to reject that as well
[1748] 3:17:32	so uh
[1749] 3:17:39	no he's not a myth he was at the council and I see you but uh
[1750] 3:17:44	oh is he being facetious okay oh my my ass is being cheeky you're
[1751] 3:17:50	being cheeky also the cheek we can't always tell who's being serious
[1752] 3:17:56	and who isn't oh yeah we do get some very strange
[1753] 3:18:03	comments sometimes and um yeah uh oh no
[1754] 3:18:09	dark blade a new AI chat bot called fault gbt I think that's trash panda
[1755] 3:18:15	[Laughter] we already have an AI chatbot called
[1756] 3:18:21	trash panda you'll see it on on the Discord server
[1757] 3:18:30	[Laughter]
[1758] 3:18:38	oh yes the council that had Santa Claus you know the whole thing about about
[1759] 3:18:45	Saint Nicholas punching areas in the face um foreign
[1760] 3:18:53	it probably never happened but boy I'd so love it if it did I mean that was
[1761] 3:18:59	just [Laughter]
[1762] 3:19:05	ah okay we'll take this one too once it comes up here oh wait
[1763] 3:19:13	some quotes here from trash Panda trash Panda has no shame
[1764] 3:19:21	Greta says how dare you laughs
[1765] 3:19:31	wait guys Dr folk has a guitar in the background yes he does
[1766] 3:19:39	uh
[1767] 3:19:46	Saint Nicholas I just did Saint Nicholas punching areas
[1768] 3:19:51	in the face now we know the winner of that cage match [Laughter]
[1769] 3:20:01	oh dear
[1770] 3:20:10	it came apart I'm sorry I refuse to believe in a so-called Council that sought wisdom from tooth fairies and Easter bunnies
[1771] 3:20:16	people who believe that I mean there's people who really believe this I mean
[1772] 3:20:22	just some council could blame for everything I mean everything they that's just bizarre
[1773] 3:20:29	just bizarre
[1774] 3:20:36	all right ah so I think we're gonna take a few more
[1775] 3:20:42	Super chats or not super non-super chats here because I'm running out of coffee again
[1776] 3:20:48	uh
[1777] 3:20:55	oh dark blade oh you would ask me a geeky chronology question
[1778] 3:21:04	you know I can't resist a good chronology question uh I can't resist a good grammar
[1779] 3:21:09	question and I can't resist a good chronology question um
[1780] 3:21:15	and dark blade asks who was the who has the worst Egyptian chronology roll
[1781] 3:21:21	down or Roger Perlman I don't know Roger perlman's chronology
[1782] 3:21:28	um I haven't seen that but that just might be that I haven't encountered it or it's on my bookshelf and I just
[1783] 3:21:33	haven't read it okay so um I can't comment on on Pearlman down and roll I
[1784] 3:21:39	can comment on um both are atrocious but Downs is worse
[1785] 3:21:46	down is probably the worst one that I've encountered so far
[1786] 3:21:52	um and that's because he's basing it on Corville Corville and vilakovsky
[1787] 3:21:57	and uh down is kind of uh David down is a
[1788] 3:22:02	uh uh coreville maximalist and it's it's just garbage it's just
[1789] 3:22:09	garbage um
[1790] 3:22:15	you know anybody who follows Corville doesn't know what they're talking about really
[1791] 3:22:21	so yeah but you know what a lot of people followed down yeah down with down yeah
[1792] 3:22:28	well yeah we got the puns coming out you are down with down
[1793] 3:22:36	is he a real Downer okay [Laughter]
[1794] 3:22:43	well a lot of these guys are just trying to are are I mean you see a lot of young
[1795] 3:22:49	earth creationists support down Synology
[1796] 3:22:54	and the reason why they do it is because to try to get Egyptian chronology to fit
[1797] 3:23:02	with a 2350 BC date of the global flood
[1798] 3:23:07	and it just doesn't work just doesn't work so you know
[1799] 3:23:13	it's just it's it's terrible work terrible
[1800] 3:23:22	oh yes um Danny DeMent sad to see roles chronology
[1801] 3:23:29	seem seeming to pick up steam in some Circles of well yeah it does uh you can
[1802] 3:23:34	think patterns of evidence for that I mean that's really what got um
[1803] 3:23:40	uh what it got going is um it was really patterns of evidence
[1804] 3:23:45	that breathe new life into uh roles chronology
[1805] 3:23:51	and it's a terrible chronology we've actually tested uh three iterations of roles chronology
[1806] 3:24:00	in Groundhog and they're they're completely bankrupt all of them
[1807] 3:24:07	um they I've never seen um I mean besides I mean
[1808] 3:24:14	despite let's say coreville's technology which is a special case
[1809] 3:24:19	um it's one of the worst chronologies I have seen uh rolls chronology has 40
[1810] 3:24:24	points of internal inconsistency 40. it's
[1811] 3:24:30	it's impossible it's essentially an impossible chronology um let's see if I can put that up
[1812] 3:24:38	if we can do I'll put up a link here
[1813] 3:24:44	oh my God pull this up
[1814] 3:25:00	now you can see for yourself how bad this is
[1815] 3:25:08	let's go I'm gonna take me time to find unfortunately maybe I can do this quickly let me see here
[1816] 3:25:17	got poked into my server here just to see this but let me see like quickly
[1817] 3:25:34	[Music]
[1818] 3:25:44	okay roll two HTML okay so there
[1819] 3:26:10	now when you run this you do have to load the unsafe Scripts they're not unsafe we've used them all
[1820] 3:26:15	the time but if you want to see how bad roles chronology is here is you can see what the groundhog
[1821] 3:26:22	results are so
[1822] 3:26:29	there you go guys have fun with that you want a good laugh
[1823] 3:26:34	okay
[1824] 3:26:41	ratchinger beer Edition Dr Falk is it true that your best friend is inspiring philosophy
[1825] 3:26:47	don't confirm or deny rumors [Laughter]
[1826] 3:26:55	so so yeah um
[1827] 3:27:02	so I will never confirm nor deny that [Laughter]
[1828] 3:27:08	we are friends though okay let's see uh I'm gonna take a
[1829] 3:27:14	couple more Super non-super chats here and uh
[1830] 3:27:28	take a few more non super jets and then we're gonna call it a knight
[1831] 3:27:36	back to where I was uh you do have to go up into your it'll
[1832] 3:27:44	only work on certain browsers uh like it'll work on
[1833] 3:27:49	um um Komodo you have to go up into
[1834] 3:27:56	um you have to go up into you have to activate the scripts okay if you don't activate the scripts you won't
[1835] 3:28:02	see anything okay but I can show you just quickly on the
[1836] 3:28:10	yes let me just put up the window here and we can show you the window here so
[1837] 3:28:15	let me just get a put up a browser window
[1838] 3:28:22	browser okay
[1839] 3:28:44	window capture there it is all right
[1840] 3:28:52	uh Chrome might work but uh
[1841] 3:28:57	there's the window
[1842] 3:29:04	so let's say we rerun this okay um
[1843] 3:29:09	you'll have to go and activate the there will be usually
[1844] 3:29:14	an uh item in the top right where we have to upload the scripts or sorry up
[1845] 3:29:21	um working we're working fine in Edge okay that's cool um you just gotta have a lot of the scripts to work yeah so you can see here
[1846] 3:29:30	from all the red pink orange those are errors okay those are all errors
[1847] 3:29:39	uh in the case of say a light red or or sorry a
[1848] 3:29:46	orange-ish error those are errors that where the chronology is out of sync by two years
[1849] 3:29:54	or less the ones in the red are those that are in an error uh more than two years
[1850] 3:30:04	uh the the sequence the king lists the dynasties
[1851] 3:30:09	that are bordered in pink those are dynasties for which a
[1852] 3:30:15	a rational chronology cannot even be calculated because it's so badly wrong
[1853] 3:30:24	and you can just see this is just it's terrible
[1854] 3:30:31	and there's just this is just it's not a chronology that can be redeemed essentially
[1855] 3:30:38	so yeah so uh it tried five the uh according to the
[1856] 3:30:47	information from the testing Suite uh it tried 512 variations of Ross chronology
[1857] 3:30:56	this this this program really tries to make a chronology work
[1858] 3:31:02	so yeah my eyes
[1859] 3:31:07	hahaha [Laughter]
[1860] 3:31:17	yeah it's one of the it's it's one of the worst chronologies
[1861] 3:31:22	we've ever tested I mean we have tested other chronologies uh there was one that we did
[1862] 3:31:29	where somebody tried to redo the Kings of Israel uh using a compressed kind of
[1863] 3:31:37	dating system and it didn't work very well didn't work but it was nowhere near me it was nowhere near as bad
[1864] 3:31:43	as as David rolls I mean David rules is just
[1865] 3:31:49	yeah uh Yank A Yan alkovic says great Scott this is horrible oh yeah it's
[1866] 3:31:55	total I mean this is this is a train wreck what I found really odd about this is
[1867] 3:32:01	when you know David uh David rule has been asked about this you know uh why
[1868] 3:32:07	um his uh chronology isn't accepted and you know people say okay your your
[1869] 3:32:12	chronology is internally inconsistent and he'll go oh well that's an internal consistency oh that's something for
[1870] 3:32:18	future generations to fix I I love his I love his oh
[1871] 3:32:24	yeah he's trying he's trying to tell us that this is the right chronology
[1872] 3:32:29	and yet he he hand waves the whole idea of of internal consistency
[1873] 3:32:35	as something future people will fix for him
[1874] 3:32:42	[Laughter] yeah I agree BC looks like the back of
[1875] 3:32:48	an embroidery project yeah that's a that's actually I'll bring
[1876] 3:32:53	it back up here um that's actually a pretty good description yeah it does look a lot like the back of an
[1877] 3:33:00	embroidery project yeah it's it's awful now here's uh we'll compare this here
[1878] 3:33:07	I'll compare this to a chronology that actually works right beside it
[1879] 3:33:12	okay here's one that actually works
[1880] 3:33:17	and the one thing you'll see is it's all in green
[1881] 3:33:23	okay all in green
[1882] 3:33:29	so this is the dashboard uh for for groundhog so you can see how a how a properly
[1883] 3:33:36	working chronology Works how it's supposed to look
[1884] 3:33:43	versus one that's well um yeah like that
[1885] 3:33:53	so so that's that's a comparison and that's that's actually a good look at our
[1886] 3:33:59	groundhog uh basically how modern chronologists do chronology
[1887] 3:34:04	is we plug in the data and we get the computer to figure out the dates
[1888] 3:34:09	so um small part I'll take that question too
[1889] 3:34:16	because it's another geek one um Kimball Parks asks could one use a
[1890] 3:34:24	similar system to date events in the Bible yes it can be done uh the problem is going to be you're
[1891] 3:34:31	going to have to work this out you have to adopt it for Clans
[1892] 3:34:36	so if you adapt for Clans yeah you could do this there's no reason not to
[1893] 3:34:43	um but it's possible to do it's possible to do but again there's there's Inc
[1894] 3:34:48	there's how to say this um some of the dating that or the lifespans
[1895] 3:34:55	of the Clans have honorific transposition and that's going to be really really difficult to
[1896] 3:35:02	make that work because it's not doing that the dollar dose are not being done
[1897] 3:35:07	in a way that's sequential you know it's not being done in that way at all
[1898] 3:35:13	so uh clearly it's Exodus gods and Kings
[1899] 3:35:24	oh boy
[1900] 3:35:31	ugh too much work good it's a lot of work yeah yeah it's it's it is a lot of work it's
[1901] 3:35:38	a lot of work to do at chronology at least to do one in a way that's competent
[1902] 3:35:46	that's the problem I mean anyone can do a chronology
[1903] 3:35:52	uh and for the longest time anyone did do a chronology but it's it's really really difficult
[1904] 3:36:00	to to make one that is Works internal
[1905] 3:36:06	consistent and is potentially valid uh so
[1906] 3:36:12	yeah yeah it's it's not a game for dilettants it's not a game for amateurs
[1907] 3:36:18	but it does seem to play
[1908] 3:36:25	[Laughter] Camilla part ah so I can make it
[1909] 3:36:31	incompetent when effortlessly great and that's what
[1910] 3:36:36	there you go David down
[1911] 3:36:43	[Laughter] exactly why do you work when you can
[1912] 3:36:49	just make it up it's just like yeah okay um yeah exactly
[1913] 3:36:55	oh boy
[1914] 3:37:01	all right uh practicing sir wait does Dr Falk watch
[1915] 3:37:09	anime yes he does I do watch anime
[1916] 3:37:18	technology by dartboard oh yeah so so totally chronology by dartboard
[1917] 3:37:24	Ramsay's the second that most is the third same person right
[1918] 3:37:34	oh boy
[1919] 3:37:40	oh wow uh
[1920] 3:37:46	Michael gee says are you knocking data free analysis maybe just a little Maybe
[1921] 3:37:54	[Laughter] evidence evidence why would we use evidence
[1922] 3:37:59	are you kidding me the answers for chumps
[1923] 3:38:07	a truly great thinker doesn't need evidence [Laughter]
[1924] 3:38:16	okay and we've just had a really generous Super Chat here from uh Talbot Slade for 199.
[1925] 3:38:24	thank you so very much for the uh Super Chat and
[1926] 3:38:31	he asks why did Moses break the Ten Commandment tablets I heard it was not from anger I
[1927] 3:38:38	figured I would get you to drink more coffee yes okay um thank you
[1928] 3:38:48	okay ah because the Covenant was broken before
[1929] 3:38:54	it was even ratified okay here's the issue
[1930] 3:39:00	um with the with the Ten Commandments there's a
[1931] 3:39:06	um God creates the basically rights on the tablet with his own finger
[1932] 3:39:12	and you know he's he's before God and he's you know he's got these tablets
[1933] 3:39:20	and it goes down and he sees the Israelites
[1934] 3:39:26	you know God says he's gonna punish the Israelites and and Moses says no no no no no no
[1935] 3:39:32	don't don't punish them because otherwise the four nations will rubbish your name you
[1936] 3:39:39	know you don't want them to do that so you know have mercy on them and the
[1937] 3:39:44	more the Lord says okay I'll relent I'll relent And So It Goes Down
[1938] 3:39:52	and he sees what's happening he sees the gold bull now the golden
[1939] 3:39:59	calf probably only about yay big really probably really tiny
[1940] 3:40:05	it's not a big it's not a big it's not a big piece not a big piece and none of these Idols were big pieces
[1941] 3:40:13	I mean Hollywood portrays the golden calf as a big massive calf and it's not
[1942] 3:40:18	like that at all they're tiny they're tiny
[1943] 3:40:24	um but they are put on a a pillar of some kind so you know the people will see
[1944] 3:40:31	this and um so he sees that already the Covenant
[1945] 3:40:36	is broken before it's even ratified
[1946] 3:40:42	before the before the fine prints and the ink is sort of the uh the
[1947] 3:40:48	inscription is the dust is removed from the inscription it's already broken
[1948] 3:40:54	okay this is what we call a parabolic Act
[1949] 3:41:01	it's a parabolic Act an act to show a certain thing has
[1950] 3:41:07	happened okay where the act itself is is done
[1951] 3:41:14	to to convey something bigger and like for example uh an example of a
[1952] 3:41:20	parabolic Act is when the prophets I think it's uh Hosea marries
[1953] 3:41:28	um uh Gomer the prostitute the Harlot
[1954] 3:41:34	that's a parabolic act it's a parabolic act to show that Israel is herself been
[1955] 3:41:42	unfaithful she is the Bride of of of God
[1956] 3:41:48	and yet they're playing the Harlot okay so this is that was a parabolic act
[1957] 3:41:55	and this is a parabolic Act Israel already broke the Covenant before
[1958] 3:42:00	it's ratified and the ratification of that Covenant
[1959] 3:42:06	takes place when the Shekinah Glory fills the Tabernacle it fills the
[1960] 3:42:11	Tabernacle and God starts tabernacling with his
[1961] 3:42:16	people and this is at the same time too the
[1962] 3:42:22	um the act that the Israel likes to show their Obedience of the law is to keep
[1963] 3:42:28	the Sabbath Okay so um
[1964] 3:42:33	I'll take your follow-up question just a moment but let me finish up my thoughts here okay
[1965] 3:42:39	so by breaking the tablets he is showing the people that the Covenant with their
[1966] 3:42:44	God is now broken so it is it is it is a it could you
[1967] 3:42:50	could say it's a legal act but I'll just take your comment here and then we'll we'll leverage on that
[1968] 3:42:57	yeah uh Talbot ads I heard that a contract is broken by breaking tablets like Moses
[1969] 3:43:03	via God was pulling out his side of God was pulling out of his side of the
[1970] 3:43:09	agreement um
[1971] 3:43:14	it's not it's not how when a covenant is broken
[1972] 3:43:20	and this is a Susan treaty okay oh I should explain what southern treaty is
[1973] 3:43:25	a Susan is a foreign leader that conquers a city
[1974] 3:43:31	he conquers a city and he creates a treaty with the people
[1975] 3:43:38	a peace treat essentially a tree's treaty and in this Peace Tree there are
[1976] 3:43:43	terms and conditions okay in a lot of these peace treaties and we find a bunch of them in the
[1977] 3:43:50	ancient near East the suzeran basically says hey okay if
[1978] 3:43:55	you promise not to revolt and give me um tribute I will come back and break
[1979] 3:44:02	skulls okay but if you stop giving me tribute and you disobey I'll come back and break
[1980] 3:44:08	skulls okay so that's the terms and conditions of a Susan treaty so
[1981] 3:44:15	the way what happens is as soon as a Susan treaty is broken
[1982] 3:44:22	um the terms and conditions kick in
[1983] 3:44:28	so this is not how we would normally expect when a treaty is broken to be
[1984] 3:44:35	um to be shown basically this is something different this is
[1985] 3:44:42	something different but people did break Susan treaties all the time okay no one broke the copies of the treaties to show
[1986] 3:44:49	that the treaty that self is broken okay so this is something unique to Moses as
[1987] 3:44:54	Moses as say a prophet okay so
[1988] 3:45:00	what would happen is God would take his blessings away from from Israel and that's generally
[1989] 3:45:06	how God showed His blessings and his protection
[1990] 3:45:12	so that's how God that's that's sort of the Disobedience Clause if you disobey
[1991] 3:45:17	the Covenant if you break break the Covenant you'll have plagues you'll have cursing you'll have War you'll you'll
[1992] 3:45:24	have all that bad stuff okay so that's typically how that tree would
[1993] 3:45:30	have been um shown now
[1994] 3:45:35	um the agreement is in still in this this agreement is still in that negotiation phase when the tablets are
[1995] 3:45:42	broken so it has not been ratified okay it's not yet
[1996] 3:45:49	it's the agreement they the people already agreed to the terms and conditions of their Susan
[1997] 3:45:56	so they're already in a state of Disobedience when the tablets are broken
[1998] 3:46:05	so God wasn't pulling out of his side of the agreement but what Moses was showing was that
[1999] 3:46:12	hey okay you haven't even ratified this and you're already rebelling
[2000] 3:46:17	you're going to end up with all these these bad things and frankly Moses's
[2001] 3:46:24	anger does get the better of him here uh in fact his
[2002] 3:46:30	his punishment of the people more people died at Moses hand than at God's hand
[2003] 3:46:36	God is a lot more restrained about his judgment on the people
[2004] 3:46:42	then Moses is hmm
[2005] 3:46:47	the chemical part Moses angry unheard of yeah yeah he had a real anger problem
[2006] 3:46:55	um so much so he misrepresented how God would react
[2007] 3:47:02	and he did this a couple times in in Torah because he misrepresented what God said
[2008] 3:47:07	that's what ultimately denied him entry into the Promised Land
[2009] 3:47:16	well yeah that's that's my my producer here makes a great point this is a rewarding to people who are also
[2010] 3:47:21	self-righteous or have their own pet sins they can you if you misrepresent God
[2011] 3:47:31	problem that um can really you know
[2012] 3:47:36	not be a good thing for you in the long run okay
[2013] 3:47:41	you never want to disrupt misrepresent What the Lord Has
[2014] 3:47:46	is saying this is why we have to handle the scriptures with care we have to handle the scriptures with
[2015] 3:47:52	care tension detail we have to make sure we do our exeges properly we have to stop
[2016] 3:48:00	doing um uh proof texting you know
[2017] 3:48:06	we have to be responsible in how we teach the Bible so I think that
[2018] 3:48:13	that there's a lot of so and this is what happened with Moses
[2019] 3:48:20	Moses did misrepresent God in some cases especially when he strikes The Rock
[2020] 3:48:25	um and probably here too with the breaking of those tablets there's there's also a misrepresentation
[2021] 3:48:32	through a parabolic act now he's doing it through a parabolic Act but it is in a sense misrepresenting
[2022] 3:48:39	God's anger and in doing so Moses's anger goes
[2023] 3:48:46	berserk so uh so it's a half so so Slade
[2024] 3:48:53	um it's a half truth or tell yeah Talbot um it's a half truth that
[2025] 3:49:00	um let's get you back to your super chat here because it's actually there
[2026] 3:49:06	so the tier so here's what's the half truth um there's a mixture here of of Moses's
[2027] 3:49:13	anger but he's doing it as a parabolic act not to show that that the contract is broken
[2028] 3:49:19	this contract has not been ratified so that's what's sort of going on here
[2029] 3:49:25	so it's a bit of both it's got a parabolic act that
[2030] 3:49:31	he's showing through his anger okay so it's going to be
[2031] 3:49:36	uh it would be both so that's probably the best way to describe it because again uh in short
[2032] 3:49:44	um Susan treaties are not um nullified in this way
[2033] 3:49:50	Lutheran treaties have consequences so those are people agreed that suzeran
[2034] 3:49:55	treaty would be they've recognized the Susan and the Susan is then free to do
[2035] 3:50:02	whatever stipulations are enacted in the treaty so and in this case it's taking
[2036] 3:50:08	away God's blessing and protection so anyway thank you very much for that really really generous Super Chat we
[2037] 3:50:15	thank you so much it's a great question and I hope that helped
[2038] 3:50:21	okay uh we're good almost 10 minutes to midnight here uh we are going to
[2039] 3:50:27	take uh one more Super Chat probably and then we're gonna
[2040] 3:50:32	call it a night because I do have to go to work tomorrow
[2041] 3:50:42	okay and up here
[2042] 3:50:51	we need suser and t-shirts
[2043] 3:50:56	that's funny oh boy BC we need souser and t-shirts oh
[2044] 3:51:05	boy for for the podcast listeners it's spelled s-u-e space z e r i n
[2045] 3:51:17	oh boy uh
[2046] 3:51:24	uh okay um talba slave for another 199 a very
[2047] 3:51:31	generous Super Chat thank you so much for the Super Chat we really appreciate your support has really helped keep this
[2048] 3:51:37	channel going and is moving us towards full time and we really appreciate that okay and he asks
[2049] 3:51:43	uh did that three fish painting behind you come with the apartment or is it your own work okay it's three poppies
[2050] 3:51:49	it's three poppies and it was actually done by my producer
[2051] 3:51:56	so she's the artistic talent with the painting uh we all we both have our artistic
[2052] 3:52:02	talents but uh that one's not my work that's her work so
[2053] 3:52:09	um
[2054] 3:52:14	oh boy so anyway uh it's a great painting we love having it up there and it's it's
[2055] 3:52:21	just see where you could think I think it's three fish yeah I can see that
[2056] 3:52:27	um but it is actually three poppies so um thank you for the question thank you for that's that wonderful Super Chat and
[2057] 3:52:34	definitely did not come with the apartment I mean this compartment was kind of scroungy scroungy okay all right
[2058] 3:52:42	ah BC uh looking forward to hearing Dr Fox
[2059] 3:52:48	say quote and I don't have to work tomorrow because full time has been activated well that would be fabulous I would love
[2060] 3:52:56	that more since my um back did a took a real number this week on uh on uh at the workplace so uh
[2061] 3:53:05	yeah this the job is kind of killing me so I'd love to say that someday very
[2062] 3:53:10	very soon okay
[2063] 3:53:17	um I will take that last non-super chat if I can find one here and then we will call it a night
[2064] 3:53:28	see if I can find a nice one in the night on
[2065] 3:53:39	and if I don't like scan through this and I don't see it and it catches my eye we'll just call it a night then
[2066] 3:53:45	so we have taken a lot of non-super chats tonight so I don't feel real guilty about that
[2067] 3:53:51	I think everyone got a pretty fair treatment so we try to make sure that uh
[2068] 3:53:57	we we try to make sure that there's a lot of non-super chats that are answered so
[2069] 3:54:02	even though nothing would thrill me more than make this a three hour instead of a four hour live stream
[2070] 3:54:09	um uh we do want to be we do want to be fair about
[2071] 3:54:15	um how we do uh take take questions so
[2072] 3:54:27	we've already taken that one
[2073] 3:54:36	okay um
[2074] 3:54:49	uh okay I'll take this one actually take this one actually because actually it's a good one to end the Knight on
[2075] 3:55:11	I don't actually happen at my book here so uh the ark of the covenant
[2076] 3:55:18	that's in the uh the other room okay blank screen okay um
[2077] 3:55:25	uh Saint wrote In the Shadow saying and this is gonna be the last non-super chat of the night
[2078] 3:55:31	and he asks I plan on purchasing your book Dr Falk but would that require some
[2079] 3:55:37	type of beginner course for me before I even do so oh not not at all not at all
[2080] 3:55:44	um one of the things about the book is we
[2081] 3:55:50	we did it for a lay audience okay
[2082] 3:55:57	so it's written at a level that's really approachable uh we used a lot of humor in it
[2083] 3:56:05	the book is called the Ark of the Covenant in its Egyptian context and Illustrated Journey
[2084] 3:56:11	and it's it's design it's it's one of those weird sort of um it's a book that sort
[2085] 3:56:17	of broaches the the whole
[2086] 3:56:22	academic versus lay book so we have a lot of human a lot of
[2087] 3:56:27	pictures I mean you can enjoy this book just buy the pictures it's got over 100
[2088] 3:56:33	pictures in it and oh
[2089] 3:56:38	no shelf I put it on uh
[2090] 3:56:44	I think it's in here
[2091] 3:56:53	oh it is enough
[2092] 3:57:00	I put in my book rack I have a library cart beside my desk here
[2093] 3:57:07	uh Okay so
[2094] 3:57:12	here's the book okay now
[2095] 3:57:20	we have um table of contents
[2096] 3:57:26	which has humorous chapter titles such as
[2097] 3:57:31	discovering the Ark of the Covenant for the first time getting comfy with ritual furniture
[2098] 3:57:37	boxes and chests and arcs oh my shrines no tent like home
[2099] 3:57:44	Marks Art with a message and the arc and other extraterrestrial
[2100] 3:57:50	vehicles and finally the last chapter which is the conclusion the overarching
[2101] 3:57:55	context okay so he doesn't know which shelf it's on
