[0] 0:08	well there you
[2134] 1:53:19	well that obviously shows you that our
[2135] 1:53:23	your appearance here Patrick is just a
[2136] 1:53:26	coincidence
[2137] 1:53:27	correlation glory to our
[2138] 1:53:33	god oh glory to St Patrick for driving
[2139] 1:53:37	out the snakes he's here no snakes
[2140] 1:53:41	Patrick here no snakes can't you see
[2141] 1:53:46	it I change my name to Patrick and say
[2142] 1:53:49	hey you're welcome
[2143] 1:53:54	there's only one St Patrick the rest of
[2144] 1:53:56	us are just
[2145] 1:53:58	Patrick we sell them back into slavery I
[2146] 1:54:01	guess
[2147] 1:54:04	I he did pretty well there the first
[2148] 1:54:07	time can I shake St Patrick's hand and
[2149] 1:54:10	say May the May the Glorious name of our
[2150] 1:54:13	God be with
[2151] 1:54:14	you we could do that
[2152] 1:54:17	too Mary is better
[2153] 1:54:23	huh I I helped Carrie Mary because I
[2154] 1:54:26	threw her walking
[2155] 1:54:28	stick I just say you for you all I'm
[2156] 1:54:32	just gonna be ship from England has
[2157] 1:54:34	arrived to pick you all up and return
[2158] 1:54:37	you to your Seminary for remedial
[2159] 1:54:40	training all right well I want my I want
[2160] 1:54:43	to take the snake for my
[2161] 1:54:46	boots you you grab the the the husk of
[2162] 1:54:50	the snake over your shoulder and it
[2163] 1:54:53	starts shedding feathers all over you
[2164] 1:54:56	Mary picks up the feathers she'll keep
[2165] 1:54:58	she'll keep some feathers it'll make a
[2166] 1:55:00	great pillow let's go all right well
[2167] 1:55:03	that concludes the game you have you've
[2168] 1:55:06	driven out all the snakes in in
[2169] 1:55:09	Ireland St Patrick has claimed credit
[2170] 1:55:12	for
[2171] 1:55:15	it and you get a mangy corpse of a snake
[2172] 1:55:20	guys let's just celebrate
[2173] 1:55:22	let's celebrate that Leroy didn't
[2174] 1:55:25	die hey none of us did I was fully
[2175] 1:55:29	expecting a tpk and guess what snake
[2176] 1:55:33	tastes like chicken I think the dungeon
[2177] 1:55:36	master was keeping me
[2178] 1:55:39	alive well all right I I think damage
[2179] 1:55:43	from laughter was was definitely a Pity
[2180] 1:55:45	move
[2181] 1:55:47	well Guardian Angel POG Angel you had a
[2182] 1:55:52	Angel who was helping you out with the
[2183] 1:55:54	laugh thank you
[2184] 1:56:00	producer all ha St k
[2185] 1:56:05	k oh my gosh my face hurt so bad all
[2186] 1:56:09	right the P of sary students we're glad
[2187] 1:56:13	you could join us this year for our
[2188] 1:56:15	second DD game and we are going to
[2189] 1:56:18	continue with the live stream and take
[2190] 1:56:20	any questions that have come up so yeah
[2191] 1:56:22	what was Mama's Family we've had no
[2192] 1:56:26	questions so this might be very short
[2193] 1:56:28	which is a good thing anyway no this is
[2194] 1:56:34	Patrick it's 1 a all right we got one
[2195] 1:56:37	other thing we do have one
[2196] 1:56:40	reward for the
[2197] 1:56:42	game okay I don't know if I burned a lot
[2198] 1:56:45	of
[2199] 1:56:46	calories Mama finds a
[2200] 1:56:50	nest in the cave
[2201] 1:56:52	where she takes the eggs she finds a
[2202] 1:56:56	clutch of two
[2203] 1:56:59	eggs that we should sell in the
[2204] 1:57:03	market for ex as exotic pets flying
[2205] 1:57:07	snakes make excellent
[2206] 1:57:11	pets so
[2207] 1:57:13	French so
[2208] 1:57:16	French so thank you guys for joining us
[2209] 1:57:18	off student well she may be able to pay
[2210] 1:57:21	off her student they're in hot these
[2211] 1:57:23	other two jokers on an
[2212] 1:57:27	off they'll never get out of their
[2213] 1:57:29	student
[2214] 1:57:30	loans tarker used to be a comedian he's
[2215] 1:57:34	going he's going
[2216] 1:57:37	back as ination would you like some okay
[2217] 1:57:41	so we're gonna um uh sign you guys off
[2218] 1:57:43	here and again thank you very much for
[2219] 1:57:45	joining that's bubble machine by the
[2220] 1:57:48	way hi bubble machine
[2221] 1:57:52	bubble
[2222] 1:57:53	machine she made the mask by bub machine
[2223] 1:57:57	all right good night good
[2224] 1:58:01	night okay guys that was that was
[2225] 1:58:04	fun 18 Ministries 199 what even was
[2226] 1:58:11	that that has been a very very
[2227] 1:58:15	typical um uh DND games here at ETS and
[2228] 1:58:21	we do this once a year
[2229] 1:58:22	it's a special event and we just love
[2230] 1:58:25	doing this because it's so quirky and
[2231] 1:58:28	outside the box so uh this one this one
[2232] 1:58:31	was Legend absolute
[2233] 1:58:34	Legend uh Jack Ray says wow nice work on
[2234] 1:58:37	the masks yeah I love The Masks too yeah
[2235] 1:58:39	that that was that character uh Mary
[2236] 1:58:42	Bennett was just a fantastic character
[2237] 1:58:48	okay so we did have one Super Chat
[2238] 1:58:51	really early
[2239] 1:58:53	on uh from
[2240] 1:58:55	Cindy uh for $ thank you very much for
[2241] 1:58:58	the Super Chat we really appreciate that
[2242] 1:59:00	we may have missed this a while ago you
[2243] 1:59:02	asked for prayer for a health issue
[2244] 1:59:04	should we keep praying for this or are
[2245] 1:59:06	you better um I have recovered to a
[2246] 1:59:09	great extent thank you for
[2247] 1:59:11	asking um it was very serious and uh the
[2248] 1:59:15	prayers helped because certainly the
[2249] 1:59:18	doctors didn't so um I have recovered
[2250] 1:59:21	from it I've been recovered now for I
[2251] 1:59:23	think about three months so yeah I'm I'm
[2252] 1:59:26	actually praising God right now that I'm
[2253] 1:59:28	feeling a lot better so thank you very
[2254] 1:59:30	much for the prayers we really
[2255] 1:59:32	appreciate it and it was quite the scare
[2256] 1:59:34	so very much appreciated so we I
[2257] 1:59:37	basically recovered
[2258] 1:59:43	[Laughter]
[2259] 1:59:45	so let's
[2260] 1:59:49	see uh's this this up here
[2261] 1:59:52	[Music]
[2262] 1:59:55	oops
[2263] 1:59:57	okay uh dosman DNA Day game three next
[2264] 2:00:02	year should be Ultima 3 laugh out loud I
[2265] 2:00:06	loved Ultima 3 Ultima 3 was a great
[2266] 2:00:08	video game it was so
[2267] 2:00:12	fun uh very very good well game uh Lord
[2268] 2:00:16	brish and all that we don't know what we
[2269] 2:00:19	could do for next year yet that's too
[2270] 2:00:20	far off but we'll probably do this again
[2271] 2:00:22	next
[2272] 2:00:25	year this was too funny
[2273] 2:00:29	yeah uh 18 ministers for 199 could you
[2274] 2:00:32	explain the story of U's wife um not off
[2275] 2:00:38	the top of my head I don't know what you
[2276] 2:00:39	mean by uer um do you not understand
[2277] 2:00:42	that reference no no I don't understand
[2278] 2:00:43	it
[2279] 2:00:48	either
[2280] 2:00:50	okay uh thank you very much Jack Ray for
[2281] 2:00:53	uh gifting the channel 10 HD within the
[2282] 2:00:55	Bible memberships we really really
[2283] 2:00:57	appreciate
[2284] 2:00:58	it and he donated some I think a little
[2285] 2:01:01	earlier too if I'm not he donated yeah I
[2286] 2:01:04	see it uh five ancient Egypt and Bible
[2287] 2:01:07	memberships he donated at 9:43 thank you
[2288] 2:01:10	very much for
[2289] 2:01:11	that says it's in your book oh it's in
[2290] 2:01:14	my book oh okay okay okay now I know
[2291] 2:01:17	what you're talking about
[2292] 2:01:20	um okay uh I believe this is the one
[2293] 2:01:23	where he has to go ask his dead wife to
[2294] 2:01:25	spend money
[2295] 2:01:28	um if that if I if I remember that
[2296] 2:01:33	correctly yeah okay I believe this is
[2297] 2:01:36	the one about about um yeah what
[2298] 2:01:40	happened with I believe uh this is about
[2299] 2:01:43	the um one where and it's in one of the
[2300] 2:01:47	um dearl Medina
[2301] 2:01:49	texts where
[2302] 2:01:53	he wants to
[2303] 2:01:54	buy he wants to buy a carrying pole he's
[2304] 2:01:59	a laborer he's a
[2305] 2:02:01	laborer uh he's a laborer he has he
[2306] 2:02:05	basically carries stuff for a living he
[2307] 2:02:08	carries stuff for a living and he wants
[2308] 2:02:10	to buy a wood pole to make it easier for
[2309] 2:02:15	him to carry
[2310] 2:02:16	things but it sounds like she controlled
[2311] 2:02:20	the purse strings
[2312] 2:02:23	and she died and it was her
[2313] 2:02:25	money so he had to ask her from the
[2314] 2:02:30	afterlife or to the
[2315] 2:02:33	afterlife if he could spend her
[2316] 2:02:36	money even though she was dead even
[2317] 2:02:39	though she was
[2318] 2:02:41	dead so I mean it's really sad you know
[2319] 2:02:45	this is a guy who wants to make his life
[2320] 2:02:47	easier but he can't spend any money to
[2321] 2:02:51	make his labor
[2322] 2:02:53	easier so it doesn't sound like she he
[2323] 2:02:57	didn't have the money it sounds like she
[2324] 2:03:01	was a very frugal and probably not very
[2325] 2:03:04	forgiving woman in this life
[2326] 2:03:11	so so that seems to be what's going on
[2327] 2:03:14	it's just sort of some people do get
[2328] 2:03:16	into
[2329] 2:03:17	that uh mode of thinking where they just
[2330] 2:03:20	can't spend because
[2331] 2:03:23	they're sort
[2332] 2:03:25	of beaten up in this life so that seems
[2333] 2:03:29	to be what's what's going on there with
[2334] 2:03:30	u's
[2335] 2:03:32	wife
[2336] 2:03:35	okay
[2337] 2:03:39	uh no 18 Ministries has got another one
[2338] 2:03:42	uh for 199 thank you for the Super Chat
[2339] 2:03:45	will there be DND in
[2340] 2:03:49	Egypt not at this R not at this right we
[2341] 2:03:52	probably won't do it in
[2342] 2:03:54	Egypt uh but I did get I did get word
[2343] 2:03:57	from our um uh tour guide or tour uh
[2344] 2:04:02	vendor this
[2345] 2:04:03	um um uh this week I actually had dinner
[2346] 2:04:08	with him and he said that um the the
[2347] 2:04:11	tour is going ahead okay uh the tour has
[2348] 2:04:15	been
[2349] 2:04:16	greenlighted uh they are not going to be
[2350] 2:04:18	doing the extended tour so the
[2351] 2:04:22	the extension before and the extension
[2352] 2:04:24	after won't be done there wasn't enough
[2353] 2:04:26	people signed up for that but the main
[2354] 2:04:28	Court tour was still going ahead with so
[2355] 2:04:32	that's very positive uh so there will be
[2356] 2:04:34	a tour coming on in March and um we
[2357] 2:04:39	would encourage people that if you still
[2358] 2:04:40	want to go we did ask about final
[2359] 2:04:43	deadlines they said that um there's no
[2360] 2:04:47	official final deadline but what happens
[2361] 2:04:50	is they start charging you fees if you
[2362] 2:04:53	delay to to cover the extra expenses in
[2363] 2:04:57	airfare so if you want to go there's
[2364] 2:04:59	still opportunity for you to sign up and
[2365] 2:05:01	go on this tour of of of Egypt and the
[2366] 2:05:05	Bible but we do encourage you to sign up
[2367] 2:05:09	so that you can take advantage of the
[2368] 2:05:11	better pricing okay so hope that helps
[2369] 2:05:14	thank you very much for the Super Chat
[2370] 2:05:16	very much appreciated but I don't think
[2371] 2:05:17	that we're going to be doing D andd in
[2372] 2:05:19	Egypt
[2373] 2:05:25	okay uh ason we for $ 499 he says so
[2374] 2:05:29	tell us about
[2375] 2:05:30	ETS especially your likely encounters
[2376] 2:05:34	with
[2377] 2:05:37	AB wow this was an interesting
[2378] 2:05:41	conference very very
[2379] 2:05:44	interesting
[2380] 2:05:46	um let's
[2381] 2:05:49	see uh I
[2382] 2:05:52	listen to a paper by Scott stripping I
[2383] 2:05:55	listened
[2384] 2:05:57	to two from Peter gir
[2385] 2:06:00	vanderven and a third one from a guy I
[2386] 2:06:05	think his name is
[2387] 2:06:06	Wilby
[2388] 2:06:08	um and there's some real stories behind
[2389] 2:06:12	those uh we will we'll probably be doing
[2390] 2:06:15	a full video on these but um there was
[2391] 2:06:20	some some
[2392] 2:06:23	fireworks um the one especially the one
[2393] 2:06:25	with with vand derine that one was
[2394] 2:06:27	really
[2395] 2:06:29	um yeah they cut me off a mid
[2396] 2:06:32	comment they started um you know after
[2397] 2:06:36	the paper you know I started you know
[2398] 2:06:39	commenting on on the paper and they said
[2399] 2:06:42	no comments only questions and they just
[2400] 2:06:44	cut me off and a lot of people came up
[2401] 2:06:47	to me and asked me after well why why
[2402] 2:06:50	are they cutting you off you know what
[2403] 2:06:53	sort of paper is this that um that they
[2404] 2:06:58	cut cut you off mid mid sentence and
[2405] 2:07:01	it's like H this is an AVR thing
[2406] 2:07:05	okay
[2407] 2:07:07	so so yeah there was there was um there
[2408] 2:07:11	was some rudess there's definitely some
[2409] 2:07:14	rudeness um we also had some some people
[2410] 2:07:17	you know talk to us and on very friendly
[2411] 2:07:19	terms and you know there was some
[2412] 2:07:21	collegiality too so it wasn't all
[2413] 2:07:24	negative with with them but there was
[2414] 2:07:27	some negativity
[2415] 2:07:29	okay um Jack Ray
[2416] 2:07:33	asks 18 Ministries how does the pre-tour
[2417] 2:07:37	cancellation affect those who signed up
[2418] 2:07:39	for it shouldn't they take shouldn't
[2419] 2:07:41	they change the invoices uh you yeah
[2420] 2:07:44	they'll change the invoices they'll
[2421] 2:07:45	change the invoices and they'll give you
[2422] 2:07:46	credit for that so don't worry about
[2423] 2:07:49	that they'll have that in hand so so
[2424] 2:07:51	you'll if you've paid extra into it
[2425] 2:07:53	already for the pre-tour you'll get that
[2426] 2:07:56	credit and if you paid already the thing
[2427] 2:07:59	in full you'll get a refund so so there
[2428] 2:08:02	I wouldn't I wouldn't think there's any
[2429] 2:08:04	problem about that yeah they just can't
[2430] 2:08:07	do yeah they just they just can't do an
[2431] 2:08:10	extension for two people that's
[2432] 2:08:13	all all right uh Jack Ray did you talk
[2433] 2:08:16	to David wood no I didn't I saw him once
[2434] 2:08:20	but I didn't talk to him this time
[2435] 2:08:24	I did talk to a lot of other people
[2436] 2:08:27	though um people I didn't expect to talk
[2437] 2:08:31	to uh I talked to Wayne
[2438] 2:08:36	rudm I talked to Peter
[2439] 2:08:39	Williams I got a massive bear hug from
[2440] 2:08:43	Sam
[2441] 2:08:45	shunian um talk to uh
[2442] 2:08:49	Michael um Michael
[2443] 2:08:52	Brown I had a great time with IP so yeah
[2444] 2:08:57	there was there was some people I really
[2445] 2:08:58	got to to know pretty good at the at the
[2446] 2:09:02	conference so so yeah there was it was a
[2447] 2:09:04	neat conference uh got to talk to a lot
[2448] 2:09:06	of people a lot of people just hit me
[2449] 2:09:08	out of the blue and said hey hey you're
[2450] 2:09:09	Dr Faulk you know in fact that happened
[2451] 2:09:11	when we walked into the first hotel we
[2452] 2:09:13	walked in the first hotel I was like hey
[2453] 2:09:15	you're Dr
[2454] 2:09:16	Fulk um yeah
[2455] 2:09:22	uh Jack Ray says Sam see he seems to
[2456] 2:09:24	change in a good way yeah he was really
[2457] 2:09:26	effervescent it's just like wow um I
[2458] 2:09:31	mean I mean the guy he's big I he's a
[2459] 2:09:33	big guy it was a bear hug it was a bear
[2460] 2:09:36	hug I mean it was just like Dr folk I
[2461] 2:09:38	love your
[2462] 2:09:40	[Laughter]
[2463] 2:09:43	stuff like
[2464] 2:09:45	w I'm C Breeze
[2465] 2:09:56	[Laughter]
[2466] 2:09:58	oh mama says wow lame yeah the whole the
[2467] 2:10:02	whole cutting people off is lame um ason
[2468] 2:10:05	Weir uh were other people allowed to
[2469] 2:10:07	comment no but this was the strange
[2470] 2:10:10	thing um they made it questions
[2471] 2:10:15	only now this is really unusual for an
[2472] 2:10:18	academic
[2473] 2:10:19	paper uh where it's questions
[2474] 2:10:23	only um it's normal in an academic paper
[2475] 2:10:28	to not only ask questions but to allow
[2476] 2:10:32	comments to now you don't want you don't
[2477] 2:10:34	want someone to dominate the mic and
[2478] 2:10:36	just keep asking saying comments okay
[2479] 2:10:39	you don't want people make speeches to
[2480] 2:10:40	run out of the
[2481] 2:10:41	clock that's reasonable that's
[2482] 2:10:43	reasonable to cut off somebody who's
[2483] 2:10:45	been talking for like five minutes to
[2484] 2:10:48	give other people the chance to talk but
[2485] 2:10:50	it's not reasonable to cut off comments
[2486] 2:10:53	altogether it's the only session I was
[2487] 2:10:55	in that didn't allow
[2488] 2:10:59	comments okay it's the only one I was
[2489] 2:11:01	allowed to at other papers give comments
[2490] 2:11:04	like for example there was one on um the
[2491] 2:11:07	wet disc and the hezekia Hezekiah um
[2492] 2:11:11	seal where I was allowed to make
[2493] 2:11:13	comments and that was not a
[2494] 2:11:16	problem so
[2495] 2:11:21	uh Jack R paper not worth the paper it's
[2496] 2:11:23	written on yeah oh yeah it was a rubbish
[2497] 2:11:25	paper it was an absolute rubbish paper
[2498] 2:11:27	and we'll go we'll we'll do a Monday
[2499] 2:11:29	video where we go into all the papers
[2500] 2:11:31	that I attended and and really sort of
[2501] 2:11:33	say what was what was going on with each
[2502] 2:11:36	but you know that's point is you're
[2503] 2:11:38	supposed
[2504] 2:11:39	to let other experts critique it so you
[2505] 2:11:42	don't embarrass yourself you publish
[2506] 2:11:44	yeah I mean my producer said though
[2507] 2:11:46	that's the sort of thing that you expect
[2508] 2:11:48	to happen at at a conference paper is
[2509] 2:11:52	you give your paper other people
[2510] 2:11:54	critique it so that you don't make an a
[2511] 2:11:56	fool of yourself when you publish it but
[2512] 2:12:01	here's the thing
[2513] 2:12:03	about about the NES the ab and uh Vander
[2514] 2:12:08	they're not expecting anybody in that
[2515] 2:12:10	audience to know
[2516] 2:12:12	anything you know they were talking
[2517] 2:12:15	about Egyptian
[2518] 2:12:17	toponyms I'm the only egyp ologist well
[2519] 2:12:22	there was apparently one other there was
[2520] 2:12:23	a field egyptologist in the audience too
[2521] 2:12:25	but but um you know they didn't let the
[2522] 2:12:29	egyptologists speak on this subject at
[2523] 2:12:32	all comment on it so it was just it was
[2524] 2:12:35	just sort of an echo chamber they turned
[2525] 2:12:37	it into an echo
[2526] 2:12:41	chamber uh hey hey St ask topic of the
[2527] 2:12:44	paper uh the topic of the paper was um
[2528] 2:12:49	that vand derine claimed that he found
[2529] 2:12:52	three
[2530] 2:12:53	toponyms that indicated
[2531] 2:12:56	that um toponyms for tribes of of of
[2532] 2:13:01	Israel that dated
[2533] 2:13:03	to the uh 15th century BC essentially
[2534] 2:13:07	Dynasty
[2535] 2:13:09	18 so what he was trying to make the
[2536] 2:13:11	claim is well we find
[2537] 2:13:14	three um three instances of of of tribal
[2538] 2:13:19	names like um
[2539] 2:13:22	isachar Asher and
[2540] 2:13:25	Reuben in toponyms
[2541] 2:13:28	therefore the Israelites were in
[2542] 2:13:32	Canaan prior to uh during
[2543] 2:13:35	1446 or prior or um yeah um in Canaan
[2544] 2:13:42	during say the early Exodus so 1406 okay
[2545] 2:13:47	so that was his that was the core of his
[2546] 2:13:49	argument now it's it's a
[2547] 2:13:51	methodologically flawed argument it's a
[2548] 2:13:55	lot of his identifications were spurious
[2549] 2:13:59	they relied on things that were just
[2550] 2:14:02	didn't make
[2551] 2:14:03	sense um and a really poor understanding
[2552] 2:14:07	geography too really poor understanding
[2553] 2:14:11	so but no one got to say anything no one
[2554] 2:14:15	was allowed to say anything
[2555] 2:14:17	negative so if you're not allowed to say
[2556] 2:14:19	anything negative
[2557] 2:14:22	it's not a it's not a dialogue it's him
[2558] 2:14:32	monologuing 18 Ministries asks so is it
[2559] 2:14:36	only my wife and I who signed up for it
[2560] 2:14:37	darn three of us would have had a blast
[2561] 2:14:40	yeah well you're the only one who signed
[2562] 2:14:42	up for for the pre-tour there were also
[2563] 2:14:44	two other people that signed up for the
[2564] 2:14:46	Post tour
[2565] 2:14:48	too so um the post tour was also
[2566] 2:14:52	cancelled for the same reason
[2567] 2:14:54	so but the main tour is still on so
[2568] 2:14:58	we're we're happy for at least for
[2569] 2:15:01	that
[2570] 2:15:09	okay okay
[2571] 2:15:13	um down here uh Mama's next
[2572] 2:15:18	here um for $5 thank you the Super
[2573] 2:15:22	Chat that was the most fun I've had
[2574] 2:15:24	since my other home game dndd sessions
[2575] 2:15:28	thank
[2576] 2:15:34	you oh did I miss that oh okay yes I did
[2577] 2:15:39	um we'll get to that in a
[2578] 2:15:41	moment um yeah well you're most welcome
[2579] 2:15:45	this was this was a lot of
[2580] 2:15:46	fun uh 18 Ministries for 199 how would
[2581] 2:15:49	you rate this D and session epic this
[2582] 2:15:51	was epic uh the last one was epic this
[2583] 2:15:55	one was oh my gosh this was really this
[2584] 2:15:58	was crazy uh this was a lot of fun I
[2585] 2:16:02	enjoyed this a lot U this was a absolute
[2586] 2:16:05	blast absolute
[2587] 2:16:07	blast uh myut face your gut and face
[2588] 2:16:13	are I think all of our faces are aching
[2589] 2:16:16	at this point it's just I mean that was
[2590] 2:16:18	just that was just wow I mean it was
[2591] 2:16:23	nuts um we guys the worst rollers ever
[2592] 2:16:30	and do work on your Evangel
[2593] 2:16:34	evangelization pitches
[2594] 2:16:38	okay uh wellow the Patrick's the Patrick
[2595] 2:16:41	certainly would not have been uh and yes
[2596] 2:16:45	did get the origin of the P yes um let's
[2597] 2:16:49	see
[2598] 2:16:51	it's way up in the game oh it's way up
[2599] 2:16:53	in the game yeah um yeah for for you
[2600] 2:16:57	those of you who didn't catch it um the
[2601] 2:17:00	origin of the Patricks is from Lutheran
[2602] 2:17:03	satire okay and if you've never seen
[2603] 2:17:05	Lutheran satire it is hysterically funny
[2604] 2:17:08	we highly we highly recommend it so
[2605] 2:17:12	while we don't take a normally a
[2606] 2:17:14	position on denominations that is a very
[2607] 2:17:16	funny Channel okay
[2608] 2:17:19	so yes that's partialism Patrick came
[2609] 2:17:24	directly from that you know and he'll
[2610] 2:17:27	they'll point out when they try to be
[2611] 2:17:29	evangelized to you know sometimes these
[2612] 2:17:32	these errors that creep into
[2613] 2:17:34	evangelization messages
[2614] 2:17:37	so so yeah that's that's where it sort
[2615] 2:17:39	of all came
[2616] 2:17:42	from but this this DNA D and session was
[2617] 2:17:46	excellent I would I would rate this one
[2618] 2:17:48	very high it was funny it was
[2619] 2:17:51	entertaining and uh I I had a great
[2620] 2:17:57	time
[2621] 2:18:05	okay ason we from 199 thank you for the
[2622] 2:18:08	Super Chat how was your presentation it
[2623] 2:18:10	went
[2624] 2:18:11	excellent now what we did was we
[2625] 2:18:13	presented a paper
[2626] 2:18:16	on
[2627] 2:18:18	um doing YouTube for Christian Ministry
[2628] 2:18:23	and um and how to expand the gospel of
[2629] 2:18:26	Christ using YouTube okay and it was a
[2630] 2:18:30	packed house we had a
[2631] 2:18:33	full um we had a full
[2632] 2:18:36	crowd uh and um about I'd say about we
[2633] 2:18:41	took after the paper was over we took
[2634] 2:18:44	about we took questions for about 40
[2635] 2:18:46	minutes which is unheard of okay very
[2636] 2:18:49	few very few people answer questions for
[2637] 2:18:51	that
[2638] 2:18:52	long not an ETS paper okay and then we
[2639] 2:18:59	have yeah and then we had then we had
[2640] 2:19:02	people coming up to us afterwards and
[2641] 2:19:05	asking us to answer more questions in
[2642] 2:19:09	like you know little consultation
[2643] 2:19:12	sessions
[2644] 2:19:13	so kind of all day yeah I kind of went
[2645] 2:19:16	on all day yeah so uh I would read that
[2646] 2:19:19	highly successful for a paper
[2647] 2:19:22	so for everyone who prayed for you thank
[2648] 2:19:24	you for your pray yeah so for everyone
[2649] 2:19:27	who prayed for us thank you very much we
[2650] 2:19:29	really really appreciate
[2651] 2:19:33	that talvin slate I guess they figed a
[2652] 2:19:37	fist fight would break out well he
[2653] 2:19:40	wasn't even there this was over a zoom
[2654] 2:19:44	call you know this that's what was so
[2655] 2:19:46	crazy about this was uh the guy who who
[2656] 2:19:50	was giving the paper wasn't even
[2657] 2:19:52	physically there you know he was he was
[2658] 2:19:55	over in
[2659] 2:19:58	Germany
[2660] 2:20:00	but you know somebody asked me you know
[2661] 2:20:03	a couple days later you know why did
[2662] 2:20:06	they cut you off why did they why did
[2663] 2:20:08	they do
[2664] 2:20:10	that and um you know what else what can
[2665] 2:20:14	you say other than they don't like what
[2666] 2:20:15	you have to say they don't like
[2667] 2:20:18	criticism you know the whole
[2668] 2:20:21	neab has become an echo
[2669] 2:20:23	chamber and I think it's falling apart
[2670] 2:20:27	as an organization because it's it's
[2671] 2:20:29	become an echo
[2672] 2:20:36	chamber
[2673] 2:20:38	okay at Ministries uh asks what man
[2674] 2:20:42	machine alerts do you have lined
[2675] 2:20:44	up uh it's going to take me a little
[2676] 2:20:47	while toest what's what's happened here
[2677] 2:20:50	uh there's a but there's been a lot
[2678] 2:20:51	that's gone on I wouldn't say there was
[2679] 2:20:53	anything here um there will be a few
[2680] 2:20:57	Mana machine alerts uh we might talk
[2681] 2:21:00	about the mount Evel curse uh amulet
[2682] 2:21:03	again uh there's been an update on
[2683] 2:21:06	that but there hasn't been a whole lot
[2684] 2:21:10	else that I would say is really been
[2685] 2:21:11	cutting edge here um can you think of
[2686] 2:21:16	anything that was really other Cutting
[2687] 2:21:17	Edge other than maybe that not really
[2688] 2:21:19	cutting edge no it wasn't it was wasn't
[2689] 2:21:22	really that kind of conference this year
[2690] 2:21:23	was
[2691] 2:21:24	it
[2692] 2:21:26	no no there wasn't I wouldn't say there
[2693] 2:21:28	was really a lot of new stuff this year
[2694] 2:21:32	uh the papers were a little bit
[2695] 2:21:36	disappointing um one gentleman did ask
[2696] 2:21:39	if any said this was uh from his paper
[2697] 2:21:42	last year had anybody heard of it before
[2698] 2:21:45	nobody had so
[2699] 2:21:49	proceeded yeah so
[2700] 2:21:51	I wouldn't say it was it was a it was a
[2701] 2:21:53	great lineup this year oh lots of papers
[2702] 2:21:55	there was tons of papers but um I
[2703] 2:21:58	wouldn't say anything terribly new but
[2704] 2:22:02	we do
[2705] 2:22:04	have yeah we we do have we do have
[2706] 2:22:07	things coming up
[2707] 2:22:14	so
[2708] 2:22:17	okay uh when is the next popcorn review
[2709] 2:22:20	when I decide to do it um we have we
[2710] 2:22:24	have been thinking about doing another
[2711] 2:22:26	one uh but
[2712] 2:22:28	um uh that there's going to be some
[2713] 2:22:31	things that we need to do need to take
[2714] 2:22:32	care of so um in particular there is a
[2715] 2:22:38	we need to do some book reviews we
[2716] 2:22:40	promised to do some book reviews and we
[2717] 2:22:42	just haven't done them yet so we need to
[2718] 2:22:45	finish those up make sure we get that
[2719] 2:22:47	out
[2720] 2:22:53	[Music]
[2721] 2:22:55	uh no they
[2722] 2:22:57	didn't 8 Ministries is it worth it for a
[2723] 2:23:00	Layman to go to ETS oh yeah oh yes I I
[2724] 2:23:03	would say definitely worth it for the
[2725] 2:23:05	Layman and we did enjoy sting through
[2726] 2:23:08	couple
[2727] 2:23:09	sessions yep uh there are a few people
[2728] 2:23:12	on this channel that we did meet and uh
[2729] 2:23:16	like for example Nathan udon he was I
[2730] 2:23:19	mean we we read Ed him several times on
[2731] 2:23:21	the um and he's been a channel
[2732] 2:23:25	regular
[2733] 2:23:26	so yeah it's absolutely worth it for a
[2734] 2:23:28	Layman to go to
[2735] 2:23:30	ETS you'll learn a lot you'll learn a
[2736] 2:23:32	lot and the book room is definitely
[2737] 2:23:35	worth
[2738] 2:23:37	it our suitcase is not overweight but
[2739] 2:23:40	only it's under by like anoun well our
[2740] 2:23:43	suit case is not overweight because I
[2741] 2:23:46	took the big book and shoved it in my
[2742] 2:23:49	backpack
[2743] 2:23:51	you're carrying that I'm going to carry
[2744] 2:23:53	it yeah no well I can't manage the
[2745] 2:23:55	suitcase
[2746] 2:23:57	otherwise yeah this I'll show you what I
[2747] 2:23:59	got from the Crossway
[2748] 2:24:08	um uh I got this free book from from
[2749] 2:24:12	Crossfit
[2750] 2:24:14	Publishers um ruins Sinners to
[2751] 2:24:18	reclaim by uh
[2752] 2:24:21	um edited by David Gibson and Jonathan
[2753] 2:24:24	Gibson all right um I don't know what
[2754] 2:24:28	it's
[2755] 2:24:29	about um but this thing is massive it
[2756] 2:24:32	weighs a
[2757] 2:24:36	ton how many pages is
[2758] 2:24:43	this it
[2759] 2:24:46	is
[2760] 2:24:48	998 pages
[2761] 2:24:53	that is a big book that's a big book
[2762] 2:24:56	that Mama could use to kill a snake
[2763] 2:25:03	with so um absolutely it's a big book
[2764] 2:25:06	it's a heavy
[2765] 2:25:17	book okay um
[2766] 2:25:21	uh Jack Ray says check email it may help
[2767] 2:25:25	with paying extra for overweight luggage
[2768] 2:25:27	well thank you very much for the support
[2769] 2:25:28	of the
[2770] 2:25:29	channel uh unfortunately I can't check
[2771] 2:25:31	email uh here right now um we don't have
[2772] 2:25:35	the greatest connectivity and I don't
[2773] 2:25:37	have access to that email service here
[2774] 2:25:41	but I do appreciate the support thank
[2775] 2:25:43	you very much for for doing it we really
[2776] 2:25:46	appreciate it did you see TV's comments
