[0] 0:03	okay uh
[2123] 3:53:56	I agree I don't think it's likely to happen
[2124] 3:54:02	but I want to put it out there that hey I was game again
[2125] 3:54:08	that I wasn't intimidated by Tice Kennedy I'd be more than happy to do this a second time
[2126] 3:54:15	that's why I did that wrong handle next time
[2127] 3:54:20	yeah I'd be in for Mom handle too I'd love to take a crack at Ron handle
[2128] 3:54:28	I'm not afraid to run handle I just won't do it on myth division
[2129] 3:54:44	all I was saying before I'm uh just entertaining all the possibilities out there now I I think it's clear that the
[2130] 3:54:52	crossing is somewhere uh close to Egypt in the fact that you know these
[2131] 3:55:00	crazy guys like Ryan Wyatt place it in the Crossing in the Gulf of Aqaba it
[2132] 3:55:06	doesn't even fit with the biblical information we have no it doesn't it
[2133] 3:55:11	three four days Hebrews Jews rabbis placed it at Max
[2134] 3:55:17	seven days let's say even seven days but all the way to the Gulf of Aqaba is more
[2135] 3:55:23	than 70. so all the names plus all the names Hoffmeyer does a good job placing them
[2136] 3:55:30	in in Egypt so the crossing has to be there without a doubt
[2137] 3:55:35	but I'm entertaining all the possibilities for the location of the mountain as I personally find it too far
[2138] 3:55:43	for Moses and consider it dangerous for him to travel this long I know you you
[2139] 3:55:51	you try to to answer that you do have the argument with the Wilderness or the
[2140] 3:55:57	west but we don't know the exact location of where Moses was living with
[2141] 3:56:03	his father-in-law no we don't have look here's the thing
[2142] 3:56:08	we don't have precise uh geographical information for
[2143] 3:56:13	Mount Sinai we've got a rough approximation yeah that's the best we can do yeah
[2144] 3:56:21	now within and on sign within the Sinai Peninsula there are probably I think 12 candidates for Mount Sinai
[2145] 3:56:31	um Jebel um was it Saint Catharines is just one of the 12 candidates
[2146] 3:56:38	yeah there's there's a whole lot of possibilities where Mount Sinai can be
[2147] 3:56:46	we do know it has to be between the uh Wilderness of Zen basically the
[2148] 3:56:55	Wilderness uh oh we know we're awfully where that is
[2149] 3:57:01	and the western side of Midian and we know roughly where that is which
[2150] 3:57:07	is the eastern part of the Sinai sorry yeah the eastern part of Sinai
[2151] 3:57:14	so it has to be between there somewhere we don't know exactly where
[2152] 3:57:23	but so that that does sort of limit it to the Sinai Peninsula
[2153] 3:57:28	after that we don't know yeah
[2154] 3:57:35	well thank you for all the information I gotta go to bed
[2155] 3:57:41	you sleep yeah I try to sleep
[2156] 3:57:47	well it was great pleasure having you here tonight my pleasure sorry if I talk to any
[2157] 3:57:52	nonsense I put it on the late hour it's 6 a.m here all right look he didn't talk any nonsense he asked some really great
[2158] 3:57:59	questions you pushed back fair enough we we're all about pushback here
[2159] 3:58:05	we're all about you know you know kicking the the tires on the car
[2160] 3:58:12	and you know we don't necessarily agree but hey
[2161] 3:58:17	now at least we're thinking about this and if we think about this you know we might come to the right conclusion down
[2162] 3:58:22	the road I I'm not bought on any of the sites either so I'm I'm just working
[2163] 3:58:28	through processing all the data that's the point on that I get it I get it
[2164] 3:58:33	you're working this through and you know we're all working this through yeah okay thank you very much my pleasure I'm
[2165] 3:58:42	having a review coming on my channel next week of your book and I'll give you
[2166] 3:58:47	a link and I would I would ask you if you want to talk more about your book I
[2167] 3:58:54	have many questions I wanted to get answered about the Ark of the Covenant yeah I don't know we'll talk about it
[2168] 3:59:01	maybe sure I'd be happy to do that yeah okay yeah yeah of course we know your reviews
[2169] 3:59:08	you're just gonna say how terrible his book is right he's gonna rip it apart
[2170] 3:59:14	not true I was telling him
[2171] 3:59:20	myself my seven year old my seven-year-old loved it so
[2172] 3:59:26	um [Laughter]
[2173] 3:59:34	to egyptology buttons and books appropriate for his age and I told him
[2174] 3:59:40	about you and he knows who you are and so on and trying to teach him here and
[2175] 3:59:46	there you do realize he's going to become an egyptologist now right
[2176] 3:59:52	you've doomed him no I I enjoy the books I actually agree
[2177] 3:59:59	with your conclusions on the limit you put based on the
[2178] 4:00:04	characteristics of the Ark of the Covenant and I think you can actually
[2179] 4:00:10	push it even closer to the marnepta steel Steely so that makes it closer to
[2180] 4:00:16	an interval of about 180 years yeah but I have to be conservative with
[2181] 4:00:21	my conclusions I agree I know I know some don't accept them or
[2182] 4:00:27	not the steel there are very few
[2183] 4:00:32	I was reading them in the five music Five Years on The Exodus I disagree with
[2184] 4:00:37	them but yeah there's some out there okay have a good
[2185] 4:00:45	one you too you have a great night
[2186] 4:00:52	and then there were four [Laughter]
[2187] 4:00:58	you mean the full piles in heaven or Sith Lords [Laughter]
[2188] 4:01:07	I was told that this would be amazing I'll wear all leather be a little
[2189] 4:01:18	while wearing black but I had on the blue shirts I don't think I qualify um
[2190] 4:01:27	by the way I rewatched your um last night you mentioned about the the
[2191] 4:01:33	junk what's it called the junk spiritual food oh spiritual junk food
[2192] 4:01:39	my q a last night yeah and then you spoke about there's a video that you
[2193] 4:01:44	uploaded on it's connected to camera and it's connected to um oh the seven deadly sins
[2194] 4:01:50	of YouTube apologists yeah I noticed that your top videos actually
[2195] 4:01:57	are um engaging with critical Scholars like the Bowen videos the kip Davis ones
[2196] 4:02:04	um the Michael Jones one is still up there like I think the second most viewed
[2197] 4:02:10	um yeah that's bizarre how that sort of has persisted yeah
[2198] 4:02:15	but I but I re-watched the one with Kip Davis the clown one and specifically
[2199] 4:02:21	the the player like you you bring up my super shots to uh
[2200] 4:02:27	Derek um about that Psalm 97 yeah I just that was that was hilarious
[2201] 4:02:34	I just watched the urge to like the the uh live stream that you guys did and in
[2202] 4:02:41	responding to oh Kip Davis and Dr baraz and I was and holy crap I mean like this
[2203] 4:02:51	stuff if if they were or doing like I would expect this from like a pop up
[2204] 4:02:57	level atheist but not a scholar like Davis yeah I mean I feel the thing is I just
[2205] 4:03:07	I I actually like after watching that because it's been nine months since that
[2206] 4:03:13	happened and yeah Sparks were flying because I did I was I wasn't offended but I was
[2207] 4:03:19	taken aback by his comment that he called me like officially he's he labeled me the Deepak Chopra of
[2208] 4:03:25	apologetics and I'm just so that if you remember David that's at
[2209] 4:03:32	the start of that stream I asked him I sent a super chat I do you really think I'm a default Chopper and he apologized
[2210] 4:03:38	but at the same time he's just like but what I hear you know it sounds
[2211] 4:03:44	pretty out there and I'm just like okay fair enough that's that's his that's his opinion and then um when someone raised
[2212] 4:03:52	uh a comment um about the so-called Evolution from polytheism to monotheism then he used
[2213] 4:03:59	Psalm 97 as evidence for that supposedly that because the word Elohim appears
[2214] 4:04:04	that and he he reads another politistic reading so then I asked okay but hang on angeloy is
[2215] 4:04:13	mentioned in the like the septusian translator took Elohim there and made an angel
[2216] 4:04:20	so how is that up in the evolution when the septusian translator is is seeing in
[2217] 4:04:27	that word Elohim to be what Heiser called The Divine council members it's not that Yahweh is one of the Elohim
[2218] 4:04:35	uh subordinate to L and so then
[2219] 4:04:40	just as David Falk was taken aback by his response so was I even in the moment where he
[2220] 4:04:47	goes to like Deuteronomy 32 and then he reads verse 7 of Deuteronomy
[2221] 4:04:52	32 that has not that's not even verse 8 of Deuteronomy 32 it's to do with like the fathers will teach you about the
[2222] 4:04:58	days gone by and I'm just like man what where is he going with this like
[2223] 4:05:06	yeah you know when I clarified at Psalm 97 um he then said
[2224] 4:05:12	um that um oh he is like here's again the police
[2225] 4:05:18	opposition here's evidence that the the Jewish scribe the Septuagint guy
[2226] 4:05:26	uh was presupposing its Angel not realizing that
[2227] 4:05:32	um in other words he was he's a monochistic Jew
[2228] 4:05:37	um trying to introduce their monotheistic like uh interpretation of the passage
[2229] 4:05:45	but again he has no evidence for that he has no proof of that and um so anyway
[2230] 4:05:59	yeah this is why I always ask when people ask me about a person
[2231] 4:06:06	passage in Scripture give me the book of the Bible give me the chapter give me verse
[2232] 4:06:14	because if you presume to know your mind reading whoever's asking the question
[2233] 4:06:22	you're going to end up in trouble that way yep did not it did not understand that
[2234] 4:06:29	you know he maybe asked the person maybe asking a question that
[2235] 4:06:35	may not relate to the verse you're thinking he's thinking of
[2236] 4:06:43	so it was risky that was a risky move on his behalf and it didn't turn out well
[2237] 4:06:52	now it's just that I'm seeing these videos like the popular ones if we click because YouTube's changed its formats if
[2238] 4:06:58	you click on yeah the most popular uh yeah those videos have actually aged
[2239] 4:07:05	very well like oh like like generally speaking when you re-watch them
[2240] 4:07:10	you for example last night when I rewatched some of those clips I'm thinking wow um
[2241] 4:07:15	there are things that I didn't pick up on initially that I like in hindsight now of say in the last nine months of
[2242] 4:07:22	further research and studying you you there's even more things to learn so yeah I just recommend everyone
[2243] 4:07:29	just go re-watch uh all the videos again and um yeah
[2244] 4:07:35	absolutely now one thing that's that like you know came up in in those videos was like it
[2245] 4:07:43	it I'm sorry if this is getting like too off topic but like like you know oh they
[2246] 4:07:49	talked about like they were saying you weren't a Biblical scholar and like that
[2247] 4:07:55	one video I know you you talked you did describe yourself as a Biblical scholar but then I remember or or in the
[2248] 4:08:04	interview you did on capturing Christianity you said you weren't a Biblical scholar so like it what what's
[2249] 4:08:11	going on there okay what's going on there is that I have
[2250] 4:08:17	graduate Level Training in biblical scholarship okay
[2251] 4:08:23	my my whole background is that I have my PhD in egyptology
[2252] 4:08:29	but I have three master's degrees I've got a master of arts in near Middle
[2253] 4:08:36	Eastern civilizations a master of arts in uh near Eastern and
[2254] 4:08:44	biblical languages okay and I have a master of divinity
[2255] 4:08:53	so I have done tons of work in biblical scholarship
[2256] 4:09:02	but I also have this sort of core uh training in egyptology
[2257] 4:09:11	so when we when we talk about you know what do you do when you uh have
[2258] 4:09:17	specialization in one field and want to pick up specialization another
[2259] 4:09:23	most people don't do two phds
[2260] 4:09:28	typically what you generally do if you want to pick multiple specializations
[2261] 4:09:34	is you do your PhD in one field and then you pick up multiple Masters
[2262] 4:09:40	along the way to gain that expertise in other fields
[2263] 4:09:47	that's typically how it works okay so would you
[2264] 4:09:54	oh oh oh to sum it all up would you say
[2265] 4:09:59	that you're a Biblical scholar in the sense that you know you've done uh a plenty of
[2266] 4:10:06	work in that area and you have like master's degrees is in that area but you're not a Biblical scar in the sense
[2267] 4:10:13	that your PhD is not technically in biblical studies is is that an accurate
[2268] 4:10:18	way of summarizing it no um what I would say is that my primary focus is in egyptology
[2269] 4:10:27	but I have done sufficient work in say the book of Exodus
[2270] 4:10:34	to be a Biblical scholar in the field of the pentateuch
[2271] 4:10:40	I know the pandemic Inside Out upside down
[2272] 4:10:46	I know my pen took really well all right hey
[2273] 4:10:51	okay it is so like your biblical scar in the sense that
[2274] 4:10:57	like you know oh in that sense but like it's but like
[2275] 4:11:04	you're probably most people most illegal Scholars especially in one area
[2276] 4:11:10	okay most biblical Scholars are Specialists we're all specialists
[2277] 4:11:16	okay none of us are generalists and we have to keep that in mind that
[2278] 4:11:22	we're talking about the Divide between generalist and specialist
[2279] 4:11:30	we're all whether it's I mean all Old Testament umbilical Scholars are going
[2280] 4:11:36	to be specialized in one area that's pen took some go say to Genesis or Exodus or
[2281] 4:11:44	whatever some will specialize in say Ezekiel
[2282] 4:11:51	Daniel second temple literature every biblical scholar is going to be
[2283] 4:11:57	specialists in one area down my particular case I'm specialized
[2284] 4:12:04	in Exodus and egyptology
[2285] 4:12:11	okay
[2286] 4:12:17	oh it's really going to going to depend upon what we're talking about as far as specialization uh hello
[2287] 4:12:24	hi swissy oh hey Dr Falk
[2288] 4:12:29	uh this is my first this is my first time using a stream yard so um I'm kind of new around here
[2289] 4:12:35	welcome so what you guys been talking about lately
[2290] 4:12:43	[Laughter] it was a debate
[2291] 4:12:49	oh that oh that oh that oh yes oh that happened that's pretty cool
[2292] 4:12:54	you didn't watch it I had a busy day today uh high school
[2293] 4:13:00	stuff it's busy I've had to do reports and stuff shame on you oh dude watch the debate
[2294] 4:13:10	I I did watch the debate man it's just that was a dumpster fire
[2295] 4:13:17	yipes well it makes you feel better I've been
[2296] 4:13:22	working on a report from my uh school over about an essay about the existence of God
[2297] 4:13:30	cool yep also you're not still you're not you're
[2298] 4:13:36	not still mad about what happened between you and Kip right about my question what
[2299] 4:13:41	you're not still yeah remember Kip Davis about the the question I posted about Deuteronomy oh yeah tip
[2300] 4:13:48	who's he [Laughter] yeah like seriously I entered a apologetics
[2301] 4:13:56	Discord chat and once when I said I'm Swift C literally an hour later they said oh you're that guy that started the
[2302] 4:14:02	controversy between Falcon and Kip Davis I'm all like
[2303] 4:14:10	chip has gone underground entirely since that clown video I hope he's doing okay
[2304] 4:14:15	seems like a smart guy he's eating himself alive
[2305] 4:14:25	no he's still bitter he's still himself and then you know you can't you can't do
[2306] 4:14:30	anything about that oh true I guess all we can do is just pray for him you know sure
[2307] 4:14:38	yeah I would recommend that that's a good approach pray for him yep
[2308] 4:14:43	yeah so yeah he's decided to move on yep that's a good that's good if he's
[2309] 4:14:50	moved on moved on though
[2310] 4:14:57	me yes me or swissy both of you
[2311] 4:15:03	uh yeah I don't really I don't really care about about uh Kip one way or the other
[2312] 4:15:09	uh I still think it's kind of funny wait Swift C I recognize your name I
[2313] 4:15:16	think during my Q A's yes I think you made me the moderator I believe
[2314] 4:15:22	okay sweet wait are you behind the Contra I didn't know this behind the
[2315] 4:15:28	what yeah he was [Laughter] accidentally did you send a super chat
[2316] 4:15:34	or something like what all are you supposed to explain this
[2317] 4:15:41	this is interesting yapes you don't need to by the way it's like
[2318] 4:15:47	explain what no I I didn't know to be honest I didn't
[2319] 4:15:53	know how the whole thing started to begin with now it's sort of like like what
[2320] 4:15:59	uh the thing between Kip Davis or something yeah what are you talking about um
[2321] 4:16:05	oh yeah I I don't know I just I just I mean the the Deuteronomy 32 question
[2322] 4:16:10	with Yahweh and Elle it's something that had been bugging me for a while like the arguments by Heiser and Mark Smith I
[2323] 4:16:15	just thought you know what I'm just gonna ask this question on the Q a and then one thing led to another about it being bada boom
[2324] 4:16:24	no it was on Fox um uh the Q a
[2325] 4:16:31	wait which is one of the lives Davis was watching your q a
[2326] 4:16:37	that's the only explanation like for him to be aware of what you were saying
[2327] 4:16:43	I'm confused now you've selected that particular q a yeah but how did Kip if you're saying
[2328] 4:16:51	you sent that question to David then okay here's here's sort of the whole whole story
[2329] 4:16:57	okay I had a I had critiqued Josh Bowen
[2330] 4:17:04	uh his interview on myth vision
[2331] 4:17:09	where Josh Bowen goes after you know not just biblical archaeologist
[2332] 4:17:15	but you know Hoffmeyer kitchen Etc
[2333] 4:17:21	so I mean I just I just laid into him on that and then sort of a week later we have
[2334] 4:17:28	this q a on my channel where sister Swifty talks about
[2335] 4:17:35	uh Deuteronomy 32.
[2336] 4:17:40	and Kip and Company take this opportunity to
[2337] 4:17:48	critique my q a on my answer on the Q a
[2338] 4:17:58	so that was sort of the whole back story there
[2339] 4:18:07	and that's how I became Infamous and the apologetic and counter-apologetic community
[2340] 4:18:13	thank you all right so in other words you
[2341] 4:18:19	by critiquing Bowen they got a little bit butt hurt exactly of course they kept a close eye
[2342] 4:18:26	on your further q and A's and then when Swifty asked that question about
[2343] 4:18:31	that polytheistic Evolution so to speak of you know from polytheism to monotheism
[2344] 4:18:37	that then to have a go at you uh that's how it
[2345] 4:18:42	started I see so exactly right
[2346] 4:18:48	so swiftly don't don't don't beat yourself up it's just one of those they're keeping
[2347] 4:18:55	an eye on on David and yeah
[2348] 4:19:01	there was that live stream with Dr Oz as well you know oh yeah oh that
[2349] 4:19:07	that's on me and I'm proud to you know admit that so thanks Oz has a mouth on him
[2350] 4:19:17	I approached David I was like look they're gonna they're gonna like
[2351] 4:19:24	for some reason they just have it in for David so they're gonna do the stream and
[2352] 4:19:29	it was like officially in the moment like hey do you want to do something wild we can we can stream simultaneous
[2353] 4:19:35	to that stream and David was like you know what let's do it
[2354] 4:19:41	you had stuff to do you have plans and then you know you you I was really busy that day it was just like this couldn't
[2355] 4:19:48	have come at a worse time yeah but it turned out great it did it turned
[2356] 4:19:56	out incredibly well yeah especially when odds came on your
[2357] 4:20:01	Channel that's no that's but that's my point it's like okay
[2358] 4:20:09	yeah oh yeah that was so cool
[2359] 4:20:15	I love when he just has called all of your or peer-reviewed work BS without a
[2360] 4:20:21	bothering to justify it it
[2361] 4:20:27	like all your work just [ __ ] you know
[2362] 4:20:34	yeah you could barely go here and sentence together from what I recall I remember watching that again
[2363] 4:20:44	and what what made it I mean again this is no ill will uh or like a like a job
[2364] 4:20:49	at Bowen but he didn't even make it like it was meant to be him Kip
[2365] 4:20:56	than some other Canadian dude and and Oz
[2366] 4:21:02	but yeah it was a no-show for a lot of them you don't mean the Canadian atheist
[2367] 4:21:07	right or friction I heard uh well it's supposed to be Mr mustache too
[2368] 4:21:13	much dude who's like a I think like an archaeologist or something but I mean mustache was supposed to be on there and
[2369] 4:21:20	I mean frankly he's turned out to be a pedophile of oh
[2370] 4:21:27	yeah he's gone to ground now oh geez wow
[2371] 4:21:34	oh wait where are my manners hello to the panel how are you guys doing today hey stroller hey what's going on
[2372] 4:21:42	it's okay with myself when I entered the chat either
[2373] 4:21:49	same here I didn't even I didn't even say where I was calling in and from
[2374] 4:21:54	um Palm City Florida or Vancouver Canada
[2375] 4:22:01	yeah Southeast corner of the world
[2376] 4:22:07	Philippines yep you guessed
[2377] 4:22:12	wow I'm uh even even more sales to you directly
[2378] 4:22:25	just came from church I don't know oh nice still Saturday here so I'm not
[2379] 4:22:33	in church yet don't worry I'm not I'm not here to be
[2380] 4:22:39	talking about musical abilities or cage fights none of that at all
[2381] 4:22:47	hey the only cage fights we entertain here is Bach versus anyone
[2382] 4:23:00	bug versus any musician musician okay he's right right there
[2383] 4:23:06	laughs [Laughter]
[2384] 4:23:15	uh so uh yeah you guys were talking about like old opponents like Oz or Kip
[2385] 4:23:22	Davis uh somebody about Josh Bowen too and I guess a crystal Mouse over here
[2386] 4:23:30	says that um he he probably sent that to meth Vision
[2387] 4:23:36	just to see some drama or I don't know maybe maybe that certain someone just doesn't like your guts
[2388] 4:23:42	I mean why would he send it to you everyone hates me everyone hates me
[2389] 4:23:48	oh yeah The Atheist hate me the early years hate me everyone hates me
[2390] 4:23:54	an almost hated person in Christianity but that again that's further hypocrisy because when you critiqued IP
[2391] 4:24:02	you know IPS Exodus video uh they had it in for IP just because
[2392] 4:24:08	he's doing really well you know youtube-wise and
[2393] 4:24:13	he is I mean uh you know both
[2394] 4:24:19	they have it in for him as far as uh apparently IP is not careful in reading
[2395] 4:24:26	the scholarly literature blah blah and and then I I'm I was also sort of like drawn in as well when I when I critiqued
[2396] 4:24:33	IP I was that most hated person on YouTube for two weeks
[2397] 4:24:45	oh my my subscriber rate went down for two
[2398] 4:24:52	whole weeks during that whole IP thing that's amazing
[2399] 4:24:59	but just to clarify um you uh you were loved by bone and Kip
[2400] 4:25:07	oh yeah they were using you like oh look at this professionally photographers and
[2401] 4:25:14	ironically a Christian critiquing for them you were ammunition to really like
[2402] 4:25:20	like come on come on IP really hard they don't really love Dr Falk they don't
[2403] 4:25:27	really like Dr Fox let's just say hey the enemy of my enemy is my friend kind
[2404] 4:25:33	of case but then when you started going after Kip Davis all right now we hate you we don't like you anymore
[2405] 4:25:38	[Laughter] what made it so ironic is that I mean I
[2406] 4:25:45	did like I mean I mean what did uh was kind of like the grace Factor there was
[2407] 4:25:51	the part where your laughter Dr Falk just basically became a meme like a meme
[2408] 4:26:00	I've watched that for more than 10 times [Laughter]
[2409] 4:26:07	and then I got into trouble by the way when I took the package of evidence video of The Ten Commandments magically
[2410] 4:26:12	appearing on on that rock face and then I used David's laughs
[2411] 4:26:19	and I sent it to David and David was like this is like you know required watching
[2412] 4:26:27	so uh I mean that that whole IP video when I
[2413] 4:26:34	critiqued uh Exodus ReDiscover this time I had been
[2414] 4:26:41	out in downtown Vancouver pounding pounding the streets you know doing work
[2415] 4:26:48	I was tired I came home it's like oh crap I have to do this video because
[2416] 4:26:55	I was being pestered my my subscribers I said hey IP has done
[2417] 4:27:01	this video you got to respond to it you have to really
[2418] 4:27:07	oh okay so I was tired I made myself some popcorn because I
[2419] 4:27:14	didn't have time to make myself anything like thinner that this is what made it epic though because it's in it's like
[2420] 4:27:21	there's an innocence in that and there's like a impromptu in the moment like I've got my popcorn
[2421] 4:27:26	it's like and basically I was I was hungry I was
[2422] 4:27:33	tired I was I mean I was at work I mean it was just like oh my gosh I don't want
[2423] 4:27:40	to do this and here I am being pestered by my my subscribers going
[2424] 4:27:46	uh you gotta respond to Michael Jones video do I really do I have to must I
[2425] 4:27:52	really okay so I got home on Friday
[2426] 4:27:59	I had no rest I I just bought myself a a bowl of popcorn
[2427] 4:28:04	and I did the video just here just straight out did my video
[2428] 4:28:12	and that that laugh the infamous laugh I was not that was the first time I seen
[2429] 4:28:19	the video I was not prepared for that I was not prepared to hear that
[2430] 4:28:26	that they were afraid in the middle not 1800s they were afraid of just the Hicks
[2431] 4:28:32	off so it's just like what huh who huh
[2432] 4:28:38	and that's when the video that's when the laugh the infamous laugh happened
[2433] 4:28:45	could I mean it you know as a scholar you know you're you're trained to
[2434] 4:28:50	believe certain things that are absolutely true and you don't question them because you
[2435] 4:28:56	know they're true and then somebody says something that oh the Earth's flat
[2436] 4:29:04	huh and then you just laugh hysterically because you know intuitively it's not
[2437] 4:29:11	true that was sort of my my thinking when I when the infamous laugh occurred
[2438] 4:29:18	because don't forget you're coming from a like a long day you're tired and then yeah that's just a release like yeah
[2439] 4:29:28	you gotta go guys I got lunch thanks for having me here guys oh my pleasure
[2440] 4:29:40	Recreation that's Dr fall can I use the meme for my YouTube video sure why not
[2441] 4:29:48	I don't know what you're gonna use but hey go for it
[2442] 4:29:54	you know what I may regret that in the long run you know the emperor fight with Yoda but
[2443] 4:30:00	he's always laughing we should just redouble the David's love every time
[2444] 4:30:06	as he's zapping you [Laughter]
[2445] 4:30:18	laughs
[2446] 4:30:25	oh I'm surprised I didn't laugh during that debate honestly and that's
[2447] 4:30:31	surprised me like I said you were cool there was
[2448] 4:30:37	that I mean I I'll be honest David when I saw the um
[2449] 4:30:42	you know the the debate um there is a certain
[2450] 4:30:49	how do you say this like like Titus presents himself as sort of calm
[2451] 4:30:54	you know he's he's sort of reserved but then that's that's what makes it so disingenuous
[2452] 4:31:00	is that you can tell
[2453] 4:31:05	like you're like kind of like what I told you you know it's like a professor teaching a student that's literally how it looked
[2454] 4:31:11	yeah uh and I feel sorry for him but but for too long a lot of these
[2455] 4:31:18	you know I have a I have um a lot of contentious reactions
[2456] 4:31:24	against a young of creationists and those who um you know they make all these
[2457] 4:31:30	just absolutely ridiculous arguments and um
[2458] 4:31:35	and the reason why it's contentious is that I'm frustrated at at then like when I then see YouTube
[2459] 4:31:43	videos of so for example uh um that Holy Kool-Aid
[2460] 4:31:49	he is from a younger creationist slash Jehovah Witness background
[2461] 4:31:56	um yeah apparently he came from like a Joe witness but I I could be wrong really as
[2462] 4:32:03	far as I remember yeah oh I didn't know that and like Oz again young of
[2463] 4:32:08	creationism uh Josh Beau and young of creationism Kip Davis young of creationism
[2464] 4:32:13	um like all of these people they then when I see the reactionary
[2465] 4:32:19	responses to the Christian faith it's unfounded because they're reacting to the
[2466] 4:32:25	fundamentalist upbringing that they had which has in itself no Foundation yeah and people like and people like Titus
[2467] 4:32:31	are not helping the situation by like this is a hill to die on sort of
[2468] 4:32:38	thing this sort of thing and and not like like not um just allowing evidence to lead
[2469] 4:32:45	them to a perspective that uh is in keeping with mainstream egyptology
[2470] 4:32:53	and you know authenticating the biblical narrative which is ultimately hofmeyer's
[2471] 4:32:59	model yes like that that's that's
[2472] 4:33:05	that's what's flowing in my mind as far as this contention I have with people like like when I saw the way Titus was in
[2473] 4:33:10	that debate so he sits back he's calm and collected he's listening very carefully y'all you're you know you're going for
[2474] 4:33:17	the juggler you're like you're just straight up saying look these are the issues these are the wrong interpretations
[2475] 4:33:27	no but that's but that's my point and then and then he and then what's frustrating is he doesn't
[2476] 4:33:33	he doesn't respond back he's just like all right let's go to another issue so yeah that was weird
[2477] 4:33:41	yeah it's like you're it's like okay put a tick to that now like that's all so to speak now let's go to the next one and
[2478] 4:33:47	so anyway
[2479] 4:33:52	and that was one of the things that I was found was really really weird about this whole debate
[2480] 4:33:58	was every time I brought something it was like oh
[2481] 4:34:04	I probably believe him some people believe with me let's move on
[2482] 4:34:11	that's not an argument that was really strange really really
[2483] 4:34:18	strange
[2484] 4:34:25	it was really strange I wouldn't debate that way
[2485] 4:34:32	can I can I mention that I saw that I uh saw
[2486] 4:34:40	foreign yes
[2487] 4:34:47	okay so I saw the um the the Raw
[2488] 4:34:53	version and what again was very uncomfortable just
[2489] 4:35:01	before you got into the debate and this is no again I'm just this is
[2490] 4:35:06	just on me this is me saying this when Sean mentioned oh this is like the
[2491] 4:35:12	first time I'm meeting you or meeting you know Titus or something and he then used an example where he's like
[2492] 4:35:19	it's like just the other day when I met Dale Allison for the first time and but it just gave off that
[2493] 4:35:26	that Vibe with that impression that okay you're all Christian Brothers in
[2494] 4:35:32	this but um it it it it
[2495] 4:35:39	I have to wonder there are atheist channels that go out of the way
[2496] 4:35:46	in their frustration to critique Christian YouTube apologists and
[2497] 4:35:51	channels where it where it just becomes a um a numbers game their intent is that it's a numbers game
[2498] 4:35:58	or like some sort of financial gain or you know like it's like a business model
[2499] 4:36:03	like Christianity becomes a business and I don't know I just got this underlying
[2500] 4:36:10	like like I like I like Sean but oh my gosh um
[2501] 4:36:16	the way he spoke about say Dale and not not that he's hating on Dale or
[2502] 4:36:22	throwing him under the bus or whatever oh critiquing it it's just that
[2503] 4:36:27	oh I've only just met you and it's like I'll use you for this moment and then
[2504] 4:36:34	so it's it's it becomes like this business model and yes all of you prayed
[2505] 4:36:42	but was that genuine Brotherhood in that in between the two of you I can't see
[2506] 4:36:47	that you know to be the case hmm again this is on me this is not this
[2507] 4:36:53	is not the views of David here or anyone else this is just my subjective sort of reaction to what I'm
[2508] 4:37:01	saying there um because then when when you both and then when the stream ended
[2509] 4:37:07	it's like all three of you just quickly just exited the room
[2510] 4:37:13	uh some of this was the structure of the debate
[2511] 4:37:18	let's be really but let's be really blunt about this but my point is you're all Christian
[2512] 4:37:24	Brothers in this you're meant to be you know have a get to know each other
[2513] 4:37:30	you know properly and then maybe even at the end sort of have a laugh like like you know pray maybe pray again or
[2514] 4:37:37	something not just okay we're we're coming in here a quicker two minute introduction than
[2515] 4:37:43	Sean speaking about Dale Allison and like an off-the-cuff sort of way and then bang straight into the bed and
[2516] 4:37:49	then once the debate ends it's like not even a minute and then I would like for what you say to be true
[2517] 4:37:55	it became so artificial is what I'm saying like I would like for what you say to be true
[2518] 4:38:03	I think what you're espousing here is the ideal
[2519] 4:38:08	I wish that could have been the case
[2520] 4:38:14	we have to understand what the other side is thinking in this though
[2521] 4:38:20	and that's the problem
[2522] 4:38:26	the other side is thinking in this that if they do not accept first king six one
[2523] 4:38:33	as a literal number their compromisers
[2524] 4:38:38	they're not taking scripture literally they're interpreting everything as
[2525] 4:38:45	metaphor and allegory and their leading people astray to the
[2526] 4:38:51	devil
[2527] 4:38:56	if you cannot empathize with the other side you cannot understand what they're thinking
[2528] 4:39:03	so it's they're front loaded with with you know with the sort of sort of like a
[2529] 4:39:09	judgmental attitude on you off the cuff right off the cuff that yeah like how young at creationists
[2530] 4:39:16	labeled me as sinner who because I hold to Evolution yeah like I think it's more so
[2531] 4:39:23	I mean you think you think you have problems as a DST evolutionist
[2532] 4:39:29	boy boy become a late date Exodus person
[2533] 4:39:36	you want to see vitriol oh boy foreign
[2534] 4:39:43	I've been called worse than an atheist son of the devil
[2535] 4:39:50	yikes I'm sorry Dr Folk
[2536] 4:39:57	but sure I mean it's really hard it's really hard to get a position of Seminary when people think you're the son of the devil I'm just saying
[2537] 4:40:09	but that's where we are here with this that's where we are with this
[2538] 4:40:19	but you see but then again what I mean maybe it's my flesh speaking but
[2539] 4:40:26	I then get a rate I don't maybe I know I don't show but internally I'm I'm frustrated
[2540] 4:40:33	uh that uh then they're just uh a Powerhouse or or a wheel
[2541] 4:40:38	that just will keep churning out new atheists all the time and then when I see YouTube comments yes like for
