[0] 0:00	a
[1352] 2:38:43	turning the serpent into a mockery this was this was the highest of
[1353] 2:38:51	the high the one of the holiest beings that was created and it's now
[1354] 2:38:59	reduced to sucking sand as a noodle with a head not a
[1355] 2:39:05	literal noodle with a head but he's stuck on planet Earth with
[1356] 2:39:11	us okay okay
[1357] 2:39:28	um Warrior the most high asks is the serpent then a kind of retractive title to shame this the the Cherub well it's
[1358] 2:39:35	definitely to to shame the Cherub that is what its purpose is to not just shame
[1359] 2:39:41	but mock this is a mockery of the serpent um I'm not sure it's a retr title but it's
[1360] 2:39:49	an logical title um it's really it's really not meant to be taken
[1361] 2:39:56	literally so we wouldn't consider that as much retrca as
[1362] 2:40:01	analogical but yeah I mean it it's it's an
[1363] 2:40:08	analogical term it's it's meant to be yeah you're You're gone you've gone from the highest of the high to the lowest of
[1364] 2:40:14	the low and now you're stuck with us
[1365] 2:40:19	basically you were a cherubim in the heavens in the holy places amongst the
[1366] 2:40:25	fiery stones and now you're scratching the dirt with those
[1367] 2:40:40	humans he's now imprisoned with us
[1368] 2:40:48	[Laughter]
[1369] 2:40:53	that really must burn his [Laughter]
[1370] 2:41:02	biscuit uh Alexis asks weren't snakes seen in pretty high regard because they
[1371] 2:41:08	represented rebirth or something um what they were seen as um now there are certain serpents
[1372] 2:41:15	that were okay uh the seraphim seraphim is perceived as a fire
[1373] 2:41:23	Serpent and a winged essentially a winged Cobra okay
[1374] 2:41:29	so we do see that where and this is one of the reasons
[1375] 2:41:34	why Genesis is very careful not to call
[1376] 2:41:40	the Nash a Sara so there isn't confusion here
[1377] 2:41:45	between the serpents uh the spirit Critters that ser with honor the
[1378] 2:41:52	seraphim versus the um nikosh that did not serve with
[1379] 2:41:59	honor and was shamed so so yes there were a serpents
[1380] 2:42:04	um they were seen as um protective uh spirit Critters so what
[1381] 2:42:10	the what the seraphim did and uh is they drove out
[1382] 2:42:17	impurity they worked with the Cher so the cherubim's job was to keep
[1383] 2:42:22	everything within its wings pure but the job of the Sim was to keep
[1384] 2:42:28	impurity out from getting into the area that the cherubin protected in the first place
[1385] 2:42:34	okay so so there was that and um so not every
[1386] 2:42:42	serpent was seen as a bad thing okay there were definitely serpents that were considered to be
[1387] 2:42:51	esteemed high ranking in position and basically loyal followers of God amongst
[1388] 2:42:58	the spirit creators but there was also that sort of
[1389] 2:43:04	negative side too so yes there was a negative to to
[1390] 2:43:11	serpents as well they could bite they could inflict you with
[1391] 2:43:17	poison and they were still kind of seen as an
[1392] 2:43:23	impotent creature because they didn't have legs they didn't have arms they didn't have legs they're a noodle with a
[1393] 2:43:32	head so and and that's sort of that's sort of the image that we get here from
[1394] 2:43:39	the Nash from the serpent in the garden it's not so much that he's he's
[1395] 2:43:46	not honored as a serpent he's being more shown as a noodle with a head that's the image here the image of
[1396] 2:43:57	impotence that he's being demoted totally
[1397] 2:44:02	demoted that's the image of the Nash that's the analogical language that it's
[1398] 2:44:08	driving at here so so that's what I would say is that
[1399] 2:44:15	it's yeah it's going to depend on the stake which one is whether they're being
[1400] 2:44:20	highly extolled and lauded or versus being shamed and
[1401] 2:44:25	demoted so I hope that helps uh thank you for that follow-up question really appreciate
[1402] 2:44:33	it the Camila par Satan was demoted with impotence rough oh yeah oh yeah that's
[1403] 2:44:41	but that's definitely what's going on yeah yeah he's being he's being demoted to a noodle with a head
[1404] 2:44:51	so yeah that's that's just something that's that we find in that that
[1405] 2:44:58	particular language okay so we'll take the next uh Super
[1406] 2:45:04	Chat here I think we're getting probably close to the end of the super chats uh we got bom Papa's basement for $9.99
[1407] 2:45:11	thank you for the Super Chat and he says first of all my Condon for your loss thank you very much we
[1408] 2:45:17	appreciate that second thank you for your interaction on my Facebook post oh no problem it was a
[1409] 2:45:24	good post it might sound silly but it made me feel validated in a moment of heavy anxiety all right cool I'm glad it
[1410] 2:45:32	glad it was as I said it was a good post so you know sometimes when I see a good post I'll comment on it I don't comment
[1411] 2:45:38	on every post but uh if I see something good I'll sometimes you know chime in and say Hey you know this is yeah this
[1412] 2:45:45	is worth uh you know paying attention to and as I said it was a good post so
[1413] 2:45:50	yeah definitely was my my pleasure to to comment on it all right so thank you
[1414] 2:45:56	very much for the Super Chat very much appreciated and uh yeah great
[1415] 2:46:03	post next one
[1416] 2:46:09	here is from see here we're almost at the end
[1417] 2:46:15	are we nope
[1418] 2:46:22	is from taking back Eden Fe for $2 Canadian thank you for the Super
[1419] 2:46:27	Chat he says hi did Egypt have a flat Earth cosmology thank you
[1420] 2:46:37	um no it really didn't
[1421] 2:46:44	um how do I how do I how do I explain
[1422] 2:46:49	Egypt's cosmology in a way that could be easily
[1423] 2:46:54	understood um it's more like a strip than a flat
[1424] 2:47:00	Earth okay more like a treadmill treadmill yeah it's more like a
[1425] 2:47:06	treadmill okay um here's how it worked
[1426] 2:47:13	okay um to understand the cosmology of
[1427] 2:47:18	of each eypt you have to think in terms of the solar bark of
[1428] 2:47:25	Ray okay now the solar bark of Ray is spawned at dawn at dawn the solar
[1429] 2:47:35	disc is recreated and Ray carries the bar uh the solar dis across the sky until
[1430] 2:47:44	Sunset and then he goes around the other side
[1431] 2:47:49	and he comes back through the underworld okay he travels from dawn in
[1432] 2:47:57	the Underworld which is our Dusk to sunset in the Underworld which is our
[1433] 2:48:05	Dawn and he comes up the other side okay
[1434] 2:48:17	I treadmill yeah yes it's a treadmill treadmill life on a treadmill Earth Yep
[1435] 2:48:22	mechanique absolutely and east to west can go
[1436] 2:48:29	infinite so think of it it's an infinitely wide treadmill
[1437] 2:48:35	that just yeah or sorry I guess yeah no I should say it's north to
[1438] 2:48:44	south that's that's potentially infinite so North to South's potentially infinite
[1439] 2:48:49	but the sun travels east to west okay in a
[1440] 2:48:55	treadmill so it's not a flat Earth it's a treadmill
[1441] 2:49:03	okay kind of weird it's a cyclical Earth yeah exactly yeah cyclical Earth um but
[1442] 2:49:09	that's that's because the Egyptians believed in cyclical eternity they believe in cyclical ety
[1443] 2:49:16	you know sun rises sun sets Sun rises sun sets sun rises sun sets forever and
[1444] 2:49:21	ever and ever as the solar disc goes around and around and around and around
[1445] 2:49:26	on a treadmill or hamster wheel hamster wheel
[1446] 2:49:34	Earth egpt was
[1447] 2:49:40	a bomb Papa's basement EG was a s scroller video game as I'm probably
[1448] 2:49:46	closer to that than anything h
[1449] 2:49:57	yeah uh wait gb's lying north to south which direction is his head we're not
[1450] 2:50:05	sure okay we're not sure um um n is easier to figure out
[1451] 2:50:13	because they um they imagine the Milky Way as being the mo body of mil of uh no
[1452] 2:50:21	okay but we're not sure which orientation gib's head is Mama the wheel is turning but the
[1453] 2:50:31	hamster Mama the wheel is turning but the hamster is dead ow
[1454] 2:50:38	oh see that's how you do an insult without being CR or yeah that's how you
[1455] 2:50:45	do yeah my producer says that's how you do an insult without being
[1456] 2:50:52	crude oh this is all Greek to me yeah
[1457] 2:51:04	yeah uh Cel liard where's n's head if we know that we can find the head of the
[1458] 2:51:10	earth maybe maybe uh Alexis I need to see a picture
[1459] 2:51:17	of this there are pictures of the Milky Way in some tombs where the body of n is painted
[1460] 2:51:26	over and it does seem to be a consistent Direction although I can't remember if
[1461] 2:51:31	if it's the north extremity of the Milky Way or the South I just don't remember which one it
[1462] 2:51:37	is so I'd have to look that one
[1463] 2:51:44	up uh Cel leard says no the Greeks believed in Flat Earth no they didn't they believed in round earth they
[1464] 2:51:50	believed in spherical Earth in fact they were the first people to discover it uh the size of the Earth I mean that here's
[1465] 2:51:57	here's one of the things the whole idea of Flat Earth being consistent before
[1466] 2:52:03	Columbus is a myth it's a total myth uh in fact um
[1467] 2:52:10	um the first person to calculate the size of the Earth as a sphere was a
[1468] 2:52:16	Greek was it a um auses I think I don't
[1469] 2:52:21	remember exactly I think it was auses he calculated um
[1470] 2:52:27	um it to within something like like crazy tolerance like like he got like
[1471] 2:52:33	80% the size correct Micah price exactly modern Flat
[1472] 2:52:40	Earth is just that modern idiocy oh totally oh yeah it's totally a modern
[1473] 2:52:45	thing yeah it's idiocy
[1474] 2:52:59	yeah Mama says they probably saw the Stars way better than us thanks to uh
[1475] 2:53:04	next to No Light pollution oh yeah well here's one of the things is we're when
[1476] 2:53:10	um we're going to in four weeks uh we're going to be doing our tour of Egypt okay
[1477] 2:53:15	we're hopefully going to get you a lot of video from from that tour okay so that's happening in 4 weeks now
[1478] 2:53:22	and got a new camera for that purpose too but you know you we're going to do
[1479] 2:53:27	go to Awan Awan has very little light pollution you can get some wonderful um um shots of of the sky from
[1480] 2:53:38	from um Awan because there's so little light pollution out there
[1481] 2:53:45	so yeah it's just I mean it's just crazy that people believe in a flat Earth
[1482] 2:53:51	these days I mean it's just really
[1483] 2:54:11	strange uh Frank uh shtick says have you guys seen the Antarctic expedition
[1484] 2:54:17	recently completely debunking flattered no I haven't but I'd love to um it's
[1485] 2:54:23	just a stupid thing I mean just crazy dumb I mean anybody who's done any world
[1486] 2:54:29	traveling at all knows the Earth isn't flat I me just
[1487] 2:54:38	dumb bubble machine there's no way people actually believe the Flat Earth theory
[1488] 2:54:44	right right
[1489] 2:54:50	I wish it weren't so I wish it weren't so it's it's really
[1490] 2:54:56	stupid but people do believe this and it's even worse than that some people have even taken a say
[1491] 2:55:04	basically said well if you think that the Earth is round you're denying the Bible they've made this a matter of
[1492] 2:55:13	Salvation it's just really really stupid
[1493] 2:55:19	and oh I mean I can't I mean you can hardly believe it I mean we all we all thought that
[1494] 2:55:26	that ship had sailed with mellin he he sailed all the way around
[1495] 2:55:32	the
[1496] 2:55:40	thing but there are people out there that think if you believe in a round
[1497] 2:55:46	earth a spherical Earth you're you're denying the Bible and therefore you can't be
[1498] 2:55:55	saved just idiocy okay isn't that
[1499] 2:56:09	fun all right let's take the next Super Chat here because we got one hour left and we got to wrap it up by midnight
[1500] 2:56:16	so because I got to do something unpleasant tomorrow uh iel C for $5 thank you for
[1501] 2:56:23	the Super Chat uh did the ancient e Eastern people draw an association between the planets
[1502] 2:56:29	and the Seven Arch Angels okay
[1503] 2:56:35	um they did view planets and stars as
[1504] 2:56:40	being associated with angels okay so it's not just planets but stars as well
[1505] 2:56:47	okay and they did understand there was a difference between planets and stars
[1506] 2:56:53	although they are not exactly clear what that difference
[1507] 2:57:00	is like for example um the Mesopotamian
[1508] 2:57:06	religions did associate um planets with specific
[1509] 2:57:14	deities I'm not sure what the Egyptians did here I'm not and I don't think the
[1510] 2:57:20	Israelites saw a huge difference between the planets and the stars but um I don't think they might
[1511] 2:57:27	have later on it's hard to say um I don't keep up on that on um the archo
[1512] 2:57:34	astronomical material but uh
[1513] 2:57:40	um however um now the seven archangels um see
[1514] 2:57:50	I don't think let me see which one's if I recall
[1515] 2:58:04	right yeah it wouldn't have been seven anyway
[1516] 2:58:09	um and the reason why is because in ancient times
[1517] 2:58:18	only five planets were thought to exist okay and this is I
[1518] 2:58:25	think something that is really important to point out too that the ancient year PE ancient
[1519] 2:58:32	year Eastern people only were aware of Mercury
[1520] 2:58:38	Venus Mars Jupiter and Saturn those are the five planets that
[1521] 2:58:46	they were aware of in ancient times um Uranus and Neptune weren't
[1522] 2:58:54	discovered until the 19th century okay
[1523] 2:58:59	so and and they didn't consider Earth a planet Earth was not considered a planet
[1524] 2:59:05	in ancient times okay
[1525] 2:59:11	um yeah the moon and the sun were their own thing they were their own thing they
[1526] 2:59:17	weren't they weren't always considered planets
[1527] 2:59:23	um even then it was just there were there's just such a difference in size
[1528] 2:59:28	that that they were often not considered to be planets um now they were say for example
[1529] 2:59:35	Suns the sun and moon were often associated with deities okay so um like
[1530] 2:59:40	for example uh Mesopotamian would the Son of God was Shemesh okay and um
[1531] 2:59:50	and the moon would have their V various deities that would represented the moon but
[1532] 2:59:57	um um but um as far as planets go there was five known
[1533] 3:00:03	planets okay so
[1534] 3:00:10	anyway uh hope that helps thank you very much for the uh yeah it wasn't they weren't associated with the seven Arch
[1535] 3:00:16	Angels um not as far as I could tell just because although they might have
[1536] 3:00:22	Associated them with other planetary bodies but the Moon the Moon itself uh and the sun were not generally treated
[1537] 3:00:30	like that but hope that helped thank you for the Super Chat very much
[1538] 3:00:37	appreciated yeah they could be called The Luminaries yeah but when you start relating them to
[1539] 3:00:44	actual Spirit Critters there's there's actually canonical
[1540] 3:00:50	differences between how they treated they treated the planets more like
[1541] 3:00:56	stars than they did um um say deities now in the Greek Greek
[1542] 3:01:04	system yeah they're all treated the stars and planets Moon and Sun those luminaries
[1543] 3:01:12	are treated similar but the ancient EES just didn't do that
[1544] 3:01:24	okay next Super Chat
[1545] 3:01:39	here is from answering LDS for 199 thank you very much for Super
[1546] 3:01:44	Chat why is David Hume taken serious ly in
[1547] 3:01:50	scholarship um because he did David Hume did the first David hume's major
[1548] 3:01:57	contribution was to
[1549] 3:02:03	twofold okay now he was an atheist and
[1550] 3:02:08	um his writing was very
[1551] 3:02:13	stylistically appealing to the age
[1552] 3:02:19	so um he resonated a lot with that early
[1553] 3:02:25	modern period of philosophy British philosophy in particular he he was part of What's called the British empiricist
[1554] 3:02:32	movement and he was probably one of the most important members of the British
[1555] 3:02:38	empiricists okay now he did hum did worked on
[1556] 3:02:46	three three areas essentially um one he did do some work
[1557] 3:02:52	on empiricism in general he made an offense of empiricism he also um attacked uh um say
[1558] 3:03:02	um the classical proofs uh for the existence of God like he he attacked the
[1559] 3:03:07	um the um the ontological argument he attacked
[1560] 3:03:13	the cosmological argument and he attacked the te olical argument okay he also did another small
[1561] 3:03:22	work on Miracles and that's probably what he's most famous for is his discourse on Miracles
[1562] 3:03:29	okay now that discourse has been roundly criticized on a number of
[1563] 3:03:35	levels but he's sort of seen as sort of the a foundational
[1564] 3:03:41	philosopher when you start doing say philosophy courses okay he's not so much
[1565] 3:03:48	taken seriously anymore um like for example you won't find Hume so much quoted in modern scholarship
[1566] 3:03:55	particularly in regards to philosophy newer philosophers will be much more of
[1567] 3:04:01	an interest to most people and most even most philosophers so it's not so much that
[1568] 3:04:08	he's taken so seriously but he was foundational to a lot of the um criticisms of
[1569] 3:04:14	theism and an early defense of of of empiricism so that's really
[1570] 3:04:21	what his contribution is um but he the
[1571] 3:04:26	the fields moved on the fields moved on you study them you study them in your undergrad Philosophy degree but you
[1572] 3:04:33	usually don't study him after that he's not that important okay so hope that helps thank you very much for the Super
[1573] 3:04:39	Chat very much
[1574] 3:04:46	appreciated okay uh balonus monk for $4.99 thank you for the Super Chat uh
[1575] 3:04:51	nice SG in the background well thank you do you have a guitarist that has been
[1576] 3:04:57	influential well here's my dirty secret as far as the guitar goes I play
[1577] 3:05:03	classical music on it okay you'll never find me doing a a lick
[1578] 3:05:11	on that uh from a modern musician okay um I use it for composition
[1579] 3:05:18	I as a hobby I compose music okay so um
[1580] 3:05:24	I'll do stuff like um like um like Bach on it I will do Beethoven on it um like
[1581] 3:05:33	like I'll play flase sometimes on it
[1582] 3:05:38	uh and I find that classical music adapts really really well to the guitar
[1583] 3:05:44	really well so um I I do classical music on my
[1584] 3:05:50	electric guitar which is why I don't have a proper amp for it because I don't really need
[1585] 3:05:56	one so it's just like you know all I do is if if I if I use it for composition I
[1586] 3:06:01	will plug it into my uh da my audio interface and you know then I'll just
[1587] 3:06:08	use it as a um a record off of it that way uh I got a lot of of amp simulators
[1588] 3:06:15	in the dah and um you know that's how I'll use it as a tool for composition
[1589] 3:06:21	but other than that I'll I'll just use it for doing classical music I really don't do modern I think the closest
[1590] 3:06:27	thing I do to have done to modern music on it was um Simon and gar funkle uh uh
[1591] 3:06:34	Scarboro fair is probably the the most modern thing I've played on that
[1592] 3:06:42	okay okay um
[1593] 3:06:47	maybe Metallica I I have done one one or two Metallica songs on it but that's
[1594] 3:06:53	about it okay no Smashing Pumpkins I don't really go I'm I'm not one of those
[1595] 3:06:59	guys that that rips into the guitar I have to uh because I live in an apartment too I have to kind of keep
[1596] 3:07:04	things quiet and uh uh this is one of the things I hate about living here is
[1597] 3:07:11	there's no soundproofing there's no absolutely no soundproofing in this
[1598] 3:07:16	apartment is not weatherproofing for that matter but so if you play a loud
[1599] 3:07:22	guitar everybody hears it yeah and we wouldn't want
[1600] 3:07:29	that so we do tend to keep stuff like musical instruments on the down low so
[1601] 3:07:36	you know that's why I mean I can do I can do a classical music on the guitar
[1602] 3:07:41	and disturb nobody but if I started ripping and doing um metal on yeah everyone's going
[1603] 3:07:48	to know okay so uh that's my influences
[1604] 3:07:57	classical music okay so thank you very much for the Super Chat very much
[1605] 3:08:08	appreciated okay next one here is from senal apologetics for $10 Australian thank you very much for that Super Chat
[1606] 3:08:14	we really appreciate it and it's good to see you here tonight Rob blessings in kitchen's honor quote
[1607] 3:08:21	the biblical world has yet much treasure to yield to us in the times to come EA
[1608] 3:08:28	is but one example yet in Human Experience none to be compared with the
[1609] 3:08:34	Bible itself end quote I totally agree yeah
[1610] 3:08:41	absolutely yeah the bial world has a lot to offer and the more we learn about
[1611] 3:08:47	that the more we learn about the Bible but the Bible itself is the
[1612] 3:08:53	treasure the biblical world will inform us about the treasure but the Bible itself is the
[1613] 3:08:59	treasure okay so thank you very much for that wonderful quote and it's great to
[1614] 3:09:04	hear a quote in kitchen's honor thank you so very much for the Super Chat we really appreciate
[1615] 3:09:13	it okay mechanique for $5 thank you very much for the Super Chat
[1616] 3:09:18	um I asked about Apollo before but you were too young remember any news reports about
[1617] 3:09:25	Chernobyl where did you learn the danger reached outside the
[1618] 3:09:33	USSR uh wow
[1619] 3:09:41	um I was in high school when I think the Chernobyl incident happened what year
[1620] 3:09:47	was Chernobyl
[1621] 3:09:55	again chobble disaster 86 okay so I was about
[1622] 3:10:01	16 at the time yeah so I I would have heard it on
[1623] 3:10:07	the news that's where I would have heard about it
[1624] 3:10:12	um so um yeah I was too young for a Apollo
[1625] 3:10:18	okay yeah for the Apollo Mission I was not yet born so
[1626] 3:10:23	um I missed the Apollo Landing by a few months um but I was about 15 16 at the
[1627] 3:10:32	time of Chernobyl so I heard that on the news to be
[1628] 3:10:37	honest the one that uh sort of took us all by surprise was the fall of the
[1629] 3:10:45	Berlin Wall that was a shock Chernobyl wasn't a
[1630] 3:10:51	shock Chernobyl was well the Soviets acting like Soviets the fall of the Berlin Wall yeah
[1631] 3:10:57	that I remember really well just yeah
[1632] 3:11:05	build yeah there was no buildup to it no expectation I was in chemistry class
[1633] 3:11:12	okay I was in my organic chemistry class and
[1634] 3:11:20	and um I was sitting in in chemistry class and the teacher comes in and the teacher
[1635] 3:11:25	was a bit of a practical joker why why was why I don't get this why does always
[1636] 3:11:32	the most important news come out of the mouth of a practical joker it's
[1637] 3:11:39	like yeah it's like I
[1638] 3:11:44	mean yeah we were this happened with 9112 like we were staying at a friend's
[1639] 3:11:50	house and he was a practical joker and he comes into our bedroom and goes hey
[1640] 3:11:55	guys wake up the Twin Towers have been attacked yeah right sure sure you always
[1641] 3:12:01	are rag in our Chains No no I'm serious come out it's on the
[1642] 3:12:07	TV no yeah yeah the fall of the Berlin Wall
[1643] 3:12:15	was the same you know this was this this professor was a was a practical joker and you know fun guy really really funny
[1644] 3:12:23	but you know he was he was a practical joker and he just come walks in and goes oh guys by the way the Berlin Wall fell
[1645] 3:12:31	yeah right no no really it
[1646] 3:12:36	fell it's like yeah it was just like yeah no one
[1647] 3:12:42	saw it coming no one saw it coming
[1648] 3:12:47	but for some reason yeah yeah I mean they just the
[1649] 3:12:54	East Germans decided they had enough and just tore the thing down and no one expected them to have that
[1650] 3:13:03	initiative yeah so it was just like it's like okay yeah
[1651] 3:13:09	um as far as Chernobyl there was so much secrecy happening at Chernobyl you didn't actually hear about
[1652] 3:13:16	it CH was a bit different uh Chernobyl was a state secret and it had been for almost a
[1653] 3:13:24	month by the time the West got word of it and it's only because they started
[1654] 3:13:32	detecting radioisotopes in Sweden and
[1655] 3:13:40	Germany that the West figured out what happened so
[1656] 3:13:49	uh Dua dude says I was in Israel during 911 we were in the Nevada
[1657] 3:13:56	desert that was so strange uh we had we had actually
[1658] 3:14:03	travel uh the next week for a gem and jewelry show because we were at that
[1659] 3:14:09	time we were in The Gem and jewelry business and um we were traveling
[1660] 3:14:14	through the the the desert seeing fir planes rip across the
[1661] 3:14:21	sky and no commercial Jets anywhere that was really weird that was
[1662] 3:14:29	really strange and we had a show that day that
[1663] 3:14:34	week in in Dallas and we went to that show in
[1664] 3:14:41	Dallas and it was empty yeah it was it was the one of one of our worst shows
[1665] 3:14:47	cuz nobody came out to buy jewelry
[1666] 3:14:53	nobody so you know yeah that that whole place was like a
[1667] 3:15:00	morg that was
[1668] 3:15:07	crazy uh gab rean says of course you were in the gam and jewelry business we
[1669] 3:15:13	had a casting shop we even won wards yep we
[1670] 3:15:18	[Laughter] did yep uh we were um we would sell our
[1671] 3:15:26	stuff at intergem uh renars craft fairs that sort of
[1672] 3:15:37	thing and we did that for a few
[1673] 3:15:42	years yeah the middle of a a recession and n 11 is a terrible time to start a
[1674] 3:15:51	business Michael price another Faulk background and experience laugh yeah
[1675] 3:16:02	yeah oh
[1676] 3:16:10	yeah oh yeah that it was a great evangelism opportunity Alexis what skill have
[1677] 3:16:16	haven't you learned I can't repair an automobile I I cannot repair an
[1678] 3:16:22	automobile to save my life never learned
[1679] 3:16:27	[Laughter] it have you been
[1680] 3:16:33	asked have you ever been asked to sell dos [Laughter]
[1681] 3:16:41	eest yeah they they they I don't think they they've come to the realization that that guy who's supposed to be the
[1682] 3:16:46	most interesting guy in the world really isn't that
[1683] 3:16:52	interesting it's like he's not that interesting
[1684] 3:17:00	leopard uh camel leopard but can you fix an ancient Chariot
[1685] 3:17:05	yes yes I can I can fix an ancient Chariot and I can even Forge a knife and
[1686] 3:17:13	Forge the ferals to make the wheels on a chariot
[1687] 3:17:23	[Laughter] bom Papa's basement we're all waiting
[1688] 3:17:29	for Dr folk to say stay thirsty my
[1689] 3:17:42	friends M price can you imagine the conflicting biographies that will be
[1690] 3:17:47	written of Dr Fulk he was in Gems and Jewelry no he was a novelist no you're
[1691] 3:17:53	both wrong he was a chariot [Laughter]
[1692] 3:18:13	fixer the ca part says I would 100% Buy a shirt of Dr folk parting the Dos Eis
[1693] 3:18:21	man but Egyptian beer
[1694] 3:18:28	okay yeah I've had a pretty interesting life I'll say that
[1695] 3:18:45	um Alexis says people are going to argue a c source for his
[1696] 3:18:51	life Chow we should write fanfiction a Dr folk where he's a veteran
[1697] 3:18:56	archaeologist adventurer who walks with a [Music] cane yeah what's the fiction part of
[1698] 3:19:05	this what's the fiction part of [Laughter]
[1699] 3:19:14	this Micah price no no he was a composer no he was an egyptologist no he was a
[1700] 3:19:21	[Laughter] brewer Brewer
[1701] 3:19:34	sign the Camila par do you have a son named indie no no that's the dog's name
[1702] 3:19:42	[Laughter] exactly no but I'm the sort of prop that
[1703] 3:19:47	that students fear [Laughter]
[1704] 3:20:00	King mama no he was he was a babysitter no he was a pepper
[1705] 3:20:07	Packer she really is keeping she's keeping score she's keeping score
[1706] 3:20:14	here answering Helia yes I'm a folk mythicist he never really existed no man
[1707] 3:20:22	could do that
[1708] 3:20:37	much the do a dude no it's David Faulk Jr Indie is the rabbit's
[1709] 3:20:43	name he was a programmer no he was
[1710] 3:20:50	a mama no he was a programmer no he was a fous Salesman Kim
[1711] 3:20:58	leard uh no he was a spirit Critter
[1712] 3:21:04	zoologist Mama we are your Collective work history [Laughter]
[1713] 3:21:11	Doc flamar in ancient Egypt you are the coolest egyp ologist I
[1714] 3:21:18	know thank you um how many Jack r carlman no never been a car
[1715] 3:21:28	salesman um I'm terrible at sales terrible at sales so you know car salesman would
[1716] 3:21:35	have been not a good profession for
[1717] 3:21:40	me rabbit name
[1718] 3:21:46	see he had a rabbit named tigl last so we can't rely on a late dating for
[1719] 3:21:56	him bubble machine have you ever crocheted no I have never crocheted I
[1720] 3:22:02	have made chain mail chain mail is as close as making chain mail is as close as I
[1721] 3:22:09	got um I have been an armor so I've made armor um chain mail
[1722] 3:22:17	particularly uh I used to make a lot of chain mail jewelry too that people used to
[1723] 3:22:28	love the ca part t-shirt Dr faal on the front pairing to Dos Eisman but with
[1724] 3:22:34	Egyptian beard backer shirt everything he's
[1725] 3:22:42	done Jack Ray riveted chain mail no no spring ring chain
[1726] 3:22:48	um it is period spring ring chain mail is period uh it's easier to make too and
[1727] 3:22:55	you can get it finer um uh rived chain mail is a lot of
[1728] 3:23:00	work and it looks really inelegant and bulky the stuff we made used
[1729] 3:23:08	um uh 5/8 inch spring Rings stainless steel beautiful stuff beautiful stuff
[1730] 3:23:17	it was that that stuff was so beautiful that that you know we would we would take it uh to renars and people would
[1731] 3:23:22	just gush over
[1732] 3:23:38	it um Jordan oric asks any chance you've read Dr amamos Young's book on
[1733] 3:23:44	disability and in in the church I ask as a minister recently diagnosed with autism no I haven't read it I I can't
[1734] 3:23:52	recommend it one way to the other I just haven't read it
[1735] 3:24:00	sorry yeah yeah this is this is not an impediment for being used powerfully in the church
[1736] 3:24:06	so yeah um disability is something we probably should look at a little more in the church but I I haven't actually done
[1737] 3:24:14	any of that reading myself bubble machine dang protecting and making armor that's kick butt
[1738] 3:24:23	dude okay uh Jack Ray I did that for about
[1739] 3:24:30	two feet square and then got tired of it I made a whole shirt of it and it went
[1740] 3:24:37	down below my waist okay it had sleeves and everything oh yeah this beautiful still
[1741] 3:24:45	wish I had that but I don't
[1742] 3:24:53	like a price Dr Faulk resume other skills section just reads as
[1743] 3:25:02	[Music] yes stainless steel is period um it's
[1744] 3:25:09	it's a there is um no the stainless
[1745] 3:25:14	steel itself isn't period the spring rings are okay spring ring mail is
[1746] 3:25:20	period there are some examples of it that date to the Early Middle Ages okay
[1747] 3:25:30	um okay so it is it is something you do find and you particularly find it in say
[1748] 3:25:35	examples of some Islamic armor so yeah we do find Spring Rings stainless steel
[1749] 3:25:42	isn't however stainless steel works better
[1750] 3:25:48	uh you don't see stainless steel until the addition of say chromium to Steels
[1751] 3:25:54	and you don't find that until the early modern period
[1752] 3:26:08	okay yeah we've already read that one out yeah that that was
[1753] 3:26:14	fun okay
[1754] 3:26:21	yeah we've had a we've done a lot of things lot of
[1755] 3:26:31	things bubble machine you guys are so flipping cool
[1756] 3:26:38	um that's not a word I would have used to describe myself but okay
[1757] 3:26:50	all right let's get to the next Super Chat because we're down to a half hour before we have to sign off for the
[1758] 3:26:56	night uh good night uh bomb Papa it was good to have you here tonight uh AJ Higgins composer uh for
[1759] 3:27:06	$2 H thank you for the Super Chat favorite genre of
[1760] 3:27:12	music um favorite genre of
[1761] 3:27:18	music I have very eclectic tastes in music okay
[1762] 3:27:25	um um I like uh soundtracks a
[1763] 3:27:30	lot I like of course classical music I do like heavy metal I do like um trans
[1764] 3:27:40	music and various types of trans music for example I like Tangerine Dream
[1765] 3:27:46	um I even like some um um EDM music um my my my tastes and
[1766] 3:27:54	music are very Broad and the reason why is um my first job out of college was
[1767] 3:28:02	working at a department store and I worked in the music department so we basic well really the
[1768] 3:28:09	home electronics department but we sold like a lot of CDs a lot of
[1769] 3:28:14	music um a lot of um oh yeah EDM for vampire clubs yeah I
[1770] 3:28:22	like vampire music was the best thing about studying
[1771] 3:28:29	vampires uh when we did our paper on vampires um uh kiar and I did a joint
[1772] 3:28:36	paper on um vampire religion in America and part of that was you know getting in
[1773] 3:28:42	you know trying to understand the vampire culture and those guys had good music they've got some very good
[1774] 3:28:51	music so yeah medium in Vampire clubs is is actually not that
[1775] 3:28:58	bad okay dadoo trans heads unite yeah okay um yeah I like Robert Miles Robert
[1776] 3:29:05	miles is good I don't mind that um I think it was his one was children I
[1777] 3:29:12	think was the his his major hit
[1778] 3:29:21	um any vampire music uh recommendations yes I do have some
[1779] 3:29:28	vampire music recommendations uh blute unle which is a German
[1780] 3:29:34	band um very popular in in uh vampire circles is launa
[1781] 3:29:41	coil very very good band um
[1782] 3:29:46	uh who else um uh now um
