[0] 0:00	e [Music]
[1635] 3:11:57	but um as I said I haven't I haven't seen it myself so I'll take a make a note of his
[1636] 3:12:03	name and I'll take a look okay well anyway thank you very much for
[1637] 3:12:09	the Super Chat sorry I couldn't be more help here but I haven't read it okay
[1638] 3:12:19	Roa 12345 for 10 Romanian thank you very much for the Super Chat uh thank you
[1639] 3:12:25	very much for answering me what does the doctor think about the cultural memory of of Exodus uh I reject that
[1640] 3:12:33	view um I don't hold to a cultural memory view I hold to an actual Exodus view so
[1641] 3:12:40	I think uh I think the Exodus was a historical event I think it took place uh during the
[1642] 3:12:47	19th Dynasty during the reign of rames II I typically hold to what's called a late Exodus date and I think that it was
[1643] 3:12:54	a real event I think there was a real Exodus I think there was a real Crossing of of the Reed sea I was think there was
[1644] 3:13:00	a real wandering of Sinai and I think there was a real conquest of of Kanan so
[1645] 3:13:07	that's my view on this thank you very much for the Super Chat very much appreciate and it was a pleasure to
[1646] 3:13:12	answer your other questions too
[1647] 3:13:21	uh Harry Stark asks the member question in Egypt and turkey is it
[1648] 3:13:26	permitted to talk openly about Jesus Christ in broad daylight in an urban
[1649] 3:13:32	setting ah okay let's answer the simple one first
[1650] 3:13:39	turkey no absolutely not in
[1651] 3:13:45	Turkey um um some people can be a you can ask
[1652] 3:13:52	someone to talk about it but you can't initiate the
[1653] 3:13:59	talk okay so turkey has really tight rules on this um turkey has both
[1654] 3:14:08	countries have very strict rules on on prizing Turkey more so
[1655] 3:14:17	now in Egypt on the other hand there's no
[1656] 3:14:23	rules but you could get a mop
[1657] 3:14:28	so it's like this if you do it in Turkey you end up in jail and you do not want
[1658] 3:14:34	to end up in a Turkish prison okay Turkish prisons are not nice
[1659] 3:14:43	places in Egypt on the other hand you're not likely to end up in jail for
[1660] 3:14:51	it but you're likely to end up
[1661] 3:14:59	[Laughter] dead cuz there's mob Justice in in in
[1662] 3:15:08	Egypt if you go into a broad open Urban setting in Broad lay light and start
[1663] 3:15:13	talking about Jesus like a Street Preacher the mob will hit you there'll be a mob
[1664] 3:15:20	in no time and they will rip you to pieces okay we see that escalated quickly
[1665] 3:15:28	[Laughter]
[1666] 3:15:34	yeah Logan the legend almost ended up in a Turkish prison once when I was 19
[1667] 3:15:40	laugh out loud would not recommend no would not recommend
[1668] 3:15:49	Kody M there are no rules in Egypt well not for pring uh Egypt officially
[1669] 3:15:54	has um it's it's an Islamic nation that has official laws of Tolerance that no
[1670] 3:16:01	one follows okay so under the new Egyptian
[1671] 3:16:07	Constitution there is supposed to be um tolerance of
[1672] 3:16:15	religion but nobody follows that uh basically you start talking
[1673] 3:16:21	about Christ in the middle of Tahir Square you will get you'll get beaten to
[1674] 3:16:31	death so take your
[1675] 3:16:41	yeah yeah as my my producer says you know it's a rule it's it's something you
[1676] 3:16:46	should know about any place that you visit you should know the written rules and the unwritten
[1677] 3:16:51	rules and that's the unwritten rules is
[1678] 3:16:57	Egypt has Unwritten rules about pring Turkish turkey has written rules
[1679] 3:17:04	about pring
[1680] 3:17:09	so yeah it's it's you don't want to do it in either one of these places okay
[1681] 3:17:25	so yeah keeps learning said when I was in a biblical tour in turkey last year I
[1682] 3:17:30	asked the Turkish tour guide if it's permitted to put Church there he said yes but you have to
[1683] 3:17:37	have um the local you have to ask the local authorities for permission yeah
[1684] 3:17:42	and they never give it so yeah that that's that's the same as no that's the same as
[1685] 3:17:52	no so yeah so they might give you there might be rules to allow you to it but if
[1686] 3:17:57	it's never allowed then it's same as no and that's typically how it works in in
[1687] 3:18:02	the Middle East is if they if there is permission to do it um you have to have
[1688] 3:18:09	the local authorities and usually if Cody McGee well yes but actually no
[1689] 3:18:17	yeah pretty
[1690] 3:18:26	much you know in in Egypt in Egypt you can put up a church as long as another
[1691] 3:18:31	one is destroyed first so that's how they sort of control the numbers of churches in in
[1692] 3:18:38	Egypt is you have to destroy a church to put up a
[1693] 3:18:44	church so the thinking is of eventually that number will go down and down and down and down because they're not giving
[1694] 3:18:52	you permission for new churches but only to rebuild existing
[1695] 3:18:57	ones so when a mob comes and burns down a church in Egypt they can have permission to rebuild
[1696] 3:19:02	it which then gets burned down again they rebuild it gets burned down
[1697] 3:19:08	again centuries [Laughter]
[1698] 3:19:15	pass and the cycle goes
[1699] 3:19:25	on okay Cody McGee for 199 question
[1700] 3:19:31	below is salvation conditional does it have caveats for
[1701] 3:19:37	example repentance if so would baptism be one of those
[1702] 3:19:42	caveats okay let's answer those questions uh in
[1703] 3:19:47	order would baptism be a caveat for salvation no the thief on the cross was saved even
[1704] 3:19:54	though he was not baptized so even if there was
[1705] 3:20:00	caveats baptism would not be it does it have have have
[1706] 3:20:07	caveats it does have conditions
[1707] 3:20:12	okay and the frankly everything has
[1708] 3:20:19	conditions if I mean let's say you win the lottery let's say you win the lottery
[1709] 3:20:25	you buy a lottery ticket you win the lottery there are
[1710] 3:20:31	conditions okay you know you can't be a minor miners are in ineligible to win
[1711] 3:20:37	the lottery there's a condition you have to present your
[1712] 3:20:42	original ticket that's a condition you might have to take your winnings in
[1713] 3:20:50	installments that's a condition doesn't mean you didn't win the money doesn't
[1714] 3:20:55	mean you don't deceive it but you do have to do certain things and these are not necessarily
[1715] 3:21:02	works but they are there are conditions to to do
[1716] 3:21:10	this yeah to instantiate it you know for example in the case of
[1717] 3:21:16	say repentance it's not a work repentance isn't a
[1718] 3:21:21	work it's an absence of works now what's what what is repentance
[1719] 3:21:26	let's let's really understand what repentance is repentance is turning the other
[1720] 3:21:33	direction from things of evil of evil
[1721] 3:21:38	acts it's the ACT you're not you're no longer doing those acts of
[1722] 3:21:44	evil okay you're no longer stealing you're no longer murdering you're no
[1723] 3:21:49	longer you know having an adulterous affair with your neighbor's wife okay
[1724] 3:21:56	you're refraining from doing evil that's what repentance is so it's not a work
[1725] 3:22:04	it's an absence of works
[1726] 3:22:09	okay so the condition of Salvation is that you agree with God
[1727] 3:22:16	that sin is bad that's the condition you know it's an
[1728] 3:22:23	amnesty and it's it's like any other amnesty in that respect like for example a lot of cities have um amnesties
[1729] 3:22:31	against pit bulles now pit bulls are really wonderful dogs I I personally like
[1730] 3:22:36	pitbulls they're they're wonderful dogs I saw a lot of them over in England and they were just so sweet so sweet
[1731] 3:22:45	okay but a lot of cities have banned pit bulls and basically said if you have a pit bull within City Limits you will be
[1732] 3:22:52	fined but you have a time period to turn in your
[1733] 3:22:58	Pitbull and Avail yourself of the amnesty and you will not be prosecuted
[1734] 3:23:05	for owning a pitbull even though it is technically illegal at that point to own a
[1735] 3:23:11	pitbull a lot of cities have done this okay now now if you were go to turn
[1736] 3:23:18	around and buy another pitbull you're no longer covered by the
[1737] 3:23:27	amnesty because you've you've basically said I'm turning my back on the amnesty and I'm defying the
[1738] 3:23:35	amnesty it's Works similar salvation is similar to that you're covered by the
[1739] 3:23:44	amnesty when you agree with God that sin is bad now you're going to break that from time to time everyone does okay
[1740] 3:23:52	because we're we're not human we're we're we're inherently sinful beings but if you start saying well you
[1741] 3:23:59	know what I really love my neighbor's big screen TV can't help
[1742] 3:24:07	it yeah his stereo is pretty nice [Laughter]
[1743] 3:24:14	too and boy he does have a very very nice set of
[1744] 3:24:23	silverware start stealing the stuff you start stealing your neighbor's
[1745] 3:24:28	stuff but you don't end there you go to God hey you know what God I know you're you're against that
[1746] 3:24:35	sin thing but boy this is a really nice big screen TV and a the surround sound
[1747] 3:24:43	on that stereo is just so wonderful and that silverware ah the mother of
[1748] 3:24:51	pearl inlay on that silverware just fantastically spectacular
[1749] 3:24:59	artisanship it brings me great great pleasure to own my neighbor's
[1750] 3:25:08	stuff you are not at that point siding with God against sin you're siding with
[1751] 3:25:16	with sin against God you're no longer under the amnesty
[1752] 3:25:23	because you are pursuing a lifestyle of sin against
[1753] 3:25:29	God okay it could be theft it could be lying it could be fraud it could be any
[1754] 3:25:36	number of things salvation saves as long as you're
[1755] 3:25:43	on the right side of the amnesty now the good thing about it is it
[1756] 3:25:50	doesn't require Works to stay in the amnesty reques you to to not do work to
[1757] 3:25:58	stay in the amnesty don't steal your neighbor's TV
[1758] 3:26:04	don't steal his stereo don't steal his his
[1759] 3:26:13	silverware okay so you know there are conditions there
[1760] 3:26:20	there conditions are everything Christ said if you love me keep my
[1761] 3:26:26	Commandments okay it's this it's it's the Commandments though are those of that are you know don't CET your
[1762] 3:26:33	neighbor's stuff don't cover your neighbor's wife don't cover his covet
[1763] 3:26:38	his donkey his maid servant his his his his man servant his Porsche his
[1764] 3:26:48	Lexis don't covet don't covet don't
[1765] 3:26:53	steal murder now really don't murder your neighbor okay don't do
[1766] 3:27:00	that and most of for most of us that shouldn't be a big deal don't but yet
[1767] 3:27:07	people do fall into these patterns of sinning
[1768] 3:27:12	and they say okay you know I'm going to pick the sin against God and once you pick the sin
[1769] 3:27:20	against God you're outside the amnesty Cody mgee dang it there goes my
[1770] 3:27:25	weekend plans well I'm glad I was here to stop
[1771] 3:27:37	you oh yeah so so there are conditions okay
[1772] 3:27:44	and anyone who thinks there's no conditions at all to Salvation you know just doesn't get it doesn't get the
[1773] 3:27:51	amnesty does not get and this is not legalism this is not legalism it's far in fact it's the opposite of legalism
[1774] 3:27:58	but just because it's not legalistic and not just because it's not a work doesn't
[1775] 3:28:03	mean there isn't a condition
[1776] 3:28:22	[Music] yeah yeah you know my producer said are you
[1777] 3:28:28	the type of person who will be happy in Sacred Space you know and happy around
[1778] 3:28:36	Holiness well if you aren't person who's going to be happy when things are
[1779] 3:28:41	holy may not be the place for you
[1780] 3:28:48	all right so next Super Chat here because we got to get through this uh let me explain
[1781] 3:28:56	follows the shipper for $2 thank you the Super Chat uh what does a poison mean in
[1782] 3:29:03	Matthew 611 well let's look it
[1783] 3:29:10	up Matthew 6
[1784] 3:29:24	oh this one now this one is
[1785] 3:29:31	controversial this one is controversial okay um this is the passage from The
[1786] 3:29:37	Lord's Prayer give us this day our daily bread now
[1787] 3:29:44	that epion sorry epion uh Epi
[1788] 3:29:50	usion is I I happen to know this one off the top of my head this is one of those
[1789] 3:29:55	words it's a hypox gomon it doesn't have any other we don't know what this means
[1790] 3:30:03	okay um it is assumed to being daily
[1791] 3:30:09	okay but there's nothing from the EP uh um from the atmology that would suggest
[1792] 3:30:15	that um exites and biblical Scholars guess at
[1793] 3:30:21	this one this is one of those ones where we just don't
[1794] 3:30:27	know um this it's been thrown out there that this could mean
[1795] 3:30:32	subsistence or for the coming day or our our provision are our sort of rationed
[1796] 3:30:41	bread but nobody knows for sure nobody knows for sure what this means
[1797] 3:30:48	okay people have got some guesses but again this is one of those this is one of those really super controversial
[1798] 3:30:59	words so unfortunately on this one yeah you're just going to have to say well
[1799] 3:31:06	it's probably just from the context means something like
[1800] 3:31:13	this cuz we have no other basis for knowing what this means
[1801] 3:31:19	so um again it's it could be it could mean daily it could mean provisioned it
[1802] 3:31:24	could Bean rationed it could be any one of those
[1803] 3:31:30	things but we don't know for sure so that's the best we can do on this one it's just one of those controversial words in the
[1804] 3:31:39	language okay good McGee well dang it Matthew
[1805] 3:31:50	yeah sometimes it's like that know sometimes things are like that it just is you know
[1806] 3:31:59	just all right if we had Matthew around maybe we could ask
[1807] 3:32:06	him okay um next one here is from Logan the legend for 199 uh there doesn't seem
[1808] 3:32:12	anything attached to that uh in which case we'll just say thank
[1809] 3:32:17	you for that Super Chat we really appreciate it it does support the channel puts food on our table pairs are
[1810] 3:32:24	Hardware o we'll get into that but thank you so
[1811] 3:32:29	much for that Super Chat we really appreciate it and if there was a question of that
[1812] 3:32:34	um call to our attention Logan Legend yeah I screwed up laugh out loud well
[1813] 3:32:41	okay still we appreciate the support you know the fact is that most of our income
[1814] 3:32:47	comes from Super chats so we really appreciate any and all the support we
[1815] 3:32:53	get uh because we really depend upon it
[1816] 3:32:59	so uh thank you so very much we really appreciate uh we also just got a gift in
[1817] 3:33:04	too from uh Jack Ray on our um on our PayPal thank you very much for that for
[1818] 3:33:11	it looks like for about 260 Canadians so thank you so very much for that support we really really appreciate that it's
[1819] 3:33:19	been a kind of a lean month so we thank you for that extra support we are so appreciative of
[1820] 3:33:29	it okay uh Cody McGee uh for 199 timeline
[1821] 3:33:36	question below okay awesome how do you think it is that
[1822] 3:33:41	Joseph on his way to Bethlehem met Mary at zachar I's home rather than the two
[1823] 3:33:48	leaving together from Nazareth okay
[1824] 3:33:57	uh I would have to look at the passage and you didn't give me a passage here
[1825] 3:34:05	so that would be really really difficult for me to figure out without a passage so I'm going to have to go back and I'm
[1826] 3:34:11	going to have to look this one up as you didn't provide a passage and we need that
[1827] 3:34:19	context so
[1828] 3:34:26	um well I can just say a few other things too uh there is does seem to be
[1829] 3:34:31	some suggestion that Joseph worked at Bethlehem not just that
[1830] 3:34:40	he he seemed to have had a a a residence at least on the way
[1831] 3:34:46	there um so it seems that he was normally did
[1832] 3:34:52	work uh from he he he he lived in Nazareth but he would do work in
[1833] 3:34:59	Bethlehem but apart from that it's really we got some we got some context
[1834] 3:35:05	here all right let's take a look here at the context we still might not be able to answer it but okay Luke 1
[1835] 3:35:22	56
[1836] 3:35:28	okay and Mary stayed with her for about three
[1837] 3:35:34	months and then returned home now came time for okay so this is talking about him and Zar
[1838] 3:35:40	home oh wa yeah it's a little earlier than that um
[1839] 3:35:47	um so Luke so she gets the message from the a
[1840] 3:35:55	uh angel in verse 25 or 35 and the
[1841] 3:36:01	angel uh answered Most Holy Spirit will come upon you the power of the most high will shatter you and behold even your
[1842] 3:36:08	relative Elizabeth has also conceived a son in her old age and she who is called Baron is now in her sixth month for
[1843] 3:36:16	Nothing is Impossible with God now at this time verse 39 Mary arose
[1844] 3:36:22	and went with Hast to the Hill Country to the city of Judah and entered the house of Zacharias
[1845] 3:36:30	and greeted
[1846] 3:36:37	Elizabeth and it came about that when now it doesn't necessarily
[1847] 3:36:42	say a city of Judah so it doesn't necessarily mean Bethlehem
[1848] 3:36:49	okay I might say that in another part of the text but right here it doesn't say that and entered in the house of
[1849] 3:36:55	Zacharias and greeted Elizabeth
[1850] 3:37:05	okay and then she stayed there for three months 56 and may Mary stayed there for
[1851] 3:37:11	about 3 months and then returned to her home
[1852] 3:37:22	so and Elizabeth gives birth
[1853] 3:37:27	after okay so that's sort of the first stay of um of Mary
[1854] 3:37:37	and the question is how likely do you think it is that Joseph on his way to Bethlehem met Mary at zachariah's home
[1855] 3:37:44	rather than the to leaving together from Nazareth um I don't think it says so in
[1856] 3:37:50	the text but let's see if bluke 2 adds anything to
[1857] 3:38:11	this where does it say continue to Bethlehem
[1858] 3:38:19	now it came about in the days that decree went from Augustus Caesar that the census was taken out all the inhabitants of the earth now this is
[1859] 3:38:26	verse one and Joseph also went up From Galilee
[1860] 3:38:31	so he's in Galilee from the city of Nazareth to Judea the city of David
[1861] 3:38:37	which is called Bethlehem okay so that one we got in verse four a definite because he was of the House of the
[1862] 3:38:43	family of David in order to register along with with Mary who was engaged and was with with
[1863] 3:38:48	child okay uh enough time here had passed okay
[1864] 3:38:56	so she's in the first she's in the first trimester when she goes
[1865] 3:39:03	back so we don't have any indication that she was picked up from zachar but it could
[1866] 3:39:12	have could have happened um but we don't know exactly which city
[1867] 3:39:19	Zacharias was in okay Zacharias and Elizabeth were not told what city they're in far as I can
[1868] 3:39:31	tell yeah it just says a city in Judea a city in Judah and and and there's a lot
[1869] 3:39:37	of in the Foothills and there's a lot of cities out there okay
[1870] 3:39:43	so um so from the timeline from the from it looks like the
[1871] 3:39:49	timeline um Elizabeth is already
[1872] 3:39:55	pregnant Mary gets her Revelation from the angel stays at zechariah's home in J in
[1873] 3:40:01	the judian Foothills which could be anywhere around Jerusalem could be
[1874] 3:40:06	anywhere she stays there for three months for her for her her first
[1875] 3:40:12	trimester then returns to Nazareth and then 6 months
[1876] 3:40:19	later her and Joseph then go to
[1877] 3:40:25	Bethlehem so that seems to be the timeline here now other gospels might
[1878] 3:40:31	have other views on this it's possible but I don't know them off the top of my head but that does seem to be the the
[1879] 3:40:40	timeline here so it doesn't look like Joseph met Mary on the way although it
[1880] 3:40:47	could have been it's possible we're just not told and sometimes that's that's the case is you know he might have went and
[1881] 3:40:54	picked her up but we're not told that he did okay so possible
[1882] 3:41:02	but it's unlikely okay um or at least we're not
[1883] 3:41:09	told okay so anyway hopefully that sort of added some insight here thank you very much for the Super Chat very much
[1884] 3:41:15	appreciate it and I hope that helped hey Logan the legend uh asks for
[1885] 3:41:22	499 thank you the Super Chat I have a question regarding human sacrifice in
[1886] 3:41:27	association with Bulls okay don't get that every day minoan Canaanite and carthaginian
[1887] 3:41:35	all have a form of this is there a correlation um between monoa and Kanan
[1888] 3:41:42	not really Carthage yes there's a there is a correlation between Carthage and
[1889] 3:41:49	Canan um which is that carage was founded by um by Phoenicians okay and
[1890] 3:41:59	Phoenicians are from that area of Northern Canaan around biblos okay
[1891] 3:42:08	Lebanon modern Lebanon okay so there is some overlap
[1892] 3:42:13	between Carthage and Canan but there's no overlap between monoa the Minoans and
[1893] 3:42:21	Canaanites okay so um yeah the um carians had some um
[1894] 3:42:30	practices uh from Canaan that they did bring with them including that
[1895] 3:42:36	wretched that wretched little God
[1896] 3:42:42	best horrible little deity okay
[1897] 3:42:48	so anyway I hope that helped thank you much for the Super Chat very much appreciated but yeah um uh there was
[1898] 3:42:57	there was some Human Sacrifice at Carthage again we would expect this again coming
[1899] 3:43:04	from Canan yeah Bible X just returned from
[1900] 3:43:13	CRE getting tongue tied take that comment here uh from Bible exy
[1901] 3:43:19	just returned from CRE meno mythology says they came from Egypt so they are related
[1902] 3:43:26	uh the monan civilization seems to pre uh be on a separate trajectory yeah they
[1903] 3:43:34	might say they came from Egypt but they didn't uh the earliest the
[1904] 3:43:40	earliest um intersection that we have between the
[1905] 3:43:46	minoan culture and Egypt is Dynasty 11
[1906] 3:43:51	and that's because we find some minoan padn out of varus uh in some of the
[1907] 3:43:59	scarabs but that's old Dynasty 11 no earlier there's nothing earlier than Dynasty
[1908] 3:44:06	11 and we do know that the Manan culture long long predates Dynasty
[1909] 3:44:13	11 so it does seem that minan and Egypt follow completely different
[1910] 3:44:20	trajectories and don't seem to be related at all because there just seems to be no relationship and not even any
[1911] 3:44:27	interaction between them until around 2000
[1912] 3:44:35	BC uh logos the legend says I was thinking ball could be derived from Phoenician origin where the sea people
[1913] 3:44:42	brought the idea but just a thought it seems to predate the Sea people okay in
[1914] 3:44:48	fact it long predates the sea people
[1915] 3:44:53	um the the whole idea of ball there's a Temple of ball at of
[1916] 3:44:59	varus that that dates to Dynasty 12
[1917] 3:45:05	okay so
[1918] 3:45:10	um yeah I saw m Kingdom artifacts and cre uh from about 2100 that's about right yeah that's about right that's a
[1919] 3:45:17	dynasty 11 yeah so that's about right but yeah there's
[1920] 3:45:22	um there's a Temple of balaris um that is um definitely of
[1921] 3:45:28	Semitic origin but uh that long predates the Phoenicians
[1922] 3:45:35	okay at least before their seafaring days okay uh you don't you don't really
[1923] 3:45:41	see the the Phoenicians sort of expand out until roughly around
[1924] 3:45:49	say say 1,400 BC that's when you start seeing
[1925] 3:45:55	this Phoenician expansion
[1926] 3:46:01	so Cody McGee were Manan sacrificing or eating people it sounds like they were just sacrificing them it doesn't sound
[1927] 3:46:07	like they were really um they were really they were cannibals they don't seem to be
[1928] 3:46:13	cannibals so
[1929] 3:46:19	uh Christian Mouse most of our information from ball comes from your Garrett a city destroyed by the Sea peoples yeah and that's around 1300
[1930] 3:46:25	BC so that's where we get most of our information about ball but we do have
[1931] 3:46:31	information about ball prior to that uh for example the Stila of 400 years uh
[1932] 3:46:37	talks about ball and uh you know that that dates to 1300 BC as well it's just
[1933] 3:46:44	not from a GIC Source okay
[1934] 3:46:50	so what a waste well we're not cannibals on this channel
[1935] 3:46:57	okay just [Laughter]
[1936] 3:47:03	saying okay let's finish up those super
[1937] 3:47:10	chats scroll down here okay looks like we got two super
[1938] 3:47:16	chats left and the next one here is from Juan for $2 thank you very much for the Super
[1939] 3:47:23	Chat did The Cult of Yahweh come from Canan or the kenites uh my guess would
[1940] 3:47:29	be the kenites that seems to be the best hypothesis as far as I can tell um the can the um the the the hypothesis
[1941] 3:47:40	of the origin of Yahweh has has two main theories What's called the Northern
[1942] 3:47:45	Levant hypothesis and the kenite hypothesis okay now the kenite
[1943] 3:47:50	hypothesis is probably badly named it's really probably more better way to say
[1944] 3:47:56	it would be the midianite Edomite hypothesis would be a more accurate way of of saying it whereas the northern
[1945] 3:48:04	kingdom uh the northern Levant uh hypothesis is more stems along the
[1946] 3:48:09	ugaritic hypothesis I think I think the evidence
[1947] 3:48:15	is stronger for the kenite hypothesis the idea here is
[1948] 3:48:21	that um it was a it was
[1949] 3:48:27	a deity that was worshiped say among the midianites and
[1950] 3:48:34	the  and then Moses went over to Midian encountered it there and brought
[1951] 3:48:41	it back okay so that's the canite hypothesis it seems to be a better match of the
[1952] 3:48:47	biblical texts okay now I hold the biblical text
[1953] 3:48:53	as evidence so for me that's stronger evidence the the northern 11 hypothesis
[1954] 3:49:03	is the idea that you have similar language to what's called Yahweh
[1955] 3:49:10	language so you have ball as son of the ancient days
[1956] 3:49:15	then you find Yahweh being related to an Ancient of
[1957] 3:49:20	Days similar language they just substituted B with
[1958] 3:49:27	Yahweh that's the northern hypothesis I don't find that convincing
[1959] 3:49:34	now if they find some text that maybe back that up yeah okay um maybe this
[1960] 3:49:39	maybe it would have a little more traction with me but it just doesn't have it just doesn't have traction with
[1961] 3:49:46	me I I I need more than that okay you
[1962] 3:49:58	know yeah exactly absence of evidence is still absence of evidence uh Christian Mau adds here you
[1963] 3:50:05	only a handful of Scholars hold to the northern hypothesis Frank morross deore
[1964] 3:50:10	and Patrick Miller but even cross and Miller conceived them to the Midian origins of Yahweh worship
[1965] 3:50:23	okay uh it's say uh Yahweh uh sorry um Krish M also says I thought the northern
[1966] 3:50:28	hypothesis Yahweh was originally an L figure um no he's he's he's more of a
[1967] 3:50:34	ball figure in the northern hypothesis um although you know that language is
[1968] 3:50:39	also I mean you you do get people also saying that oh it's l
[1969] 3:50:45	L substitute for Yahweh so you get that too but you get both yeah again it's it's it's confused
[1970] 3:50:54	it's confused and if if it wasn't so confused it would have more
[1971] 3:51:00	traction so BC or shock horror both cultures are
[1972] 3:51:08	refer in common history and knowledge oh no couldn't be
[1973] 3:51:14	[Laughter] yeah so um as I said I'd be more I'd be
[1974] 3:51:21	more taken with the northern hypothesis is if there was more sort of fraction a
[1975] 3:51:26	Smoking Gun a Smoking Gun would would be really helpful here you know if you
[1976] 3:51:33	could if you could show me that you know there was Yahweh worshiped in the north
[1977] 3:51:38	that would be a Smoking Gun that would be helpful we don't have that so so it's hard to say that there's
[1978] 3:51:46	then again too you don't have a Smoking Gun for the South either but at least you got the biblical
[1979] 3:51:53	text in some ways we're both dealing with an absence of evidence
[1980] 3:52:00	here yeah yeah the the the biblical text is
[1981] 3:52:06	an ancient source Cody mcge no no Dr folk there
[1982] 3:52:12	were no guns let alone smoking goes back [Laughter]
[1983] 3:52:20	then
[1984] 3:52:28	yeah yeah I mean but given an absence of evidence you know you know we do if we
[1985] 3:52:34	found if we found some say scarabs or S some seals somewhere that said oh with a
[1986] 3:52:39	yah good Yahweh name in in Edom or in Midian yeah okay that would be that be a
[1987] 3:52:44	good Smoking Gun if we found say a good text in the north that said L
[1988] 3:52:52	is yway that would be a good Smoking Gun that would at least be some positive
[1989] 3:52:58	evidence but we don't have positive evidence um for either case so in some
[1990] 3:53:05	ways this is a very speculative thing it's a very speculative thing and at
[1991] 3:53:11	that point which is why I'm not going to get too dogmatic about it either but at the same time too the the
[1992] 3:53:17	biblical text better supports the kenite hypothesis
[1993] 3:53:22	so I'll take that for the time being we got one more Super Chat here
[1994] 3:53:28	and then we'll do a couple of non-s super chats and call it a night okay uh Logan the legend for
[1995] 3:53:36	199 asks how old do you think the roots of Genesis 1:3
[1996] 3:53:42	are oh that's a tough question question well what do you mean by
[1997] 3:53:47	Roots I mean what do you mean by Roots you mean like what it's referring
[1998] 3:53:52	to uh more specifically the oral roots oh okay hard to
[1999] 3:53:58	say thousands of years maybe it's it's it's really difficult to
[2000] 3:54:04	say um we do know that some of the this the the text that's interacting with are
[2001] 3:54:09	thousands of years old um hard to say any more than that uh oral Roots could
[2002] 3:54:15	go way back much further than anyone realizes that's the problem with oral history is it's incredibly hard to
[2003] 3:54:23	date oral history is really difficult to date once you and there have been people
[2004] 3:54:29	who tried this there have been people who tried like for example on um I've
[2005] 3:54:34	seen some anthropologists try this where they would try to
[2006] 3:54:41	do oral drift called oral drift the idea
[2007] 3:54:46	that as language changes over time you can you can
[2008] 3:54:53	map how but you have to record it you have to record from One Time come back
[2009] 3:55:00	ask him the same thing all over again record it a second time and from the
[2010] 3:55:05	changes and the and the the uh Delta the time Delta between the two samples you
[2011] 3:55:11	can kind of figure out how fast the Lang language will change over
[2012] 3:55:17	time so there have been anthropologists that have tried to do oral drift to to
[2013] 3:55:25	try to to estimate how long it is how long is how long a a oral tradition has
[2014] 3:55:32	been going and it is a dodgy science at best
[2015] 3:55:39	it's it's really hard to pin that that stuff down
[2016] 3:55:45	because you don't know what sort of ideas are being injected into the pool of
[2017] 3:55:53	ideas uh Logan the legend says I've heard similar studies of an
[2018] 3:55:59	Aboriginal oral Traditions yeah yeah yeah people tried this I mean people tried this because we'd all love to know
[2019] 3:56:06	we'd all love to know I mean it'd be cool you know and a lot of this is based
[2020] 3:56:12	upon say for example um genc work work on uh genetic drift where you can take
[2021] 3:56:19	the mutation rate and then try to back calculate how long one mutation was ago
[2022] 3:56:26	based upon how many changes in genetics it it is because uh it's believed that
[2023] 3:56:32	say um mutation rates are are pretty
[2024] 3:56:37	constant so if they're constant you could kind of figure out how long ago
[2025] 3:56:43	something but even that even those things that are say more scientific in nature are really
[2026] 3:56:52	there's a lot of suppositions in those things that are you know not accounted
[2027] 3:56:58	for like reversals like genetic reversals not only just do you have a
[2028] 3:57:03	genetic mutation but did you have a reversal in genetic mutation know that can throw off your dating um
[2029] 3:57:10	considerably
[2030] 3:57:15	so to do something as on this like for for oral Traditions
[2031] 3:57:22	it's yeah so how many thousands of years have
[2032] 3:57:28	you are shooting in the dark oh [Laughter]
[2033] 3:57:37	boy I I love your Moxy okay I love your Moxy I love I love the fact that you want an answer to this
[2034] 3:57:47	and I even love the fact you're willing to take a speculation here because that's all I can give you here as a
[2035] 3:57:56	speculation um but I I think I think you go back 10,000 probably I mean just the
[2036] 3:58:03	very bones of of of that sort of of and
[2037] 3:58:09	here's why I think that um I think it go back 10,000 years
[2038] 3:58:16	because we're already seeing ritual cultures that are 10,000 years old no in the ancient year
[2039] 3:58:24	East kcki Tey is
[2040] 3:58:29	12,000 okay so if gobey Tey is 12,000 years old and you've got a full Temple
[2041] 3:58:38	there a full Temple there with carved animal pictographs
[2042] 3:58:45	yeah all bets are off as to how old some of these oral Traditions can
[2043] 3:58:51	be you know you already have agriculture in turkey and
[2044] 3:58:58	domestication of say chickpeas going back to 8,000 years barley is a 6,000
[2045] 3:59:05	year six to I think s six to 10,000 year have to look at Barley again um but it's
[2046] 3:59:12	old you know there's some like um lentils are exceptionally
[2047] 3:59:19	an old domesticated crop all of this is coming out of turkey in that 8 to 16
[2048] 3:59:26	thou 8 to 16 18,000 year range so when you've got say
[2049] 3:59:33	domestication of crops you also get with it stable oral
[2050] 3:59:41	Traditions so how old could be tens of thousands of
[2051] 3:59:46	years so we're not exactly sure but it could be very
[2052] 3:59:52	old but again it's going to this is going to depend on on factors such as human
[2053] 3:59:58	migration sedentary agriculture all that stuff and this is not an easy formula to
[2054] 4:00:03	try to deduce it's very
[2055] 4:00:10	speculative there's a lot of um yeah a lot of factors involved and
[2056] 4:00:17	you're just really up it's you it is a shot in the dark it is a shot on
[2057] 4:00:23	dark okay uh he says I can live with
