[0] 0:00	Heat. Heat.
[4091] 3:36:02	because there's a lot of people out
[4092] 3:36:03	there claiming to have gotten
[4093] 3:36:05	communications from Jesus and a lot of
[4094] 3:36:07	them haven't. In fact, the vast majority
[4095] 3:36:10	have not
[4096] 3:36:12	because Jesus is not primarily concerned
[4097] 3:36:16	with the peace of the Middle East.
[4098] 3:36:19	That's not his big thing. His big thing
[4099] 3:36:24	is his kingdom
[4100] 3:36:27	and the reconciliation of man to God
[4101] 3:36:33	about sin. Okay. So,
[4102] 3:36:36	>> you can certainly for peace.
[4103] 3:36:39	>> Oh yeah, you can sure you can pray for
[4104] 3:36:40	peace in the Middle East.
[4105] 3:36:42	>> You do your bit by not
[4106] 3:36:47	any
[4107] 3:36:48	>> but if if if Jesus is asking you to
[4108] 3:36:50	bring peace to the Middle East,
[4109] 3:36:53	that's not his primary concern,
[4110] 3:36:59	you know. So,
[4111] 3:37:01	yeah. Okay.
[4112] 3:37:03	World peace starting in Zion. But that
[4113] 3:37:05	that's a that's Isaiah 2 is a
[4114] 3:37:09	is a
[4115] 3:37:11	it's not a prophecy of this time.
[4116] 3:37:25	So,
[4117] 3:37:27	you know,
[4118] 3:37:29	yeah, it's
[4119] 3:37:33	it's his millennial reign when that
[4120] 3:37:35	happens. That's I mean, messianic era,
[4121] 3:37:39	millennial reigns, same thing. So,
[4122] 3:37:42	that's when you get the peace in
[4123] 3:37:43	Jerusalem
[4124] 3:37:45	is during the millennial reign, not
[4125] 3:37:47	before.
[4126] 3:37:49	In fact, we're told that there will be
[4127] 3:37:51	many there'll be many wars and and
[4128] 3:37:53	strife and and and rumors of wars and
[4129] 3:37:55	that sort of thing. So,
[4130] 3:37:58	you know,
[4131] 3:38:00	that's just, you know,
[4132] 3:38:03	this is not something that's going to be
[4133] 3:38:04	humanly possible until the coming of
[4134] 3:38:07	return of Messiah.
[4135] 3:38:09	That's that's that's the long and short
[4136] 3:38:12	of it is peace in the Middle East isn't
[4137] 3:38:14	going to happen. Not until, as I say,
[4138] 3:38:16	not until the coming of Jesus. All
[4139] 3:38:29	right.
[4140] 3:38:35	I'll take this one from AJ Higgins. He
[4141] 3:38:37	says, "What's the psychology in ABR in
[4142] 3:38:39	accepting one day of the Exodus, then
[4143] 3:38:41	fudging the data if it doesn't agree
[4144] 3:38:42	with them?" Um, it's it's basically the
[4145] 3:38:45	belief that whatever their
[4146] 3:38:48	interpretation of the Bible is is the
[4147] 3:38:50	way it actually is. Okay. So,
[4148] 3:38:54	um,
[4149] 3:38:58	so this is this is one of those things
[4150] 3:39:00	that you're just going to see with ABR
[4151] 3:39:01	is they so fervently believe in their
[4152] 3:39:05	interpretation of the Bible, which is a
[4153] 3:39:08	very literalist when it comes to say
[4154] 3:39:11	genealogies,
[4155] 3:39:13	dates, that sort of thing. It's very
[4156] 3:39:14	literal. numbers any numbers they
[4157] 3:39:16	they'll take totally literally
[4158] 3:39:19	that
[4159] 3:39:21	that they think that any fudging of the
[4160] 3:39:24	data is temporary.
[4161] 3:39:27	Okay. So it's sort of an ends justifies
[4162] 3:39:29	the means. So that that what happens is
[4163] 3:39:33	that when they fudge the data they think
[4164] 3:39:36	this is only going to be for a short
[4165] 3:39:38	time. what that what that short time is
[4166] 3:39:41	is that they're just going to say,
[4167] 3:39:43	"Okay, yeah, uh it's it's it's justified
[4168] 3:39:48	to to fudge the data right now just for
[4169] 3:39:52	a little bit and then the next dis maybe
[4170] 3:39:55	maybe 5 years from now, maybe 10 years
[4171] 3:39:57	from now, someone will make a discovery
[4172] 3:39:59	that proves that that we were right and
[4173] 3:40:01	they we can say all the olly oxinfree on
[4174] 3:40:04	the data we fudged."
[4175] 3:40:08	That's what it is.
[4176] 3:40:10	It's sort of the ends justifies the
[4177] 3:40:12	means because they really believe a lot
[4178] 3:40:16	of them do that and and and and this is
[4179] 3:40:19	getting less so I'll be honest less and
[4180] 3:40:22	less of ABR's people are now thinking
[4181] 3:40:24	this way but at least the old-timers the
[4182] 3:40:26	old-timers thought that if you didn't
[4183] 3:40:29	believe in the early Exodus date you are
[4184] 3:40:30	damned
[4185] 3:40:33	you are going to hell.
[4186] 3:40:36	Okay. So for them, at least the
[4187] 3:40:40	old-timers, it really was an issue of
[4188] 3:40:43	salvation.
[4189] 3:40:46	They really, a lot of them really
[4190] 3:40:48	thought
[4191] 3:40:50	that if you didn't believe in an early
[4192] 3:40:52	Exodus date, you were a liberal, you
[4193] 3:40:55	were an atheist, you were going to hell,
[4194] 3:40:57	and you were taking people with them.
[4195] 3:41:00	So
[4196] 3:41:02	if your mindset is that people who don't
[4197] 3:41:05	believe in an early exodus date are
[4198] 3:41:07	going to hell and taking other people
[4199] 3:41:09	with them,
[4200] 3:41:11	fledging the data here and there a
[4201] 3:41:13	little bit
[4202] 3:41:15	justifies it totally.
[4203] 3:41:20	So,
[4204] 3:41:29	so yeah, that's sort of that's the
[4205] 3:41:30	psychology there is they really think
[4206] 3:41:34	that
[4207] 3:41:36	that they're saving people that they're
[4208] 3:41:38	giving them
[4209] 3:41:40	salvation
[4210] 3:41:43	through their literal hermeneutic
[4211] 3:41:46	that you know that they read the Bible
[4212] 3:41:49	literally
[4213] 3:41:50	They believe uh believe um
[4214] 3:41:54	um
[4215] 3:41:56	first king 61 literally and therefore
[4216] 3:42:00	you know it's it's it's sort of get the
[4217] 3:42:03	people in the kingdom now and worry
[4218] 3:42:06	about their facts later.
[4219] 3:42:09	So so yeah that's that's the mindset. So
[4220] 3:42:13	hope that helps.
[4221] 3:42:30	Okay. Okay. Let's go. Next one here.
[4222] 3:42:34	Uh from uh at Ministries.
[4223] 3:42:38	What's a gander and why does it need
[4224] 3:42:40	thoughts?
[4225] 3:42:46	Okay.
[4226] 3:42:52	Oh, Jack Ray adds here. That's like
[4227] 3:42:55	lying to people to trick them into
[4228] 3:42:56	Islam. Tricking people into saying the
[4229] 3:42:59	shahada. Yeah. It's exactly what it is.
[4230] 3:43:02	Yeah. Yeah. That's exactly what it is.
[4231] 3:43:04	It's it's a form of tricking people into
[4232] 3:43:06	the gospel. And that's not the way to
[4233] 3:43:09	make disciples. You never make disciples
[4234] 3:43:11	like that.
[4235] 3:43:17	Uh, AJ Higgins asks, "Are you still
[4236] 3:43:19	considering joining their conference?
[4237] 3:43:21	You mentioned that people were trying to
[4238] 3:43:22	recruit you." You know what? I did join
[4239] 3:43:26	the NAS. I did join their organization.
[4240] 3:43:30	Um,
[4241] 3:43:32	uh, a friend of mine, uh, as I said, uh,
[4242] 3:43:35	convinced me that there's really no harm
[4243] 3:43:37	in me doing it.
[4244] 3:43:39	So, uh, and frankly, if I want to give
[4245] 3:43:41	papers there, you know,
[4246] 3:43:44	I mean, what's the worst they can say?
[4247] 3:43:46	No.
[4248] 3:43:46	>> Right now,
[4249] 3:43:48	>> and I think they're desperate
[4250] 3:43:50	>> now. AVR
[4251] 3:43:52	not in control, but it was not started.
[4252] 3:43:55	>> Yeah.
[4253] 3:43:55	>> But AVR.
[4254] 3:43:56	>> Yeah.
[4255] 3:43:57	>> And it is never was never they were
[4256] 3:44:00	supposed to be one of
[4257] 3:44:02	>> Yeah. Here's the thing. Um, they were uh
[4258] 3:44:06	ABR took over the NES
[4259] 3:44:09	and the NES was never meant to be a a
[4260] 3:44:13	voice piece for ABR,
[4261] 3:44:17	but ABR right now is in trouble or the
[4262] 3:44:20	NES, I should say, is in trouble. ABR
[4263] 3:44:23	not so much. Okay.
[4264] 3:44:26	Um,
[4265] 3:44:28	ABR ABR is is, you know, has has deep
[4266] 3:44:31	pockets. the NAS doesn't and the a NES
[4267] 3:44:36	is losing its um no not just its
[4268] 3:44:39	credibility but its actual membership.
[4269] 3:44:43	Uh you see um ABR and the NAS are sort
[4270] 3:44:47	of different organizations in how they
[4271] 3:44:50	operate.
[4272] 3:44:52	Um
[4273] 3:44:54	ABR is basically a collective of
[4274] 3:44:57	associates.
[4275] 3:44:59	So they're basically an organization of
[4276] 3:45:02	missionaries.
[4277] 3:45:05	So So ABR is very very picky on who it
[4278] 3:45:10	allows into its ranks.
[4279] 3:45:13	The NEES is not
[4280] 3:45:16	is is supposed to be an academic
[4281] 3:45:20	organization,
[4282] 3:45:23	but it's not an organization of
[4283] 3:45:25	missionaries.
[4284] 3:45:26	Okay. So the purpose of ABR is to
[4285] 3:45:31	evangelize using archaeology.
[4286] 3:45:38	This is why again why ABR has such a
[4287] 3:45:41	focus
[4288] 3:45:42	on salvation and how the ants justify
[4289] 3:45:47	the means because for them for for
[4290] 3:45:49	people in ABR salvation is the key.
[4291] 3:45:52	Okay.
[4292] 3:45:54	though.
[4293] 3:45:56	Um,
[4294] 3:45:58	but the NES is supposed to be an
[4295] 3:46:00	academic conference, not a missionary
[4296] 3:46:02	organization.
[4297] 3:46:05	And the NAS right now is hemorrhaging.
[4298] 3:46:10	It's hemorrhaging members. The old guys
[4299] 3:46:13	are retiring and dying off. That's
[4300] 3:46:15	what's going on with with the NAS. you
[4301] 3:46:18	know, they got enough enough
[4302] 3:46:20	um young people still that they've
[4303] 3:46:23	recruited into ABR that they're going to
[4304] 3:46:25	be able to keep ABR going still for
[4305] 3:46:27	another probably 50 80 years. The NES
[4306] 3:46:32	doesn't have that long. They're running
[4307] 3:46:34	at the NAS is running out of time
[4308] 3:46:38	and they have to the NAS has to keep a
[4309] 3:46:41	certain number of members
[4310] 3:46:45	uh in order to keep their place within
[4311] 3:46:49	say the ATS uh conference.
[4312] 3:46:54	So,
[4313] 3:46:56	so what happens to the NAS if it loses
[4314] 3:46:59	too many members
[4315] 3:47:02	is the Evangelical Theological Society
[4316] 3:47:05	says, "Uh, you're not big enough here
[4317] 3:47:07	for us to rent a whole room for.
[4318] 3:47:11	So, you're going to have to go pay for
[4319] 3:47:14	your own room at your own hotel
[4320] 3:47:17	somewhere else."
[4321] 3:47:20	So I think that that that hemorrhaging
[4322] 3:47:23	of members has really got them worried
[4323] 3:47:27	because without that that that
[4324] 3:47:29	membership base they can't
[4325] 3:47:33	justify their existence within the ETSs
[4326] 3:47:37	conference to ETSs
[4327] 3:47:40	without that meeting space
[4328] 3:47:43	they don't have
[4329] 3:47:45	they don't have anything they need that
[4330] 3:47:49	meeting space badly.
[4331] 3:47:53	So,
[4332] 3:47:56	um,
[4333] 3:47:58	so the fact that they're kind of between
[4334] 3:48:01	a rock and a hard place,
[4335] 3:48:04	okay, I'll I'll join them and I'll give
[4336] 3:48:07	papers and they'll be free to kick the
[4337] 3:48:10	tires on my papers and I'm sure they'll
[4338] 3:48:13	be very vicious about it and that's
[4339] 3:48:16	okay. I'm fine with that.
[4340] 3:48:19	But they should also hear another side
[4341] 3:48:21	of the story too because the NES has
[4342] 3:48:24	been an echo chamber the last 20 years
[4343] 3:48:28	and they do need dissenting voices.
[4344] 3:48:31	It's only healthy for them to encounter
[4345] 3:48:33	dissenting voices
[4346] 3:48:35	because they're getting they're getting
[4347] 3:48:37	a shellacking because of because they
[4348] 3:48:39	haven't been uh they've been an echo
[4349] 3:48:42	chamber
[4350] 3:48:43	and Scott Strippling has treated the NES
[4351] 3:48:45	like his personal echo chamber.
[4352] 3:48:48	So,
[4353] 3:48:50	I'm more than happy to help them out by
[4354] 3:48:54	giving them some some honest feedback
[4355] 3:48:58	and resistance.
[4356] 3:49:00	So,
[4357] 3:49:02	>> and again, it's not that it's how people
[4358] 3:49:06	motivations.
[4359] 3:49:07	>> Yeah, it's how people disagree and the
[4360] 3:49:08	motivations for it.
[4361] 3:49:09	>> There are trolls. Trolls are
[4362] 3:49:13	when somebody has legitimately
[4363] 3:49:18	brings up specific points.
[4364] 3:49:26	Um, they've had a history of of muffling
[4365] 3:49:28	descent
[4366] 3:49:30	and I think that's that's kind of
[4367] 3:49:32	finally bit them in the butt
[4368] 3:49:35	which is you know that's what happens
[4369] 3:49:36	when you you quell descent is bad things
[4370] 3:49:41	start happening your your your
[4371] 3:49:43	organization becomes very incestuous.
[4372] 3:49:46	You don't see problems before they are
[4373] 3:49:49	really faster and go malignant. And
[4374] 3:49:55	you know the fact is the whole Mount
[4375] 3:49:57	Ebel curse amulet fiasco
[4376] 3:50:01	happened because nobody in their
[4377] 3:50:02	organization would would speak up
[4378] 3:50:04	against strippling.
[4379] 3:50:07	That's a black eye. I mean it really it
[4380] 3:50:11	really surprised me this year. You know,
[4381] 3:50:14	last year all they could do was talk
[4382] 3:50:15	about the the Mount Ebel curse amulet.
[4383] 3:50:18	That's all they talked about last year
[4384] 3:50:20	was was stuff related to the Mount Ebel
[4385] 3:50:23	curse amulet. Today, this year, not a
[4386] 3:50:26	word. Nobody said anything.
[4387] 3:50:31	So
[4388] 3:50:34	um
[4389] 3:50:35	so I think that's a really um
[4390] 3:50:39	really a
[4391] 3:50:43	uh issue that that they need to deal
[4392] 3:50:45	with because um that fiasco has hurt
[4393] 3:50:49	them. It's really hurt them. Yeah. They
[4394] 3:50:52	got a boost in funding. Um, I remember
[4395] 3:50:56	that Scott Strippling managed to win the
[4396] 3:51:00	ABR a large grant
[4397] 3:51:04	because of the Mount Ebble curse amulet,
[4398] 3:51:09	but I think it's hurt them more in the
[4399] 3:51:11	long run.
[4400] 3:51:14	So, um,
[4401] 3:51:23	uh, AJ Higgins, composer, any research
[4402] 3:51:25	you're working on right now that might
[4403] 3:51:26	become papers? Absolutely. Um, yes, Dark
[4404] 3:51:30	Blade, uh, the Berlin Pedestal is is one
[4405] 3:51:33	of them. Yeah. Uh, I will be probably my
[4406] 3:51:36	next paper, which my first paper for
[4407] 3:51:39	them will be on the, uh, Berlin
[4408] 3:51:41	pedestal.
[4409] 3:51:43	and um cuz I got to get that thing done
[4410] 3:51:45	and out.
[4411] 3:51:51	So um yeah, uh Berlin pedestal is is is
[4412] 3:51:55	high on the priority list for that. So I
[4413] 3:51:57	thought, okay, what better place to give
[4414] 3:51:59	that at than at the NAS?
[4415] 3:52:06	That should be fun.
[4416] 3:52:17	Hey Jay Higgins, soon a visitor from the
[4417] 3:52:20	future will arrive and tell us that Dr.
[4418] 3:52:22	Faulk has become president of APR and
[4419] 3:52:25	has restructured the whole ball game.
[4420] 3:52:27	Laugh out loud.
[4421] 3:52:29	Could be. Could be.
[4422] 3:52:33	>> Unlikely though. Very unlikely.
[4423] 3:52:37	There's still people on that board that
[4424] 3:52:39	do not like me one bit.
[4425] 3:52:42	So, um,
[4426] 3:52:51	all right.
[4427] 3:52:53	So, then back to at Ministries's uh
[4428] 3:52:56	question here. What's a gander and why
[4429] 3:52:58	does it need sauce?
[4430] 3:53:00	A gander is a male goose
[4431] 3:53:03	and it needs sauce because it's just
[4432] 3:53:05	kind of dry.
[4433] 3:53:07	They actually the goose are not dry. Uh
[4434] 3:53:09	goose are actually very oily birds.
[4435] 3:53:12	Okay. But goose is often served with
[4436] 3:53:15	sauce. Why? I don't know. Uh but they're
[4437] 3:53:19	very fatty fatty birds. Um they tend to
[4438] 3:53:23	um they're lovely. They're lovely if
[4439] 3:53:25	cooked right. They're awful if cooked
[4440] 3:53:27	wrong.
[4441] 3:53:29	Um if you cook them right, they got this
[4442] 3:53:33	they will form this beautiful crackly
[4443] 3:53:35	skin. Uh that's just like deep fried
[4444] 3:53:39	skin. I mean just it's it's a goose well
[4445] 3:53:41	cooked is gorgeous. Okay.
[4446] 3:53:45	A goose not well cooked is an oily mess.
[4447] 3:53:49	Okay. So one of the things when you cook
[4448] 3:53:51	a goose is you have to have it on a cat
[4449] 3:53:54	tray so the oil all drains off.
[4450] 3:53:59	So,
[4451] 3:54:01	um,
[4452] 3:54:02	so yeah, the sauce is typically what
[4453] 3:54:05	you're cooking the goose. You're basting
[4454] 3:54:07	the goose with. So, you're basically
[4455] 3:54:11	basting the goose in the same hot fat
[4456] 3:54:14	that you would or the gander in the same
[4457] 3:54:17	hot fat that you would base the goose
[4458] 3:54:19	in. So,
[4459] 3:54:22	uh, keeps learning. Have you tried
[4460] 3:54:24	Chinese pinking duck? Yum. Yes, I have.
[4461] 3:54:28	And it is delicious.
[4462] 3:54:31	Um, now are you talking here about just
[4463] 3:54:33	the duck or the full course of peacing
[4464] 3:54:37	duck? Cuz there's two. Okay. Now, you
[4465] 3:54:40	can get
[4466] 3:54:42	peeking duck just as a as as a central
[4467] 3:54:44	dish at most Chinese, but there's also
[4468] 3:54:48	what's called which is like the full
[4469] 3:54:50	ensemble peeking duck, which is like six
[4470] 3:54:53	or eight dishes, each made out of a
[4471] 3:54:55	different portion of the duck, which is
[4472] 3:54:58	also
[4473] 3:55:00	phenomenally good. Okay.
[4474] 3:55:05	Um, so
[4475] 3:55:12	Dark Blade, where does Goose fall on the
[4476] 3:55:14	poultry pricing spectrum?
[4477] 3:55:17	Uh, it tends to be on the higher side.
[4478] 3:55:21	It's
[4479] 3:55:23	It's more than turkey. I mean, turkeyy's
[4480] 3:55:25	cheap. Turkey cheap. So it's it's priced
[4481] 3:55:28	more than chicken, less than pheasant.
[4482] 3:55:32	Okay.
[4483] 3:55:34	So goose is actually a fairly expensive
[4484] 3:55:36	bird if you can get it. It's not the
[4485] 3:55:39	most expensive poultry you can buy.
[4486] 3:55:41	That'd be swan.
[4487] 3:55:44	Swan I think is probably the most
[4488] 3:55:46	expensive poultry bird you can get. Now
[4489] 3:55:50	um
[4490] 3:55:53	swan
[4491] 3:55:54	is a thousand bird. That's a thousand
[4492] 3:55:58	bird if you can get them.
[4493] 3:56:01	Uh there's uh like I remember the state
[4494] 3:56:05	of Nevada allowed um had a swan hunting
[4495] 3:56:09	season
[4496] 3:56:11	and as soon as six birds were were were
[4497] 3:56:14	caught that's the end of the season.
[4498] 3:56:17	They only allowed six birds to be taken.
[4499] 3:56:20	So, um, in England it's illegal to eat
[4500] 3:56:24	swan,
[4501] 3:56:27	but there are places in the United
[4502] 3:56:29	States that breed swan for eating, and
[4503] 3:56:31	it's like $1,000.
[4504] 3:56:33	Okay. I don't have the money to to try
[4505] 3:56:37	swan, so I've never had swan. Okay. I
[4506] 3:56:41	just happen to know about it.
[4507] 3:56:44	So, goose is a lot less expensive than
[4508] 3:56:47	that. As I say, it's kind of it's kind
[4509] 3:56:49	of um it's on the higher end of the
[4510] 3:56:53	domesticated birds. So, more expensive
[4511] 3:56:56	than chicken, more expensive than
[4512] 3:56:57	Cornish game ham, more expensive than
[4513] 3:56:59	turkey,
[4514] 3:57:01	uh as I said, but less expensive than
[4515] 3:57:03	grouse and pheasant. Okay. Um peacock's
[4516] 3:57:09	also really expensive, too. But peacock
[4517] 3:57:13	is not quite as expensive as swan.
[4518] 3:57:16	So, so that's where Goose falls on the
[4519] 3:57:19	pricing spectrum. So, higher than than
[4520] 3:57:22	most of the of the birds that you get in
[4521] 3:57:24	a store, but still still affordable. If
[4522] 3:57:28	you want one, you can I think you can
[4523] 3:57:30	pick one up for about $60.
[4524] 3:57:33	So, it's it's still within that range of
[4525] 3:57:35	of affordability.
[4526] 3:57:38	So,
[4527] 3:57:41	um,
[4528] 3:57:44	so yeah, I'm pretty sure it's called
[4529] 3:57:45	Beijing Duck. Um,
[4530] 3:57:49	uh, Grand Prague, is it called Beijing
[4531] 3:57:50	Duck now? Laugh out loud. You know what?
[4532] 3:57:52	You still see it referred to as peeking
[4533] 3:57:55	duck at the Chinese restaurants. They
[4534] 3:57:56	still call it that. I don't know why.
[4535] 3:58:07	Okay.
[4536] 3:58:09	So,
[4537] 3:58:11	uh that's what the what a gander is is a
[4538] 3:58:14	male goose. And it's the same sort of
[4539] 3:58:17	fatty sauce that's used to base
[4540] 3:58:20	the goose. So, there you go.
[4541] 3:58:27	All right. Next one here
[4542] 3:58:31	is from AT Mysteries. What is the
[4543] 3:58:33	ancient neareastern relationship between
[4544] 3:58:35	stars and angels? Uh we're back to
[4545] 3:58:38	analogical language here. Um they saw
[4546] 3:58:41	stars and really what what we meant by
[4547] 3:58:43	stars is planets.
[4548] 3:58:46	Planets and and basically the lights in
[4549] 3:58:49	the sky and they saw the multitude of
[4550] 3:58:52	them. Um and they saw them move. So they
[4551] 3:58:56	assumed they were alive.
[4552] 3:59:00	So
[4553] 3:59:01	um so that's the relationship is stars
[4554] 3:59:05	moved across the sky and angels were
[4555] 3:59:07	seen as the powers that basically you
[4556] 3:59:11	know were behind them. though that's the
[4557] 3:59:14	relationship.
[4558] 3:59:17	You know, seven celestial, seven planets
[4559] 3:59:20	is is one is is a common interpretation
[4560] 3:59:23	of that.
[4561] 3:59:27	AJ Higgins, have you tried alligator
[4562] 3:59:29	meat? Yes, I have.
[4563] 3:59:32	And it's delicious. Absolutely
[4564] 3:59:34	delicious. I love alligator meat. Uh
[4565] 3:59:37	here's the best way to describe it. It's
[4566] 3:59:40	got the texture of chicken breast,
[4567] 3:59:43	but it tastes like fish.
[4568] 3:59:46	It's really interesting.
[4569] 3:59:49	Um, yeah, alligator meat's really good.
[4570] 3:59:52	I I really like it. I'd eat it any day
[4571] 3:59:55	of the week. It is absolutely delicious.
[4572] 3:59:59	Um, I don't have a supply of it here. I
[4573] 4:00:02	haven't had it since uh I guess the
[4574] 4:00:06	garlic festival was last time. The only
[4575] 4:00:08	time we've had it. Yeah, we had it at
[4576] 4:00:10	Gilroy Garlic Festival. Uh, it's
[4577] 4:00:12	delicious. It is absolutely delicious
[4578] 4:00:15	and I would eat it again in a heartbeat.
[4579] 4:00:18	I would will fully eat I would I would
[4580] 4:00:20	pay to eat it again. Okay, it's good.
[4581] 4:00:23	Really, really good.
[4582] 4:00:26	So,
[4583] 4:00:28	yeah, it's it's absolutely delicious.
[4584] 4:00:30	Highly recommend alligator. Highly
[4585] 4:00:32	recommend it.
[4586] 4:00:36	Right. Next one here is, "Is Satan a
[4587] 4:00:40	principality or power?"
[4588] 4:00:42	Uh,
[4589] 4:00:45	that's hard to say. We're not given.
[4590] 4:00:48	We're not told
[4591] 4:00:51	exactly what the principalities and
[4592] 4:00:53	powers are. Okay, the principalities,
[4593] 4:00:55	okay, those are basically archons, the
[4594] 4:00:57	archives. They're they're rulers
[4595] 4:01:00	and powers are are um let's see let's
[4596] 4:01:04	look up that actually bring that verse
[4597] 4:01:06	up
[4598] 4:01:08	because that will help to explain it.
[4599] 4:01:15	Okay.
[4600] 4:01:23	Okay. Ephesians 6:12. For our struggle
[4601] 4:01:25	is not against flesh and blood, but
[4602] 4:01:27	against the rulers.
[4603] 4:01:30	Okay, those are the arch. Now, is it
[4604] 4:01:32	possible Satan is an arc? Yeah, it's
[4605] 4:01:34	possible against the powers, the uh
[4606] 4:01:37	exucia. Um
[4607] 4:01:42	some have suggested that that exucia are
[4608] 4:01:44	lower than the ark and against the uh
[4609] 4:01:48	the world forces of this darkness. Now
[4610] 4:01:52	um
[4611] 4:01:54	this is the cosmic
[4612] 4:01:57	uh cr uh basically cosmocrat.
[4613] 4:02:00	Okay. Rulers of the world. Okay. Rulers
[4614] 4:02:04	of of the cosmos of this darkness
[4615] 4:02:09	against the spirits of wickedness and
[4616] 4:02:12	heavenly places. Now
[4617] 4:02:16	um now what we know about Satan is this.
[4618] 4:02:19	Okay. He's the same guy that was in the
[4619] 4:02:22	garden. He's the serpent in the garden.
[4620] 4:02:25	He's identified in in Ezekiel uh I
[4621] 4:02:28	believe it's chapter 20 as a throne
[4622] 4:02:31	cherubam. So that's what we know about
[4623] 4:02:34	him.
[4624] 4:02:36	He he's a throne cherubam who likes to
[4625] 4:02:38	pretend he's a seraraphim. He's not a
[4626] 4:02:40	seraraphim. Okay. Saraphim didn't get
[4627] 4:02:44	that close to the throne. Okay. But he's
[4628] 4:02:46	a throne cherub.
[4629] 4:02:49	So, um, that's what we know about him.
[4630] 4:02:52	He's a throne cherub.
[4631] 4:02:55	He's he's what's called a covering
[4632] 4:02:57	cherub in Ezekiel. Now, a covering
[4633] 4:02:59	cherub, that was something super
[4634] 4:03:01	specific.
[4635] 4:03:03	That's a throne cherubam.
[4636] 4:03:06	So that's what we know about about Satan
[4637] 4:03:10	is um at least the Satan,
[4638] 4:03:14	the the capital Satan, not talking about
[4639] 4:03:16	the little job description Satans, you
[4640] 4:03:19	know, not the smallest S ones like uh
[4641] 4:03:21	what opposed uh Balum. No, we're we're
[4642] 4:03:24	talking here about the big S guy. Okay,
[4643] 4:03:29	so
[4644] 4:03:31	so that's
[4645] 4:03:33	um that's what we're talking about here.
[4646] 4:03:41	Yeah. No. Um
[4647] 4:03:44	Stephen Anthony said he says that
[4648] 4:03:52	evil doesn't really exist in heaven.
[4649] 4:03:53	Yeah. Well, evil had access to heaven.
[4650] 4:03:59	So,
[4651] 4:04:02	I keep learning. Is Satan the prince of
[4652] 4:04:03	the power of the air? Ephesians 2:2.
[4653] 4:04:06	Yes, he is. And that's just one of his
[4654] 4:04:08	titles.
[4655] 4:04:11	Yeah. The prince of the power of the
[4656] 4:04:12	air.
[4657] 4:04:14	So that's that's uh that would be that
[4658] 4:04:17	would be a euphemism, another another
[4659] 4:04:19	title for uh for um um the serpent. So,
[4660] 4:04:30	but
[4661] 4:04:33	so that's
[4662] 4:04:35	um so is he a principality or power? Um
[4663] 4:04:40	he's he could be an RK, you know,
[4664] 4:04:43	because RK are rulers.
[4665] 4:04:45	Um Exaceia, uh sorry, not Exoia. Um
[4666] 4:04:50	yeah, exia probably not so much cuz
[4667] 4:04:52	they're considered a minor
[4668] 4:04:54	the next step down. Um but what he is
[4669] 4:04:58	what we know about about him is he is a
[4670] 4:05:00	throne cherubam. That's what we knew. At
[4671] 4:05:02	least that's what he was.
[4672] 4:05:05	So, what he became after that, we're not
[4673] 4:05:07	quite sure, but um
[4674] 4:05:11	but um we can't be sure exactly what the
[4675] 4:05:14	arcs are and what the exusas were either
[4676] 4:05:18	or the or the uh uh cosmic craters are
[4677] 4:05:21	either cuz we don't have firm
[4678] 4:05:22	definitions of those. So, it's the best
[4679] 4:05:25	we can do here at this point.
[4680] 4:05:39	Okay. And this this follows up on um the
[4681] 4:05:42	next question is what's the difference
[4682] 4:05:44	between a prince, principality, power,
[4683] 4:05:47	dominion, throne, horse, uh host of
[4684] 4:05:49	heaven. Okay. Um the prince we've
[4685] 4:05:53	already covered, which is the ark. These
[4686] 4:05:55	are rulers. These are rulers of of
[4687] 4:05:57	heavenly domains. Okay. And a domain is
[4688] 4:06:01	a a sphere of influence. So that is that
[4689] 4:06:06	is exactly what we're talking about here
[4690] 4:06:07	is a prince is a is basically
[4691] 4:06:10	uh a spirit spirit critter that has
[4692] 4:06:13	dominion over a a place of influence. Um
[4693] 4:06:17	that place could be a physical place
[4694] 4:06:19	like for example the prince of of
[4695] 4:06:21	Babylon. It could be a a a political
[4696] 4:06:25	influence.
[4697] 4:06:27	It could be a moral influence but
[4698] 4:06:30	basically uh a ruler of a over a certain
[4699] 4:06:33	domain of of power. Okay. Now
[4700] 4:06:39	the power exucia is is that's that's
[4701] 4:06:42	basically a a sort of being that has the
[4702] 4:06:45	ability to do things.
[4703] 4:06:48	Okay. So, so they have have the ability
[4704] 4:06:51	to carry out certain things within that
[4705] 4:06:55	their particular spheres of influence.
[4706] 4:06:59	Throne again is again is another synonym
[4707] 4:07:02	for an arcade. basically a a being that
[4708] 4:07:07	would be a
[4709] 4:07:11	um
[4710] 4:07:14	um
[4711] 4:07:16	like like like very much like an ark and
[4712] 4:07:19	the host of heaven that's that's the um
[4713] 4:07:23	um sava uh uh the savot
[4714] 4:07:27	okay the sava hash shamayam the
[4715] 4:07:30	basically the the host of heaven which
[4716] 4:07:33	is the bas basically an army. Okay, a
[4717] 4:07:36	host is an army. That's what a savahote
[4718] 4:07:38	is. It's is it's an army.
[4719] 4:07:40	So like for example, when you sometimes
[4720] 4:07:42	hear Yahweh Savaote, that's the Yahweh
[4721] 4:07:46	of armies. Okay.
[4722] 4:07:50	So,
[4723] 4:07:52	so that's that's what we're talking
[4724] 4:07:54	about here then is the difference here
