[0] 0:00	[Music] n
[1699] 3:20:47	the Lord hanging up his bow saying I'm done with the
[1700] 3:20:52	Wrath now we can have relationship it's been
[1701] 3:20:59	misappropriated since the 1960s to mean something else
[1702] 3:21:07	so uh Jonathan Walker says Native Americans use the swastika a lot on their ponchos and stuff yeah oh yeah I
[1703] 3:21:14	mean a lot of these symbols have become mispro
[1704] 3:21:23	created so you know that's not the symbols problem that's a that's a
[1705] 3:21:28	culture
[1706] 3:21:36	problem Alexis wait it was never a rainbow no it was a war
[1707] 3:21:42	bow yeah that whole bow thing in in Genesis
[1708] 3:21:48	it's a war bow now we interpret that as a rainbow in the sky okay but it's
[1709] 3:21:55	really God hanging up the war bow as a basically a way of saying I'm not the
[1710] 3:22:03	Wrath is over the victory is one
[1711] 3:22:18	okay so uh hope that answers your
[1712] 3:22:24	question uh thank you very much for that but no it didn't originally stand for anything like that that's that's kind of
[1713] 3:22:30	a
[1714] 3:22:40	myth uh mama what the H I didn't know that
[1715] 3:22:47	um let see here let's call up the
[1716] 3:22:54	scripture okay all right here it is up here and
[1717] 3:23:03	this is Genesis 9 uh: 12- 16 and God said this is the sign of the
[1718] 3:23:11	Covenant which I am making between me and you and every living creatures that is with you for all
[1719] 3:23:17	successive Generations I set my bow in the cloud so this is a
[1720] 3:23:24	weapon I set my blow in the cloud now again we interpret this as a rainbow but
[1721] 3:23:30	it's the text says War bow and it shall be for a sign for a covenant between me and the Earth and it
[1722] 3:23:38	shall come about when I bring a cloud over the Earth that the bow shall be seen in the
[1723] 3:23:44	cloud and I will remember my con Covenant which is between me and you and every living creature of All Flesh and
[1724] 3:23:51	never again shall the water come become a flood to destroy all flesh when the bow is in the cloud then
[1725] 3:24:00	I will look upon it to remember the Everlasting Covenant between God and every living creature of All Flesh that
[1726] 3:24:07	is on the earth yeah doesn't say rainbow it says
[1727] 3:24:12	waro essentially the cette it's it's a it's a bow it's a weapon
[1728] 3:24:21	it's a judges yeah he a god of yeah but Grace
[1729] 3:24:29	implies judgment yeah as my producer says it's a sign of Grace but Grace
[1730] 3:24:35	implies judgment so Alexis it's so obvious
[1731] 3:24:43	now yeah bubble machine that's so cool yes
[1732] 3:24:49	it is oh yeah there's a lot of stuff like this you know we we kind of assume
[1733] 3:24:55	it's rainbow but it's not what it says in the text yeah it's about God hanging up his
[1734] 3:25:05	bow it's kind of like the Red Sea yeah yeah Rainbow's kind of like the Red Sea
[1735] 3:25:17	Jack Ray that's more sensible than a bow decoration yeah it
[1736] 3:25:29	is Mama says this stuff is why we come to you well glad you get something out
[1737] 3:25:36	of it appreciate that keeps learning NIV and Ne
[1738] 3:25:43	translated as rainbow yeah well it's not correct translation it doesn't say rainbow it
[1739] 3:25:50	says kette and that's a that's a weapon that's a weapon a
[1740] 3:26:01	war still yeah if you don't want to be
[1741] 3:26:09	in it's cism BC says modern hum God hung up his
[1742] 3:26:17	bow now we can do whatever we want this is why Peter says yeah the first judgment's by by flood the next is with
[1743] 3:26:24	fire so uh yeah that's yeah don't but I wouldn't put modern humans shouldn't
[1744] 3:26:29	push their luck
[1745] 3:26:36	here Alexis rainbow Noah's Arc nurseries yeah
[1746] 3:26:41	well now with war bow
[1747] 3:26:49	well that would certainly change your Nursery wouldn't
[1748] 3:26:55	it Bobby's first war [Laughter]
[1749] 3:27:11	bow Little Johnny's first war bow the Bible School
[1750] 3:27:18	[Laughter] Edition
[1751] 3:27:26	maybe
[1752] 3:27:41	okay uh bubble machine okay but I can only imagine this giant rainbow bow
[1753] 3:27:47	hanging in the sky well yeah it's it's uh it's analogic language it's analogic
[1754] 3:27:53	language it's comparing something on planet Earth that people were familiar with with something else that's going on
[1755] 3:28:01	something in the Heavenly in the realm of the
[1756] 3:28:11	Gods BC Bobby's first suer in treaty
[1757] 3:28:18	oh oh oh I can imagine like one of those games like uh like you remember uh was it surgery or the what oh I forget the
[1758] 3:28:26	name but where you have the little plastic pieces you have the split
[1759] 3:28:32	animals the dude that so in treaty in little in little mold plastic mold
[1760] 3:28:37	animals where you take the the animals pull them in half and create the path for the Su treaty
[1761] 3:28:45	[Laughter] I want the box set BC I want the box
[1762] 3:28:57	set that's what it isex you know doctors
[1763] 3:29:06	yeah CH for suer in treaty complete without
[1764] 3:29:13	animals little plastic animals [Laughter]
[1765] 3:29:37	operation that was the name of the game Operation [Laughter]
[1766] 3:29:44	yeah okay okay well the animals have to be pre-cut
[1767] 3:29:51	in half cuz you got to pull them apart in
[1768] 3:29:56	[Laughter] half oh [Laughter]
[1769] 3:30:08	boy reminder of the war yeah Rainbows are a reminder of the war bow that's exactly what they are now we don't look
[1770] 3:30:15	up in the rain to the sky today and see oh a bow in the sky some of us know the
[1771] 3:30:21	story do but if you know the story yeah you can you can see it but you know
[1772] 3:30:26	that's [Laughter] okay bubble machine the old new
[1773] 3:30:34	biblically accurate Noah Arc set with all the new Rainbow War bow oh you can do your little have a
[1774] 3:30:41	little um uh uh little uh Ola too your burnt [Laughter]
[1775] 3:30:51	offering you know those like those uh Easy Bake
[1776] 3:30:58	Ovens instead of having an Easy Bake Oven you have your own little uh uh alra
[1777] 3:31:03	P easy Bak P easy baked
[1778] 3:31:09	P to do your burnt offerings on
[1779] 3:31:18	so we got Billy's first uh suer in treaty uh we've got uh the
[1780] 3:31:26	Easy Bake offering P we've
[1781] 3:31:31	[Music] got oh
[1782] 3:31:40	boy trash R this reminds me of Lutheran sati's video and circumcision yeah
[1783] 3:31:46	I haven't seen that in a while okay
[1784] 3:31:53	um okay we should probably get continue on with the super chats try to get through these because we're getting at 11:30
[1785] 3:32:03	now
[1786] 3:32:12	wow Alexis be right back going to by a 3D
[1787] 3:32:19	printer do it do it do [Laughter]
[1788] 3:32:31	it guys Octavius do you think Ken Ken Ham will include it in his theme
[1789] 3:32:37	park it could be could be
[1790] 3:32:46	bubble machine hand crafted in America please someone making it I'm
[1791] 3:32:55	[Laughter]
[1792] 3:33:03	dying uh gonna take this non Super Chat here from Leonardo uh maresi uh hey I'm
[1793] 3:33:09	new subscriber here okay cool I was wondering which king was The Exodus Pharaoh for you I asked because normally
[1794] 3:33:15	is referred to as Ramsey II but we got his mummy in the museum so it's impossible oh it's totally
[1795] 3:33:21	possible um it is romsey II it is romsey II the reason it's romsey II is because
[1796] 3:33:28	of the toponyms we find uh of the Cities uh it's it's it can't be anybody
[1797] 3:33:35	else really uh the abandonment of avarus in the late or the mid 19th Dynasty and
[1798] 3:33:42	the um the postdate by the the um um the dating of the MP to steal so
[1799] 3:33:50	it is clearly Ramsey II now we've got his mummy in the museum
[1800] 3:33:55	but we got all the mummies for Dynasty uh for most of Dynasty 18 and
[1801] 3:34:03	19 so the issue here then is that the Pharaoh did not drown in the
[1802] 3:34:10	Red Sea he didn't drown there so and the Bible doesn't claim he drowned so it's
[1803] 3:34:18	highly likely that the King of The Exodus died at natural CA okay so I hope that
[1804] 3:34:25	helps mm uh daughter of the most high says we
[1805] 3:34:31	had a Ramsey's ex exhibition in Sydney this year cool really cool wish I could have been there for
[1806] 3:34:37	photos
[1807] 3:34:43	um uh guys Octavius ads here why do so many people think that the Exodus Pharaoh died in the Reed sea uh two
[1808] 3:34:51	things two reasons um tradition essentially it's
[1809] 3:34:58	traditional reading it's it's it's a traditional reading of Psalm
[1810] 3:35:03	136 which mistranslates one of the words to mean that uh Pharaoh drowned in the
[1811] 3:35:10	Red Sea that word doesn't mean drown it means swept uh swept off okay the other reason
[1812] 3:35:17	is you find it in like the setter you find it used um the setter will as part
[1813] 3:35:26	of its ceremony says that EX at the Pharaoh drowned you also find it in Islamic tradition Islamic tradition says
[1814] 3:35:33	that the Pharaoh drowned okay so you like for example you'll find
[1815] 3:35:39	that in the Quran that's in the Quran that uh that Pharaoh drowned Jewish uh it's not in the text
[1816] 3:35:48	Jewish text but it is in some of the um
[1817] 3:35:53	related Traditions as I said like the setter so it's mostly a traditional
[1818] 3:35:59	thing so but that's why most that's why a lot of people that's why so many people think Pharaoh drowned because of
[1819] 3:36:06	the Traditions but the biblical text doesn't State this in fact uh the
[1820] 3:36:11	evidence is really really good that no pharaoh ever
[1821] 3:36:17	drowned so and given given the way that that drowning took place it would have been
[1822] 3:36:23	really easy to figure out if if one of those kings had drown
[1823] 3:36:35	okay guas Octavius so The Prince of Egypt got something right yeah hey even a broken clock is right
[1824] 3:36:42	twice a day
[1825] 3:36:49	okay uh Jonathan Monroe for $10 thank you for the Super Chat why are unmarried couples who
[1826] 3:36:56	engage in sex sinful and how does this help us to understand the importance of marriage biblically regarding sex and
[1827] 3:37:04	not reduced to a solely legal certificate okay um the reason why it comes down to
[1828] 3:37:12	the Commandment of Thou shalt not commit adultery now unmarried couples who engage in sex
[1829] 3:37:19	are committing a kind of adultery because there's no guarantee that they're going to stay together so
[1830] 3:37:26	they're committing adultery against someone's future spouse
[1831] 3:37:32	so that is it the other thing is there're they're also mock
[1832] 3:37:37	marriages they're test marriages because they're test marriages
[1833] 3:37:42	they're not committed to each other in that way way so when you've got a mock marriage
[1834] 3:37:48	it actually makes a mockery of the institution of
[1835] 3:37:54	marriage so uh this is why the Bible says you know a man shall you know leave his
[1836] 3:38:00	father and mother and cleave to his wife and the two shall become one flesh okay
[1837] 3:38:06	they're doing the one flesh thing without the leaving so it's one of those those those
[1838] 3:38:14	those situations where the ACT makes a mockery of the created order the design
[1839] 3:38:21	of mankind and the God who created it
[1840] 3:38:29	so so it's not just a legal thing it's a theological thing too so anyway I hope that helps thank
[1841] 3:38:37	you very much for the Super Chat very much appreciated
[1842] 3:38:51	uh thank you Jack Ray again for another five memberships you've been very generous tonight we so very much appreciate that thank you so very
[1843] 3:39:02	much okay I think we're getting close to the end of the super chats which is a good
[1844] 3:39:07	thing um jcm for $5 thank you very much for the Super Chat why was the battle over the body of
[1845] 3:39:15	Moses left out completely in the Old Testament U because it's a theological
[1846] 3:39:22	it's it's a it's an ideological battle it's not so much a it's not so much a an
[1847] 3:39:28	event that happened in time in space it's something that happens in the Heavenly
[1848] 3:39:33	Realms so that's why it's sort of excluded from SE Tor because it's just it's not it's
[1849] 3:39:42	not an event that happened in Torah it's something that help happens in the next
[1850] 3:39:48	life as it were so you need the prophetic um um
[1851] 3:39:54	perspective to even know about it so that's why it's not just it's not talked
[1852] 3:40:01	about in in scripture um but it is something that
[1853] 3:40:11	well um I don't think God snatched up the body of Moses I don't think it's that sort of deal Moses died he's
[1854] 3:40:19	dead the body is is dead and there uh and we we're basically told
[1855] 3:40:26	this uh that that the that Moses died
[1856] 3:40:31	so so then the body afterwards is is just more or less a talking about who's
[1857] 3:40:36	got possession of say um Moses in his dead
[1858] 3:40:43	state okay I'm glad you were joking wasn't
[1859] 3:40:48	sure there sorry sorry I better get that suar treat set
[1860] 3:40:56	out and start making a repentant birt offering on on E easy big
[1861] 3:41:09	p hey we all want that easy baked P now
[1862] 3:41:16	[Laughter] we got more lore more [Laughter]
[1863] 3:41:27	[Music] lore the Fisher Price biblically
[1864] 3:41:35	accurate play sets
[1865] 3:41:42	[Laughter]
[1866] 3:41:48	bubble machine Easy Bakes were the bomb yeah and they could also burn down your house
[1867] 3:41:54	too they were a [Laughter]
[1868] 3:42:02	bomb my sister had one of those yeah it nearly burned down the
[1869] 3:42:12	house uh verman the trash rat for two thank you for the Super Chat uh explain
[1870] 3:42:18	how the faith has been good for the world that's really an apologetics question
[1871] 3:42:26	um okay well um I don't really have a short list here but there's it's been a lot of things okay I
[1872] 3:42:33	mean I mean first of all I mean it did give women right to decline
[1873] 3:42:39	marriage you know you know the whole vows vows of marriage you know made it
[1874] 3:42:45	that the first time that the woman had to say yes or
[1875] 3:42:51	no up until then that that never was a thing you know you were you were told
[1876] 3:42:57	who you who you got married to by your parents and that was it
[1877] 3:43:03	okay um it did bring a lot of peace to Europe yeah okay Europe had its little
[1878] 3:43:10	Wars like everybody else did but you know during the supposed dark Dark Ages
[1879] 3:43:16	Europe had a lot of Peace too [Music]
[1880] 3:43:22	EMP yeah of the entire yeah you know it brought limits
[1881] 3:43:29	to certain practices in war like you Cur couldn't hurl bodies
[1882] 3:43:37	dead bodies over the fences over the um the walls of castles anymore
[1883] 3:43:46	ban Human Sacrifice
[1884] 3:43:53	yeah um animal sacrifice too yeah so
[1885] 3:43:58	yeah there's a there's a lot of these things uh Gladiators there's another thing that banned was the gladiatorial
[1886] 3:44:04	games exactly um with universities um it certainly gave uh it
[1887] 3:44:12	gave science a leg up very much so it it provided an environment where
[1888] 3:44:17	science could flourish okay so Harry Stark's got
[1889] 3:44:22	actually a good pretty good list there so um he says uh creting hospitals
[1890] 3:44:31	yep yeah Christianity was responsible for hospitals uh ironically during the
[1891] 3:44:38	Crusades uh helping the poor yep there was a lot of monasteries did charity
[1892] 3:44:44	work women's rights big thing on women's rights oh
[1893] 3:44:49	yeah uh ban gladiatorial AR Arenas yep it did that created
[1894] 3:44:55	diversities yep well it's it it brought back the university um the first
[1895] 3:45:02	universities were the Greeks the Greeks had the first universities but they brought back the
[1896] 3:45:08	university um created science oh yeah
[1897] 3:45:15	orphanages as mama just said it wasn't it wasn't unique in that but it
[1898] 3:45:22	did you know help about
[1899] 3:45:39	that yeah Salvation Army yeah Salvation Army is a definite good that came out of it
[1900] 3:45:48	literacy oh definitely arise of literacy with with Christianity
[1901] 3:45:57	yeah I'll take that question right below him um was Aman here copf killed with a
[1902] 3:46:03	blow into his head we don't know and we don't know if that really was I'm in
[1903] 3:46:10	hear cop Chef okay let's be really really clear about that skull found found in kv5
[1904] 3:46:16	okay that skull was found in a pit with the bones of three other individuals
[1905] 3:46:24	it's a mix of Bones and for that skeleton we only have
[1906] 3:46:29	the cranium that's it okay and that Cranium belongs to
[1907] 3:46:37	a a uh a male in his early 20s
[1908] 3:46:45	could this be Aman here KF possible but it could also be somebody else that's the problem it wasn't found
[1909] 3:46:53	in a wrapped mummy so is there's no name no label on it um and even the excavator said well
[1910] 3:47:00	this might could be possibly maybe perhaps his H here copf so they were
[1911] 3:47:06	really hedging on this one and that particular skull does seem to
[1912] 3:47:13	have a A A head wound now was that head wound fatal or terminal we don't
[1913] 3:47:20	know we also don't know if it was one of Aman here cf's
[1914] 3:47:26	Brothers which it could have been he had a lot of younger brothers he had 51 younger
[1915] 3:47:35	brothers yeah 51
[1916] 3:47:42	okay uh any one of those could have sustained a head wound later
[1917] 3:47:54	on uh oops where is it um Alexis asked could it have been a bandit Tom Raider
[1918] 3:48:00	later on it could have been somebody local this happened too where uh where
[1919] 3:48:07	locals would put their own um deceased into these tombs like
[1920] 3:48:14	this happened at the tomb of Osa nefatari you know when Carter was
[1921] 3:48:19	Excavating the tomb of Osa nefatari they found four skeletons in there that had
[1922] 3:48:25	no relationship at all to the dead Queen just the locals found the tomb and stuff
[1923] 3:48:31	their dead an dead relatives in there so there's some possibility that
[1924] 3:48:37	this person is unrelated it entirely
[1925] 3:48:45	could be yeah yeah could be could be am here Kiff it could be
[1926] 3:48:50	somebody else it could be one of his brothers could be someone completely unrelated it could even be somebody who
[1927] 3:48:59	took a body from another ramai tomb and unwrapped it in there because it's a
[1928] 3:49:04	compling place to unwrap things you know just and then Chuck the
[1929] 3:49:09	bones in the in the pit because cuz you know what cuz that's
[1930] 3:49:17	what you do with bones right when you bury them properly you shove them in a pit
[1931] 3:49:25	them yeah uh Jack Ray Florida hide a body in
[1932] 3:49:31	the swamp Egypt hide a body in the Tomb yeah exactly oh and the pits these are pits these are these are actually
[1933] 3:49:38	usually at the entrances of these tombs there's a big sort of um um an a deep
[1934] 3:49:45	pit I mean these things are deep and um some people thought these were were
[1935] 3:49:52	anti- theft devices they really aren't they're really more to they're a ritual
[1936] 3:49:58	thing so they're well they're meant to symbolize a well
[1937] 3:50:05	so yeah it does work for sometimes for anti- theft but people would chuck bodies down
[1938] 3:50:12	there you know so so we regularly when we do excavations we excavate those pits
[1939] 3:50:18	because we find all sorts of stuff in there so lots and lots of things get
[1940] 3:50:25	thrown down those pits that are not necessarily from the tombs
[1941] 3:50:32	themselves okay so that I think covers that so no we
[1942] 3:50:41	don't know if it's really Aman who copf um if there's a huge possibility could be
[1943] 3:50:48	someone else completely we just don't
[1944] 3:50:56	know okay uh Vermin the trash for $2 thank
[1945] 3:51:02	you for the Super Chat thoughts on process Progressive theology okay
[1946] 3:51:09	processed Theology and Progressive theology are related and they're similar but they are
[1947] 3:51:15	different okay process theology basically
[1948] 3:51:20	says as man evolves God evolves Progressive theology is just
[1949] 3:51:26	another term for Liberal theology okay
[1950] 3:51:32	so so that basically with process theology God changes God changes he's
[1951] 3:51:39	not the same yesterday today and tomorrow as man becomes more moral more
[1952] 3:51:44	sophisticated God becomes more moral and more sophisticated so that's process theology Progressive theology is
[1953] 3:51:53	basically all of it's negotiable you don't the Bible's not authoritative uh the resurrection who
[1954] 3:51:59	needs that you know the Virgin birth eh that's that's not science so they
[1955] 3:52:05	basically Progressive scrap everything's negotiable everything's negotiable
[1956] 3:52:11	progressives also tend to um go with the current
[1957] 3:52:19	morality which is why you find a lot of them as um as
[1958] 3:52:24	woke so so yeah they're neither one's good
[1959] 3:52:30	neither one of these is good um har
[1960] 3:52:36	Stark uh trash R the short answer they're Heretics who are making God in their own image yeah that's pretty much
[1961] 3:52:44	it
[1962] 3:52:51	okay next Super Chat here for $5 from uh yossi Kenner thank you for the Super
[1963] 3:52:58	Chat what is the best evidence a Layman can use to show another Layman that the
[1964] 3:53:04	Old Kingdom could not be dated 1,000 years younger
[1965] 3:53:10	[Music] well that's a difficult answer for a
[1966] 3:53:16	couple of reasons um because most of the the dating of the
[1967] 3:53:22	Old Kingdom is extremely technical okay it's extremely
[1968] 3:53:27	technical now we do have pretty good dates for the Middle
[1969] 3:53:34	Kingdom so the dates we have for the mil kingdom are based upon a synchronism we have
[1970] 3:53:43	between um uh nefer hotep the
[1971] 3:53:48	first and um hamurabi okay so so that that synchronism is
[1972] 3:53:56	pretty solid so you're not going to be able to move
[1973] 3:54:01	up the um middle King by a thousand years
[1974] 3:54:07	or even you're not going to be be able to make a move on that one that one is that one's going to stick
[1975] 3:54:12	put so then you only have then the second of the first intermediate period and the Old Kingdom and the first
[1976] 3:54:20	intermediate period is pretty short it's 150 years so you're not going to move that either so then what you're going to have
[1977] 3:54:27	to do then is find a way to compress to to get it a thousand years
[1978] 3:54:33	younger you're really are going to have to compress That Old Kingdom and the
[1979] 3:54:39	problem with that is it's it's just it's the are powerful the Kings have a lot of
[1980] 3:54:47	of control over the regions um it's not a viable
[1981] 3:54:53	thing uh plus we also have dating we we we have like the um like
[1982] 3:55:01	the first three dynasties are are recorded down to the
[1983] 3:55:07	year in the um in the in what's it called now um turn Cannon
[1984] 3:55:15	um the polaro stone the Poo Stone okay so the first three dynasties aren't
[1985] 3:55:23	going anywhere they're solidly you know we've got good confirmation of the dates
[1986] 3:55:31	in Mani through the polaro stone so Mano
[1987] 3:55:38	got those first first three dynasties correct
[1988] 3:55:44	so that's going to lead us to some issues when you try to redate
[1989] 3:55:49	this so if Mano is correct in those first three dynasties then it's really really likely
[1990] 3:55:57	that he's he's he's correct for the rest of the Old Kingdom
[1991] 3:56:05	so um again these are sophisticated arguments so it's it's not going to be something that's going to be easy to to
[1992] 3:56:12	convince a lay person but um but it's also very we're pretty
[1993] 3:56:21	we do know that there's some wiggle room for those dates maybe the earliest ones maybe plus or minus 100 years but by the
[1994] 3:56:28	time you get to the first intermediate period and that Civil War very difficult to move anything at that
[1995] 3:56:35	point so yeah I don't think you can date this thing a thousand years
[1996] 3:56:42	younger so at least at least not be consistent with anything of the evidence
[1997] 3:56:48	that we do have and we don't see any overlap
[1998] 3:56:53	between these Kings it just doesn't exist we have
[1999] 3:56:59	um um what's it called now um tomb biographies a lot of them from this
[2000] 3:57:05	period and because we have a lot of Tomb biographies of these periods it actually
[2001] 3:57:10	gives us a lot of information of who was in charge who was in
[2002] 3:57:15	control even to some extent how long they were in control so so yeah that's I think
[2003] 3:57:23	there's a there's a lot there that's it it all comes down to this small granular evidence that when
[2004] 3:57:30	you add it all together that you just can't move it you have to but you have to take the
[2005] 3:57:37	whole sort of the whole ball of wax you can't just say oh this one argument
[2006] 3:57:43	shows you can't move it no it's it's more granular than that so I hope that
[2007] 3:57:49	helped thank you very much for the Super Chat very much appreciated I know there's a lot of people who want to move it especially because of the flood issue
[2008] 3:57:57	but it's not going to
[2009] 3:58:07	happen I'm going to try to wrap it up here
[2010] 3:58:16	TBD for $20 thank you very much for that Super Chat he says no question really well thank you thank you for your
[2011] 3:58:23	support of the channel we appreciate it uh these super chats are our major source of funding they put food on our
[2012] 3:58:29	table and we so appreciated we thank you so very much for
[2013] 3:58:35	that Johnny Jonathan Walker has it been four hours yeah it has
[2014] 3:58:45	[Laughter] Fisher Price first offering
[2015] 3:58:51	P Bobby's first little Bobby's first suar in
[2016] 3:58:58	treaty is beauty objective if so how
[2017] 3:59:05	um uh I don't I mean I'm not I I don't know much about the philosophy of
[2018] 3:59:11	Aesthetics I know there's an a branch of a philosophy just entirely devoted to this
[2019] 3:59:17	question is is beauty objective is it subjective how do we evaluate Beauty
[2020] 3:59:23	it's a big topic and it's not a topic I've read on to be honest I really have
[2021] 3:59:28	done very little on the philosophy Aesthetics so I'm not really the right person to answer this question but
[2022] 3:59:36	personally my gut feeling about this and that's not a reason to take anything but
[2023] 3:59:43	my feeling on this is beauty is not objective but the principles behind
[2024] 3:59:51	beauty are okay so that that that there's a lot
[2025] 3:59:57	there that's that's been debated over this so I can't give you a good basis
[2026] 4:00:03	for that again there's a lot of work that's been done on the philosophy of of Aesthetics and that's basically where I
[2027] 4:00:10	have to direct you at that point okay okay
[2028] 4:00:25	uh verman trash rat for $2 thank you for the Super Chat thoughts on Christian
[2029] 4:00:30	nationalism comes from the pits of hell yeah Christian nationalism comes
[2030] 4:00:37	from the pits of hell it's essentially a combination of all Testament
[2031] 4:00:45	law as the inst as the law of the land combined with
[2032] 4:00:52	racism I have nothing but the lowest opinion of Christian
[2033] 4:00:58	nationalism gener it's not
[2034] 4:01:06	Christian yeah it's it's not it's not it's not a
[2035] 4:01:14	it's not a generic term for Christians doing their civic duty Okay Christian nationalism is
[2036] 4:01:20	something very specific it's judaizing with racism on top of
[2037] 4:01:27	it Us by yeah it's it's it's often Mis uh
[2038] 4:01:34	characterized in the media you know it's not Christian conservatism
[2039] 4:01:40	okay it is it is as I said it's judaizing it's
[2040] 4:01:47	judaizing with with racism on top
[2041] 4:01:52	so yeah I have nothing but the lowest opinion of this nothing but the lowest
[2042] 4:02:02	opinion Harry Stark says I will repeat the last part not Christian conservatism yeah it's not consist they're they're
[2043] 4:02:09	two completely different animals
[2044] 4:02:15	it's it's PRI I mean Christian nationalism the nationalism part of it is the prioritization of the
[2045] 4:02:22	state and that way it's no different than national socialism it's a kind of
[2046] 4:02:29	totalitarianism it's a kind of totalitarianism again that puts the state
[2047] 4:02:35	first and it be and it uses the Old Testament law as its rubric for doing
[2048] 4:02:41	this and then adds a good dose of racism on top of
[2049] 4:02:52	it yeah yeah Christianity is about Grace
[2050] 4:02:58	because the sacrifice of Jesus Christ paid for the sin of the Water
[2051] 4:03:06	World um very similar uh Jonathan Walker says would it be similar to Nazism it's
[2052] 4:03:12	similar in some very important respects State controls State controls
[2053] 4:03:18	production okay State controls production okay State controls State
[2054] 4:03:23	controls morality there's another one freedom of speech okay no freedom of
[2055] 4:03:30	speech yeah so so it has some very strong
[2056] 4:03:36	similarities to that even even the racism got that too so
[2057] 4:03:45	it hasn't gone so far as to to basically say
[2058] 4:03:50	that um that the races are subhuman and
[2059] 4:03:56	should be exterminated but it has gone to the extent where they say that people of
[2060] 4:04:02	different races can't marry and that's as to say right from
[2061] 4:04:08	the pits of hell right from the pits of hell
[2062] 4:04:24	so yeah I love it when people who have that ideology find out they got black ancestors ah that always makes my
[2063] 4:04:34	day uh bubble machine has uh has anyone pinned the picture of the voodoo doll folk found on Discord I don't know where
[2064] 4:04:42	to find it I really want to see it oh [Laughter]
[2065] 4:04:50	jeez I don't I think I did I think it is on somewhere on Discord I don't know if it's on anunaki though it could be on
[2066] 4:04:58	anaki okay we'll pin it again on Discord okay I'll put it under Dr Faulk rumors
[2067] 4:05:06	okay
[2068] 4:05:19	let's get those these last ones and then
[2069] 4:05:46	we are almost
[2070] 4:05:52	there right I think we're at the oh no one we just okay all right we're at the end of the super chats
[2071] 4:05:59	so let's take a couple of non super chats and call it tonight what we
[2072] 4:06:06	got oh do we all righty
[2073] 4:06:25	let's not touch that one no no no they're they're already the
[2074] 4:06:31	Catholics are already hating
[2075] 4:06:37	us 820 oh okay 8:20
[2076] 4:06:58	820 let's
[2077] 4:07:03	see all right
[2078] 4:07:08	uh ancient Egypt in the Bible question Oh I thought of a question
[2079] 4:07:14	how do you pronounce grock Steve McCrae pronounced it so wrong I can't even remember I told him it is grock same as
[2080] 4:07:22	[Laughter] grock um I think it's probably grock but I
[2081] 4:07:31	could be wrong I mean I do what's it uh um I think it was first coined by um
[2082] 4:07:40	what's his name now um the guy who did Starship Troopers uh wrote the
[2083] 4:07:50	books it was in the novel it was a rock came originally from the novel behold Robert Highline thank you blue dog um
[2084] 4:07:59	the whole term grock I believe came from the the novel behold the
[2085] 4:08:04	man uh in that was it stranger Strange Land okay sorry Stranger in a Strange
[2086] 4:08:10	Land I knew it had to be it was one of those ones okay
[2087] 4:08:16	um where grock is I think just some general term I thought it was I thought
[2088] 4:08:21	it was behold the man but uh but it could be Stranger in a Strange Land
[2089] 4:08:30	too um but you know I had I had a kind of a a a like
[2090] 4:08:39	dislike relationship with hline um
[2091] 4:08:46	uh his daughter's arrogant um won't get into that
[2092] 4:08:54	um she U uh you know Highline was not was no friend of
[2093] 4:08:59	Christianity he um I he was an atheist himself he did write some good books
[2094] 4:09:06	though I did love Starship Troopers it's nothing like the movie by the way um um
[2095] 4:09:12	basically the the original book um Starship Troopers was really about the
[2096] 4:09:18	insanity of war the insanity of war and he was a conscien he was he was a um
[2097] 4:09:25	conscious objector to the Vietnam War I
[2098] 4:09:30	believe so um but
[2099] 4:09:36	um was a good well-written book in some ways I think the movie's better to be
[2100] 4:09:42	honest I mean the book was well written but it was a fairly typical War sci-fi
[2101] 4:09:49	War um uh what's it called now um space
[2102] 4:09:54	drama um Space Opera sorry Space Opera um so okay I actually love the movie
[2103] 4:10:03	better the movie is actually one of those things where it's U the
[2104] 4:10:08	movie is um is really about propaganda you about war
[2105] 4:10:15	propaganda and uh it's all about that I mean and that's
[2106] 4:10:20	and it's meant to be over the top it's meant to be over the top so it was very
[2107] 4:10:26	good satire really that's the bug movie
[2108] 4:10:31	yeah so um yeah I had RIT I've had R from
[2109] 4:10:38	Highline um don't he's not among my favorites
[2110] 4:10:43	he's not among my favorites okay next
[2111] 4:11:05	question okay uh Scott warthin who is the earliest biblical
[2112] 4:11:12	figure who is confirmed by any historical evidence
[2113] 4:11:24	oh great question uh and it's going to depend on
[2114] 4:11:30	how you identify biblical figures okay
[2115] 4:11:37	now um see here
[2116] 4:11:45	let's go to Genesis 14 and the war of
[2117] 4:11:56	Kings uh it's the Genesis 141 and it came about in the days of amarel king of
[2118] 4:12:02	shinar arak king of elazar uh cadar king of ilam and Tito king of goam all right
[2119] 4:12:09	now of those names of those names two appear in historical records uh
[2120] 4:12:18	amarell um is probably hamurabi okay
[2121] 4:12:24	Amari but cadar is also probably one of the elmite Kings
[2122] 4:12:31	that's contemporary with um hamurabi now there's three names that could match
[2123] 4:12:38	cadar that are roughly in the same period so so we're not exactly sure
[2124] 4:12:44	which one it is so so hamurabi is probably the
[2125] 4:12:51	earliest uh but very close in time would be Tera
[2126] 4:12:56	veresh Tera um of okay there's a bunch
[2127] 4:13:02	of Mari letters that are written from a Teru of
[2128] 4:13:07	Arash very similar uh what makes this so interesting is that historians placed
